uniprot_accession	entry_name	description	protein_length_aa	hk_status_protein_level	hk_source	gene_id	hk_status_gene_level	n_tissues_expressed	mean_nTPM_across_expressed_tissues	median_nTPM_across_expressed_tissues	breadth_group
Q6NV74	CRCDL_HUMAN	CRACD-like protein OS=Homo sapiens OX=9606 GN=CRACDL PE=1 SV=3	962	non-HK		ENSG00000196872	non-HK	32	6.79375	4.6	intermediate non-HK
Q5JTY5	ZNG1C_HUMAN	Zinc-regulated GTPase metalloprotein activator 1C OS=Homo sapiens OX=9606 GN=ZNG1C PE=1 SV=1	395	non-HK		ENSG00000196873	non-HK	36	12.430555555555555	11.4	broad non-HK
Q9UQD0	SCN8A_HUMAN	Sodium channel protein type 8 subunit alpha OS=Homo sapiens OX=9606 GN=SCN8A PE=1 SV=1	1980	non-HK		ENSG00000196876	non-HK	13	6.184615384615384	4.4	intermediate non-HK
Q13751	LAMB3_HUMAN	Laminin subunit beta-3 OS=Homo sapiens OX=9606 GN=LAMB3 PE=1 SV=1	1172	non-HK		ENSG00000196878	non-HK	33	12.893939393939394	5.6	intermediate non-HK
Q8N257	H2B3B_HUMAN	Histone H2B type 3-B OS=Homo sapiens OX=9606 GN=H2BC26 PE=1 SV=3	126	non-HK		ENSG00000196890	non-HK	4	2.65	1.5499999999999998	restricted non-HK
Q6ZNM6	SMI10_HUMAN	Sperm-associated microtubule inner protein 10 OS=Homo sapiens OX=9606 GN=SPMIP10 PE=1 SV=1	134	non-HK		ENSG00000196900	non-HK	1	21.4	21.4	restricted non-HK
O15131	IMA6_HUMAN	Importin subunit alpha-6 OS=Homo sapiens OX=9606 GN=KPNA5 PE=1 SV=3	539	non-HK		ENSG00000196911	non-HK	36	4.102777777777778	2.9	broad non-HK
Q8N2N9	AN36B_HUMAN	Ankyrin repeat domain-containing protein 36B OS=Homo sapiens OX=9606 GN=ANKRD36B PE=1 SV=4	1353	non-HK		ENSG00000196912	non-HK	29	2.0482758620689654	1.9	intermediate non-HK
Q9NZN5	ARHGC_HUMAN	Rho guanine nucleotide exchange factor 12 OS=Homo sapiens OX=9606 GN=ARHGEF12 PE=1 SV=1	1544	non-HK		ENSG00000196914	non-HK	36	20.225	18.75	broad non-HK
Q9BXC0	HCAR1_HUMAN	Hydroxycarboxylic acid receptor 1 OS=Homo sapiens OX=9606 GN=HCAR1 PE=1 SV=1	346	non-HK		ENSG00000196917	non-HK	6	2.6833333333333336	2.05	restricted non-HK
Q9NR12	PDLI7_HUMAN	PDZ and LIM domain protein 7 OS=Homo sapiens OX=9606 GN=PDLIM7 PE=1 SV=1	457	non-HK		ENSG00000196923	non-HK	36	123.7611111111111	60.650000000000006	broad non-HK
P21333	FLNA_HUMAN	Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=4	2647	non-HK		ENSG00000196924	non-HK	36	234.9638888888889	71.05000000000001	broad non-HK
Q6ZUK4	TMM26_HUMAN	Transmembrane protein 26 OS=Homo sapiens OX=9606 GN=TMEM26 PE=1 SV=1	368	non-HK		ENSG00000196932	non-HK	7	1.9428571428571428	1.4	restricted non-HK
Q7Z6B7	SRGP1_HUMAN	SLIT-ROBO Rho GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=SRGAP1 PE=1 SV=1	1085	non-HK		ENSG00000196935	non-HK	34	3.0323529411764705	2.8499999999999996	intermediate non-HK
Q92520	FAM3C_HUMAN	Protein FAM3C OS=Homo sapiens OX=9606 GN=FAM3C PE=1 SV=1	227	non-HK		ENSG00000196937	non-HK	36	33.486111111111114	30.55	broad non-HK
Q86U38	NOP9_HUMAN	Nucleolar protein 9 OS=Homo sapiens OX=9606 GN=NOP9 PE=1 SV=1	636	HK	HRT Atlas	ENSG00000196943	HK	36	10.566666666666666	9.45	HK
Q6ZN79	Z705A_HUMAN	Zinc finger protein 705A OS=Homo sapiens OX=9606 GN=ZNF705A PE=2 SV=1	300	non-HK		ENSG00000196946	non-HK	1	1.6	1.6	restricted non-HK
Q9ULF5	S39AA_HUMAN	Zinc transporter ZIP10 OS=Homo sapiens OX=9606 GN=SLC39A10 PE=1 SV=2	831	non-HK		ENSG00000196950	non-HK	35	3.125714285714286	2.7	intermediate non-HK
P49662	CASP4_HUMAN	Caspase-4 OS=Homo sapiens OX=9606 GN=CASP4 PE=1 SV=1	377	non-HK		ENSG00000196954	non-HK	36	27.625	25.15	broad non-HK
O95782	AP2A1_HUMAN	AP-2 complex subunit alpha-1 OS=Homo sapiens OX=9606 GN=AP2A1 PE=1 SV=3	977	HK	HRT Atlas	ENSG00000196961	HK	36	45.74444444444444	43.8	HK
Q6P3V2	Z585A_HUMAN	Zinc finger protein 585A OS=Homo sapiens OX=9606 GN=ZNF585A PE=1 SV=2	769	non-HK		ENSG00000196967	non-HK	36	6.972222222222222	6.6	broad non-HK
Q495W5	OFUT4_HUMAN	GDP-fucose protein O-fucosyltransferase 4 OS=Homo sapiens OX=9606 GN=POFUT4 PE=1 SV=1	492	non-HK		ENSG00000196968	non-HK	36	3.952777777777778	3.5	broad non-HK
P0DMW5	SIL2B_HUMAN	Small integral membrane protein 10-like protein 2B OS=Homo sapiens OX=9606 GN=SMIM10L2B PE=4 SV=1	78	non-HK		ENSG00000196972	non-HK	32	7.99375	3.1	intermediate non-HK
P09525	ANXA4_HUMAN	Annexin A4 OS=Homo sapiens OX=9606 GN=ANXA4 PE=1 SV=4	319	non-HK		ENSG00000196975	non-HK	36	43.12777777777777	37.0	broad non-HK
Q14657	LAGE3_HUMAN	EKC/KEOPS complex subunit LAGE3 OS=Homo sapiens OX=9606 GN=LAGE3 PE=1 SV=2	143	non-HK		ENSG00000196976	non-HK	36	20.23888888888889	15.649999999999999	broad non-HK
Q86VZ2	WDR5B_HUMAN	WD repeat-containing protein 5B OS=Homo sapiens OX=9606 GN=WDR5B PE=1 SV=1	330	non-HK		ENSG00000196981	non-HK	36	2.7333333333333334	2.4	broad non-HK
P0C2L3	F163B_HUMAN	Protein FAM163B OS=Homo sapiens OX=9606 GN=FAM163B PE=1 SV=1	166	non-HK		ENSG00000196990	non-HK	12	9.950000000000001	4.5	intermediate non-HK
F8W1W9	NPIB9_HUMAN	Nuclear pore complex-interacting protein family member B9 OS=Homo sapiens OX=9606 GN=NPIPB9 PE=3 SV=2	432	non-HK		ENSG00000196993	non-HK	6	1.5	1.4	restricted non-HK
Q9Y484	WIPI4_HUMAN	WD repeat domain phosphoinositide-interacting protein 4 OS=Homo sapiens OX=9606 GN=WDR45 PE=1 SV=1	360	non-HK		ENSG00000196998	non-HK	36	49.175	47.400000000000006	broad non-HK
Q9H1A3	METL9_HUMAN	Protein-L-histidine N-pros-methyltransferase OS=Homo sapiens OX=9606 GN=METTL9 PE=1 SV=1	318	HK	HRT Atlas	ENSG00000197006	HK	36	48.175	45.3	HK
P52744	ZN138_HUMAN	Zinc finger protein 138 OS=Homo sapiens OX=9606 GN=ZNF138 PE=1 SV=2	262	non-HK		ENSG00000197008	non-HK	36	2.6861111111111113	2.3499999999999996	broad non-HK
Q86V71	ZN429_HUMAN	Zinc finger protein 429 OS=Homo sapiens OX=9606 GN=ZNF429 PE=1 SV=2	674	non-HK		ENSG00000197013	non-HK	36	2.625	2.4	broad non-HK
Q6ECI4	ZN470_HUMAN	Zinc finger protein 470 OS=Homo sapiens OX=9606 GN=ZNF470 PE=1 SV=3	717	non-HK		ENSG00000197016	non-HK	36	4.363888888888889	3.25	broad non-HK
Q9UHV2	SRTD1_HUMAN	SERTA domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SERTAD1 PE=1 SV=2	236	non-HK		ENSG00000197019	non-HK	35	11.385714285714286	10.1	intermediate non-HK
Q8IYN0	ZN100_HUMAN	Zinc finger protein 100 OS=Homo sapiens OX=9606 GN=ZNF100 PE=1 SV=2	542	non-HK		ENSG00000197020	non-HK	36	2.1722222222222225	2.0	broad non-HK
Q96DE9	EOLA2_HUMAN	Protein EOLA2 OS=Homo sapiens OX=9606 GN=EOLA2 PE=2 SV=1	158	non-HK		ENSG00000197021	non-HK	36	28.811111111111114	26.0	broad non-HK
Q8TD17	ZN398_HUMAN	Zinc finger protein 398 OS=Homo sapiens OX=9606 GN=ZNF398 PE=1 SV=1	642	non-HK		ENSG00000197024	non-HK	36	3.736111111111111	3.6	broad non-HK
Q6NSZ9	ZSC25_HUMAN	Zinc finger and SCAN domain-containing protein 25 OS=Homo sapiens OX=9606 GN=ZSCAN25 PE=1 SV=3	544	non-HK		ENSG00000197037	non-HK	36	3.6416666666666666	3.8	broad non-HK
P08133	ANXA6_HUMAN	Annexin A6 OS=Homo sapiens OX=9606 GN=ANXA6 PE=1 SV=3	673	non-HK		ENSG00000197043	non-HK	36	122.89722222222223	117.6	broad non-HK
Q8N8Z8	ZN441_HUMAN	Zinc finger protein 441 OS=Homo sapiens OX=9606 GN=ZNF441 PE=1 SV=2	693	non-HK		ENSG00000197044	non-HK	36	3.5305555555555554	3.2	broad non-HK
P60983	GMFB_HUMAN	Glia maturation factor beta OS=Homo sapiens OX=9606 GN=GMFB PE=1 SV=2	142	non-HK		ENSG00000197045	non-HK	36	21.727777777777774	13.0	broad non-HK
Q8TAQ5	ZN420_HUMAN	Zinc finger protein 420 OS=Homo sapiens OX=9606 GN=ZNF420 PE=1 SV=1	688	non-HK		ENSG00000197050	non-HK	36	3.3722222222222222	3.1500000000000004	broad non-HK
Q0D2J5	ZN763_HUMAN	Zinc finger protein 763 OS=Homo sapiens OX=9606 GN=ZNF763 PE=1 SV=2	394	non-HK		ENSG00000197054	non-HK	36	2.977777777777778	2.8	broad non-HK
Q5SVZ6	ZMYM1_HUMAN	Zinc finger MYM-type protein 1 OS=Homo sapiens OX=9606 GN=ZMYM1 PE=1 SV=1	1142	non-HK		ENSG00000197056	non-HK	20	1.4	1.3	intermediate non-HK
Q6ZMT9	DTHD1_HUMAN	Death domain-containing protein 1 OS=Homo sapiens OX=9606 GN=DTHD1 PE=1 SV=3	781	non-HK		ENSG00000197057	non-HK	7	2.0714285714285716	1.6	restricted non-HK
Q16670	ZSC26_HUMAN	Zinc finger and SCAN domain-containing protein 26 OS=Homo sapiens OX=9606 GN=ZSCAN26 PE=1 SV=2	478	non-HK		ENSG00000197062	non-HK	36	12.455555555555556	11.649999999999999	broad non-HK
O15525	MAFG_HUMAN	Transcription factor MafG OS=Homo sapiens OX=9606 GN=MAFG PE=1 SV=1	162	non-HK		ENSG00000197063	non-HK	36	14.691666666666666	13.7	broad non-HK
Q8N5I2	ARRD1_HUMAN	Arrestin domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ARRDC1 PE=1 SV=1	433	non-HK		ENSG00000197070	non-HK	36	27.049999999999997	24.4	broad non-HK
Q9BY89	K1671_HUMAN	Uncharacterized protein KIAA1671 OS=Homo sapiens OX=9606 GN=KIAA1671 PE=1 SV=2	1806	non-HK		ENSG00000197077	non-HK	36	12.294444444444444	9.899999999999999	broad non-HK
Q92764	KRT35_HUMAN	Keratin, type I cuticular Ha5 OS=Homo sapiens OX=9606 GN=KRT35 PE=1 SV=5	455	non-HK		ENSG00000197079	non-HK	2	28.5	28.5	restricted non-HK
P11717	MPRI_HUMAN	Cation-independent mannose-6-phosphate receptor OS=Homo sapiens OX=9606 GN=IGF2R PE=1 SV=3	2491	non-HK		ENSG00000197081	non-HK	36	6.922222222222222	7.35	broad non-HK
Q5T751	LCE1C_HUMAN	Late cornified envelope protein 1C OS=Homo sapiens OX=9606 GN=LCE1C PE=1 SV=1	118	non-HK		ENSG00000197084	non-HK	2	269.95	269.95	restricted non-HK
Q96RP7	G3ST4_HUMAN	Galactose-3-O-sulfotransferase 4 OS=Homo sapiens OX=9606 GN=GAL3ST4 PE=1 SV=1	486	non-HK		ENSG00000197093	non-HK	34	5.670588235294118	4.75	intermediate non-HK
Q14204	DYHC1_HUMAN	Cytoplasmic dynein 1 heavy chain 1 OS=Homo sapiens OX=9606 GN=DYNC1H1 PE=1 SV=5	4646	non-HK		ENSG00000197102	non-HK	36	3.7583333333333337	3.2	broad non-HK
Q9H1V8	S6A17_HUMAN	Sodium-dependent neutral amino acid transporter SLC6A17 OS=Homo sapiens OX=9606 GN=SLC6A17 PE=1 SV=3	727	non-HK		ENSG00000197106	non-HK	15	14.54	7.9	intermediate non-HK
Q15366	PCBP2_HUMAN	Poly(rC)-binding protein 2 OS=Homo sapiens OX=9606 GN=PCBP2 PE=1 SV=1	365	HK	HRT Atlas	ENSG00000197111	HK	36	311.225	292.65	HK
Q8N5A5	ZGPAT_HUMAN	Zinc finger CCCH-type with G patch domain-containing protein OS=Homo sapiens OX=9606 GN=ZGPAT PE=1 SV=3	531	non-HK		ENSG00000197114	non-HK	36	17.11111111111111	13.850000000000001	broad non-HK
Q8N8R3	S2529_HUMAN	Mitochondrial basic amino acids transporter OS=Homo sapiens OX=9606 GN=SLC25A29 PE=1 SV=2	303	non-HK		ENSG00000197119	non-HK	36	54.825	41.25	broad non-HK
Q75T13	PGAP1_HUMAN	GPI inositol-deacylase OS=Homo sapiens OX=9606 GN=PGAP1 PE=1 SV=1	922	non-HK		ENSG00000197121	non-HK	35	3.922857142857143	3.0	intermediate non-HK
P12931	SRC_HUMAN	Proto-oncogene tyrosine-protein kinase Src OS=Homo sapiens OX=9606 GN=SRC PE=1 SV=3	536	non-HK		ENSG00000197122	non-HK	36	7.347222222222222	5.85	broad non-HK
Q8IYX0	ZN679_HUMAN	Zinc finger protein 679 OS=Homo sapiens OX=9606 GN=ZNF679 PE=1 SV=2	411	non-HK		ENSG00000197123	non-HK	1	1.0	1.0	restricted non-HK
O95780	ZN682_HUMAN	Zinc finger protein 682 OS=Homo sapiens OX=9606 GN=ZNF682 PE=1 SV=1	498	non-HK		ENSG00000197124	non-HK	36	3.613888888888889	3.1	broad non-HK
Q68DY9	ZN772_HUMAN	Zinc finger protein 772 OS=Homo sapiens OX=9606 GN=ZNF772 PE=1 SV=2	489	non-HK		ENSG00000197128	non-HK	36	2.3555555555555556	1.85	broad non-HK
Q9H6A9	PCX3_HUMAN	Pecanex-like protein 3 OS=Homo sapiens OX=9606 GN=PCNX3 PE=1 SV=2	2034	non-HK		ENSG00000197136	non-HK	36	5.511111111111111	5.85	broad non-HK
Q8TC27	ADA32_HUMAN	Disintegrin and metalloproteinase domain-containing protein 32 OS=Homo sapiens OX=9606 GN=ADAM32 PE=1 SV=2	787	non-HK		ENSG00000197140	non-HK	2	14.1	14.1	restricted non-HK
Q9ULC5	ACSL5_HUMAN	Long-chain-fatty-acid--CoA ligase 5 OS=Homo sapiens OX=9606 GN=ACSL5 PE=1 SV=1	683	non-HK		ENSG00000197142	non-HK	36	16.18611111111111	8.65	broad non-HK
Q6P9F7	LRC8B_HUMAN	Volume-regulated anion channel subunit LRRC8B OS=Homo sapiens OX=9606 GN=LRRC8B PE=1 SV=2	803	non-HK		ENSG00000197147	non-HK	36	4.161111111111111	3.0	broad non-HK
Q9NUT2	MITOS_HUMAN	Mitochondrial potassium channel ATP-binding subunit OS=Homo sapiens OX=9606 GN=ABCB8 PE=1 SV=3	735	non-HK		ENSG00000197150	non-HK	36	12.205555555555556	11.350000000000001	broad non-HK
Q7KZF4	SND1_HUMAN	Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SND1 PE=1 SV=1	910	HK	HRT Atlas	ENSG00000197157	HK	36	43.49166666666667	41.45	HK
A8K8V0	ZN785_HUMAN	Zinc finger protein 785 OS=Homo sapiens OX=9606 GN=ZNF785 PE=1 SV=1	405	non-HK		ENSG00000197162	non-HK	36	7.23888888888889	7.15	broad non-HK
P50226	ST1A2_HUMAN	Sulfotransferase 1A2 OS=Homo sapiens OX=9606 GN=SULT1A2 PE=1 SV=2	295	non-HK		ENSG00000197165	non-HK	14	7.492857142857143	2.0999999999999996	intermediate non-HK
Q6P3R8	NEK5_HUMAN	Serine/threonine-protein kinase Nek5 OS=Homo sapiens OX=9606 GN=NEK5 PE=1 SV=1	708	non-HK		ENSG00000197168	non-HK	3	2.8000000000000003	1.5	restricted non-HK
O00232	PSD12_HUMAN	26S proteasome non-ATPase regulatory subunit 12 OS=Homo sapiens OX=9606 GN=PSMD12 PE=1 SV=3	456	HK	HRT Atlas	ENSG00000197170	HK	36	10.511111111111113	8.9	HK
P43360	MAGA6_HUMAN	Melanoma-associated antigen 6 OS=Homo sapiens OX=9606 GN=MAGEA6 PE=1 SV=1	314	non-HK		ENSG00000197172	non-HK	1	7.0	7.0	restricted non-HK
Q86SQ6	AGRA1_HUMAN	Adhesion G protein-coupled receptor A1 OS=Homo sapiens OX=9606 GN=ADGRA1 PE=1 SV=3	560	non-HK		ENSG00000197177	non-HK	10	10.18	7.699999999999999	restricted non-HK
Q8TC59	PIWL2_HUMAN	Piwi-like protein 2 OS=Homo sapiens OX=9606 GN=PIWIL2 PE=1 SV=1	973	non-HK		ENSG00000197181	non-HK	12	2.5500000000000003	1.1	intermediate non-HK
Q96MY1	NOL4L_HUMAN	Nucleolar protein 4-like OS=Homo sapiens OX=9606 GN=NOL4L PE=1 SV=2	436	non-HK		ENSG00000197183	non-HK	36	11.98611111111111	9.55	broad non-HK
A8MQ03	CRTP1_HUMAN	Cysteine-rich tail protein 1 OS=Homo sapiens OX=9606 GN=CYSRT1 PE=1 SV=1	144	non-HK		ENSG00000197191	non-HK	21	38.28095238095238	1.6	intermediate non-HK
Q9H015	S22A4_HUMAN	Solute carrier family 22 member 4 OS=Homo sapiens OX=9606 GN=SLC22A4 PE=1 SV=3	551	non-HK		ENSG00000197208	non-HK	28	2.417857142857143	2.0	intermediate non-HK
A6NJL1	ZSA5B_HUMAN	Zinc finger and SCAN domain-containing protein 5B OS=Homo sapiens OX=9606 GN=ZSCAN5B PE=1 SV=1	495	non-HK		ENSG00000197213	non-HK	1	1.5	1.5	restricted non-HK
Q9Y227	ENTP4_HUMAN	Ectonucleoside triphosphate diphosphohydrolase 4 OS=Homo sapiens OX=9606 GN=ENTPD4 PE=1 SV=1	616	HK	HRT Atlas	ENSG00000197217	HK	36	15.319444444444445	14.8	HK
Q13901	C1D_HUMAN	Nuclear nucleic acid-binding protein C1D OS=Homo sapiens OX=9606 GN=C1D PE=1 SV=1	141	non-HK		ENSG00000197223	non-HK	36	15.330555555555556	14.4	broad non-HK
Q66K14	TBC9B_HUMAN	TBC1 domain family member 9B OS=Homo sapiens OX=9606 GN=TBC1D9B PE=1 SV=3	1250	non-HK		ENSG00000197226	non-HK	36	44.641666666666666	39.25	broad non-HK
P62805	H4_HUMAN	Histone H4 OS=Homo sapiens OX=9606 GN=H4C1 PE=1 SV=2	103	non-HK		ENSG00000197238	non-HK	28	3.842857142857143	2.95	intermediate non-HK
Q8TAY7	F110D_HUMAN	Protein FAM110D OS=Homo sapiens OX=9606 GN=FAM110D PE=1 SV=1	271	non-HK		ENSG00000197245	non-HK	31	3.332258064516129	2.8	intermediate non-HK
P01009	A1AT_HUMAN	Alpha-1-antitrypsin OS=Homo sapiens OX=9606 GN=SERPINA1 PE=1 SV=3	418	non-HK		ENSG00000197249	non-HK	36	967.1305555555557	13.600000000000001	broad non-HK
P20231	TRYB2_HUMAN	Tryptase beta-2 OS=Homo sapiens OX=9606 GN=TPSB2 PE=1 SV=3	275	non-HK		ENSG00000197253	non-HK	29	45.306896551724144	31.7	intermediate non-HK
Q63ZY3	KANK2_HUMAN	KN motif and ankyrin repeat domain-containing protein 2 OS=Homo sapiens OX=9606 GN=KANK2 PE=1 SV=1	851	non-HK		ENSG00000197256	non-HK	36	106.94166666666666	53.75	broad non-HK
Q5SZD1	CF141_HUMAN	Uncharacterized protein C6orf141 OS=Homo sapiens OX=9606 GN=C6orf141 PE=1 SV=3	244	non-HK		ENSG00000197261	non-HK	18	2.7666666666666666	2.75	intermediate non-HK
P29084	T2EB_HUMAN	Transcription initiation factor IIE subunit beta OS=Homo sapiens OX=9606 GN=GTF2E2 PE=1 SV=1	291	HK	HRT Atlas	ENSG00000197265	HK	36	19.275	18.05	HK
Q8NEV9	IL27A_HUMAN	Interleukin-27 subunit alpha OS=Homo sapiens OX=9606 GN=IL27 PE=1 SV=2	243	non-HK		ENSG00000197272	non-HK	2	13.75	13.75	restricted non-HK
Q02747	GUC2A_HUMAN	Guanylin OS=Homo sapiens OX=9606 GN=GUCA2A PE=1 SV=2	115	non-HK		ENSG00000197273	non-HK	3	452.3333333333333	386.6	restricted non-HK
Q9Y620	RA54B_HUMAN	DNA repair and recombination protein RAD54B OS=Homo sapiens OX=9606 GN=RAD54B PE=1 SV=1	910	non-HK		ENSG00000197275	non-HK	16	1.63125	1.2	intermediate non-HK
P49910	ZN165_HUMAN	Zinc finger protein 165 OS=Homo sapiens OX=9606 GN=ZNF165 PE=1 SV=1	485	non-HK		ENSG00000197279	non-HK	2	3.2	3.2	restricted non-HK
Q96PV0	SYGP1_HUMAN	Ras/Rap GTPase-activating protein SynGAP OS=Homo sapiens OX=9606 GN=SYNGAP1 PE=1 SV=4	1343	non-HK		ENSG00000197283	non-HK	35	5.291428571428571	4.5	intermediate non-HK
Q8N6M3	FITM2_HUMAN	Acyl-coenzyme A diphosphatase FITM2 OS=Homo sapiens OX=9606 GN=FITM2 PE=1 SV=1	262	non-HK		ENSG00000197296	non-HK	36	6.388888888888889	4.35	broad non-HK
P54132	BLM_HUMAN	RecQ-like DNA helicase BLM OS=Homo sapiens OX=9606 GN=BLM PE=1 SV=1	1417	non-HK		ENSG00000197299	non-HK	5	1.4	1.1	restricted non-HK
Q7Z2F6	KRBD5_HUMAN	KRAB domain-containing protein 5 OS=Homo sapiens OX=9606 GN=KRABD5 PE=1 SV=1	126	non-HK		ENSG00000197302	non-HK	36	4.327777777777778	4.2	broad non-HK
Q5TDH0	DDI2_HUMAN	Protein DDI1 homolog 2 OS=Homo sapiens OX=9606 GN=DDI2 PE=1 SV=1	399	non-HK		ENSG00000197312	non-HK	36	6.988888888888889	5.7	broad non-HK
O95425	SVIL_HUMAN	Supervillin OS=Homo sapiens OX=9606 GN=SVIL PE=1 SV=2	2214	non-HK		ENSG00000197321	non-HK	36	61.80555555555556	23.9	broad non-HK
Q9UPN9	TRI33_HUMAN	E3 ubiquitin-protein ligase TRIM33 OS=Homo sapiens OX=9606 GN=TRIM33 PE=1 SV=3	1127	non-HK		ENSG00000197323	non-HK	36	8.625	8.25	broad non-HK
Q7Z4F1	LRP10_HUMAN	Low-density lipoprotein receptor-related protein 10 OS=Homo sapiens OX=9606 GN=LRP10 PE=1 SV=2	713	non-HK		ENSG00000197324	non-HK	36	63.15555555555555	68.25	broad non-HK
Q96FA3	PELI1_HUMAN	E3 ubiquitin-protein ligase pellino homolog 1 OS=Homo sapiens OX=9606 GN=PELI1 PE=1 SV=2	418	non-HK		ENSG00000197329	non-HK	36	14.822222222222223	12.8	broad non-HK
Q8N720	ZN655_HUMAN	Zinc finger protein 655 OS=Homo sapiens OX=9606 GN=ZNF655 PE=1 SV=3	491	non-HK		ENSG00000197343	non-HK	36	12.369444444444445	12.05	broad non-HK
Q7Z2W9	RM21_HUMAN	Large ribosomal subunit protein bL21m OS=Homo sapiens OX=9606 GN=MRPL21 PE=1 SV=2	205	HK	HRT Atlas	ENSG00000197345	HK	36	55.16388888888889	48.85	HK
Q6UXB3	LYPD2_HUMAN	Ly6/PLAUR domain-containing protein 2 OS=Homo sapiens OX=9606 GN=LYPD2 PE=1 SV=1	125	non-HK		ENSG00000197353	non-HK	9	53.44444444444444	23.5	restricted non-HK
Q3KQV9	UAP1L_HUMAN	UDP-N-acetylhexosamine pyrophosphorylase-like protein 1 OS=Homo sapiens OX=9606 GN=UAP1L1 PE=1 SV=2	507	non-HK		ENSG00000197355	non-HK	36	9.333333333333334	9.5	broad non-HK
A6NK75	ZNF98_HUMAN	Zinc finger protein 98 OS=Homo sapiens OX=9606 GN=ZNF98 PE=1 SV=4	572	non-HK		ENSG00000197360	non-HK	7	3.414285714285714	3.2	restricted non-HK
Q6P050	FXL22_HUMAN	F-box and leucine-rich protein 22 OS=Homo sapiens OX=9606 GN=FBXL22 PE=1 SV=3	231	non-HK		ENSG00000197361	non-HK	28	10.767857142857142	3.0	intermediate non-HK
Q8N393	ZN786_HUMAN	Zinc finger protein 786 OS=Homo sapiens OX=9606 GN=ZNF786 PE=1 SV=2	782	non-HK		ENSG00000197362	non-HK	36	2.6277777777777778	2.6500000000000004	broad non-HK
Q6ZMY9	ZN517_HUMAN	Zinc finger protein 517 OS=Homo sapiens OX=9606 GN=ZNF517 PE=1 SV=2	492	non-HK		ENSG00000197363	non-HK	36	6.602777777777778	6.55	broad non-HK
Q8TD23	ZN675_HUMAN	Zinc finger protein 675 OS=Homo sapiens OX=9606 GN=ZNF675 PE=1 SV=3	568	non-HK		ENSG00000197372	non-HK	36	3.533333333333333	2.8499999999999996	broad non-HK
O76082	S22A5_HUMAN	Organic cation/carnitine transporter 2 OS=Homo sapiens OX=9606 GN=SLC22A5 PE=1 SV=1	557	non-HK		ENSG00000197375	non-HK	35	4.668571428571429	3.2	intermediate non-HK
Q96B18	DACT3_HUMAN	Dapper homolog 3 OS=Homo sapiens OX=9606 GN=DACT3 PE=1 SV=2	629	non-HK		ENSG00000197380	non-HK	36	23.73888888888889	15.05	broad non-HK
P78563	RED1_HUMAN	Double-stranded RNA-specific editase 1 OS=Homo sapiens OX=9606 GN=ADARB1 PE=1 SV=1	741	non-HK		ENSG00000197381	non-HK	36	16.725	10.95	broad non-HK
A6NHJ4	ZN860_HUMAN	Zinc finger protein 860 OS=Homo sapiens OX=9606 GN=ZNF860 PE=1 SV=3	632	non-HK		ENSG00000197385	non-HK	7	1.1857142857142857	1.1	restricted non-HK
P42858	HD_HUMAN	Huntingtin OS=Homo sapiens OX=9606 GN=HTT PE=1 SV=2	3142	HK	HRT Atlas	ENSG00000197386	HK	36	9.105555555555556	8.350000000000001	HK
P21730	C5AR1_HUMAN	C5a anaphylatoxin chemotactic receptor 1 OS=Homo sapiens OX=9606 GN=C5AR1 PE=1 SV=2	350	non-HK		ENSG00000197405	non-HK	35	10.4	4.9	intermediate non-HK
P55073	IOD3_HUMAN	Thyroxine 5-deiodinase OS=Homo sapiens OX=9606 GN=DIO3 PE=1 SV=4	304	non-HK		ENSG00000197406	non-HK	24	4.816666666666666	3.15	intermediate non-HK
P20813	CP2B6_HUMAN	Cytochrome P450 2B6 OS=Homo sapiens OX=9606 GN=CYP2B6 PE=1 SV=1	491	non-HK		ENSG00000197408	non-HK	4	80.95	7.5	restricted non-HK
P68431	H31_HUMAN	Histone H3.1 OS=Homo sapiens OX=9606 GN=H3C1 PE=1 SV=2	136	non-HK		ENSG00000197409	non-HK	11	1.6727272727272726	1.7	restricted non-HK
Q6V1P9	PCD23_HUMAN	Protocadherin-23 OS=Homo sapiens OX=9606 GN=DCHS2 PE=1 SV=2	3371	non-HK		ENSG00000197410	non-HK	4	1.175	1.1	restricted non-HK
Q14D04	MELT_HUMAN	Ventricular zone-expressed PH domain-containing protein homolog 1 OS=Homo sapiens OX=9606 GN=VEPH1 PE=1 SV=1	833	non-HK		ENSG00000197415	non-HK	11	6.427272727272728	1.8	restricted non-HK
A6NFH5	FBP12_HUMAN	Fatty acid-binding protein 12 OS=Homo sapiens OX=9606 GN=FABP12 PE=1 SV=2	140	non-HK		ENSG00000197416	non-HK	2	28.6	28.6	restricted non-HK
Q9UHJ6	SHPK_HUMAN	Sedoheptulokinase OS=Homo sapiens OX=9606 GN=SHPK PE=1 SV=4	478	non-HK		ENSG00000197417	non-HK	36	6.402777777777778	5.5	broad non-HK
Q9Y573	IPP_HUMAN	Actin-binding protein IPP OS=Homo sapiens OX=9606 GN=IPP PE=1 SV=1	584	non-HK		ENSG00000197429	non-HK	36	3.066666666666667	2.8499999999999996	broad non-HK
