Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	gene_id	gene_length_bp
ENSG00000198353	54016931	54056030	12	ENSG00000198353	39100
ENSG00000172789	54033050	54035361	12	ENSG00000172789	2312
ENSG00000123415	54121277	54189008	12	ENSG00000123415	67732
ENSG00000067704	220094132	220148041	1	ENSG00000067704	53910
ENSG00000231887	10824960	11171608	12	ENSG00000231887	346649
ENSG00000118873	220148293	220272529	1	ENSG00000118873	124237
ENSG00000275778	10845849	11171600	12	ENSG00000275778	325752
ENSG00000212127	10937408	11171573	12	ENSG00000212127	234166
ENSG00000212126	10985913	10986912	12	ENSG00000212126	1000
ENSG00000176945	195720884	195741123	3	ENSG00000176945	20240
ENSG00000255837	10995961	10998304	12	ENSG00000255837	2344
ENSG00000212124	11021619	11022620	12	ENSG00000212124	1002
ENSG00000256436	11030387	11031407	12	ENSG00000256436	1021
ENSG00000226761	11061365	11062294	12	ENSG00000226761	930
ENSG00000255374	11091287	11092313	12	ENSG00000255374	1027
ENSG00000256188	11132958	11134644	12	ENSG00000256188	1687
ENSG00000256537	11171194	11176016	12	ENSG00000256537	4823
ENSG00000145113	195746765	195811973	3	ENSG00000145113	65209
ENSG00000114993	74425835	74442422	2	ENSG00000114993	16588
ENSG00000111012	57762334	57768986	12	ENSG00000111012	6653
ENSG00000284730	51813921	51814925	12	ENSG00000284730	1005
ENSG00000196876	51590266	51812864	12	ENSG00000196876	222599
ENSG00000198648	167954020	168247595	2	ENSG00000198648	293576
ENSG00000115267	162267074	162318684	2	ENSG00000115267	51611
ENSG00000180871	218125289	218137251	2	ENSG00000180871	11963
ENSG00000188282	218034960	218090584	2	ENSG00000188282	55625
ENSG00000143776	226989865	227318492	1	ENSG00000143776	328628
ENSG00000204335	170715337	170718078	2	ENSG00000204335	2742
ENSG00000128683	170813213	170861151	2	ENSG00000128683	47939
ENSG00000120645	66767	178455	12	ENSG00000120645	111689
ENSG00000111181	190077	214570	12	ENSG00000111181	24494
ENSG00000115806	170928464	170967130	2	ENSG00000115806	38667
ENSG00000091106	32224453	32265732	2	ENSG00000091106	41280
ENSG00000010379	220621	262873	12	ENSG00000010379	42253
ENSG00000204334	170766878	170798977	2	ENSG00000204334	32100
ENSG00000169760	173396284	174294372	3	ENSG00000169760	898089
ENSG00000114115	139517434	139539829	3	ENSG00000114115	22396
ENSG00000073614	280057	389320	12	ENSG00000073614	109264
ENSG00000153201	108719482	108785810	2	ENSG00000153201	66329
ENSG00000163864	139560180	139678017	3	ENSG00000163864	117838
ENSG00000132196	162790702	162812823	1	ENSG00000132196	22122
ENSG00000127603	39081316	39487177	1	ENSG00000127603	405862
ENSG00000184897	129314771	129316286	3	ENSG00000184897	1516
ENSG00000172046	49108046	49120938	3	ENSG00000172046	12893
ENSG00000120647	389273	442642	12	ENSG00000120647	53370
ENSG00000134318	11179759	11348330	2	ENSG00000134318	168572
ENSG00000289766	13088784	13103484	12	ENSG00000289766	14701
ENSG00000134532	23529504	24562544	12	ENSG00000134532	1033041
ENSG00000169618	68643579	68658251	2	ENSG00000169618	14673
ENSG00000163219	68679601	68826833	2	ENSG00000163219	147233
ENSG00000184922	45221444	45247319	17	ENSG00000184922	25876
ENSG00000187098	69739456	69968336	3	ENSG00000187098	228881
ENSG00000144524	231781671	231809254	2	ENSG00000144524	27584
ENSG00000183395	102196459	102197833	12	ENSG00000183395	1375
ENSG00000017427	102395874	102481744	12	ENSG00000017427	85871
ENSG00000174231	1650629	1684867	17	ENSG00000174231	34239
ENSG00000115866	135905881	135986100	2	ENSG00000115866	80220
ENSG00000067715	78863993	79452008	12	ENSG00000067715	588016
ENSG00000159374	74557883	74648338	2	ENSG00000159374	90456
ENSG00000014257	132317369	132368302	3	ENSG00000014257	50934
ENSG00000285749	51798803	51830856	3	ENSG00000285749	32054
ENSG00000135622	74654228	74683853	2	ENSG00000135622	29626
ENSG00000229972	51826883	51833389	3	ENSG00000229972	6507
ENSG00000144802	101827991	101861022	3	ENSG00000144802	33032
ENSG00000116106	221418027	221574202	2	ENSG00000116106	156176
ENSG00000181523	80206716	80220923	17	ENSG00000181523	14208
ENSG00000181045	80219699	80253500	17	ENSG00000181045	33802
ENSG00000176915	132725503	132761832	12	ENSG00000176915	36330
ENSG00000138379	190055700	190062729	2	ENSG00000138379	7030
ENSG00000151689	190343570	190371665	2	ENSG00000151689	28096
ENSG00000247077	132710819	132722734	12	ENSG00000247077	11916
ENSG00000198130	190189735	190344193	2	ENSG00000198130	154459
ENSG00000087095	28041737	28196381	17	ENSG00000087095	154645
ENSG00000185860	162824458	162868761	1	ENSG00000185860	44304
ENSG00000087191	63827152	63832026	17	ENSG00000087191	4875
ENSG00000117461	46040140	46133036	1	ENSG00000117461	92897
ENSG00000278139	46043661	46176488	1	ENSG00000278139	132828
ENSG00000117472	46175073	46185962	1	ENSG00000117472	10890
ENSG00000188338	50205246	50221486	3	ENSG00000188338	16241
ENSG00000187231	179101678	179264832	2	ENSG00000187231	163155
ENSG00000250719	46175486	46176488	1	ENSG00000250719	1003
ENSG00000171357	46203334	46221256	1	ENSG00000171357	17923
ENSG00000085999	46246461	46278480	1	ENSG00000085999	32020
ENSG00000114391	101681091	101686733	3	ENSG00000114391	5643
ENSG00000121964	143938068	144332568	2	ENSG00000121964	394501
ENSG00000144815	101779177	101843743	3	ENSG00000144815	64567
ENSG00000170298	20449395	20467539	17	ENSG00000170298	18145
ENSG00000139323	89419718	89526047	12	ENSG00000139323	106330
ENSG00000047849	47850690	48089272	3	ENSG00000047849	238583
ENSG00000085998	46188683	46220305	1	ENSG00000085998	31623
ENSG00000177731	18244815	18258738	17	ENSG00000177731	13924
ENSG00000259075	89519408	89526262	12	ENSG00000259075	6855
ENSG00000257594	89519412	89524796	12	ENSG00000257594	5385
ENSG00000070961	89588049	89709366	12	ENSG00000070961	121318
ENSG00000174840	57556274	57566848	3	ENSG00000174840	10575
ENSG00000114999	112482156	112541739	2	ENSG00000114999	59584
ENSG00000168374	57571363	57598220	3	ENSG00000168374	26858
ENSG00000125630	112541915	112579818	2	ENSG00000125630	37904
ENSG00000174839	57625454	57693077	3	ENSG00000174839	67624
ENSG00000121361	21764955	21775600	12	ENSG00000121361	10646
ENSG00000196653	44712643	44723831	3	ENSG00000196653	11189
ENSG00000151746	32106835	32383633	12	ENSG00000151746	276799
ENSG00000186446	44729596	44737083	3	ENSG00000186446	7488
ENSG00000163807	44737661	44761619	3	ENSG00000163807	23959
ENSG00000163808	44761721	44873376	3	ENSG00000163808	111656
ENSG00000177427	18260597	18266552	17	ENSG00000177427	5956
ENSG00000018236	40692439	41072415	12	ENSG00000018236	379977
ENSG00000177302	18271428	18315007	17	ENSG00000177302	43580
ENSG00000125611	112584240	112589275	2	ENSG00000125611	5036
ENSG00000117475	169367970	169396540	1	ENSG00000117475	28571
ENSG00000169607	112736349	112764664	2	ENSG00000169607	28316
ENSG00000115008	112773925	112784493	2	ENSG00000115008	10569
ENSG00000117477	169394870	169460669	1	ENSG00000117477	65800
ENSG00000115211	27364352	27370338	2	ENSG00000115211	5987
ENSG00000110900	30926428	30996602	12	ENSG00000110900	70175
ENSG00000117479	169463909	169485944	1	ENSG00000117479	22036
ENSG00000169964	44861904	44865670	3	ENSG00000169964	3767
ENSG00000075914	44975241	45036066	3	ENSG00000075914	60826
ENSG00000176994	18315293	18328056	17	ENSG00000176994	12764
ENSG00000198734	169511951	169586588	1	ENSG00000198734	74638
ENSG00000176974	18327860	18363563	17	ENSG00000176974	35704
ENSG00000013573	31073860	31104799	12	ENSG00000013573	30940
ENSG00000099260	99646113	99694541	1	ENSG00000099260	48429
ENSG00000163815	45001548	45036071	3	ENSG00000163815	34524
ENSG00000203685	226548764	226609230	1	ENSG00000203685	60467
ENSG00000163810	44874608	44914990	3	ENSG00000163810	40383
ENSG00000244682	161581339	161605662	1	ENSG00000244682	24324
ENSG00000115919	142877657	143055833	2	ENSG00000115919	178177
ENSG00000116580	155749659	155859400	1	ENSG00000116580	109742
ENSG00000159314	45393902	45434421	17	ENSG00000159314	40520
ENSG00000157087	10324023	10708007	3	ENSG00000157087	383985
ENSG00000116996	237877864	237890922	1	ENSG00000116996	13059
ENSG00000075884	143091362	143768352	2	ENSG00000075884	676991
ENSG00000263353	120889771	120890530	1	ENSG00000263353	760
ENSG00000127125	42456117	42473385	1	ENSG00000127125	17269
ENSG00000288867	149583848	149584607	1	ENSG00000288867	760
ENSG00000289549	145241415	145242174	1	ENSG00000289549	760
ENSG00000271567	144372875	144373634	1	ENSG00000271567	760
ENSG00000279782	144592893	144593652	1	ENSG00000279782	760
ENSG00000236334	148482548	148483302	1	ENSG00000236334	755
ENSG00000270339	146344006	146344765	1	ENSG00000270339	760
ENSG00000278845	38297023	38323217	17	ENSG00000278845	26195
ENSG00000009307	114716913	114758676	1	ENSG00000009307	41764
ENSG00000277399	38324571	38343956	17	ENSG00000277399	19386
ENSG00000163596	202773150	202871766	2	ENSG00000163596	98617
ENSG00000274211	38351844	38405593	17	ENSG00000274211	53750
ENSG00000277363	38530031	38605952	17	ENSG00000277363	75922
ENSG00000132164	10816201	10940714	3	ENSG00000132164	124514
ENSG00000185008	75906695	77649964	3	ENSG00000185008	1743270
ENSG00000139146	31280584	31327058	12	ENSG00000139146	46475
ENSG00000173163	61888724	62147247	2	ENSG00000173163	258524
ENSG00000033627	42458844	42522582	17	ENSG00000033627	63739
ENSG00000153208	111898607	112029561	2	ENSG00000153208	130955
ENSG00000111796	9594551	9607916	12	ENSG00000111796	13366
ENSG00000135406	49295147	49298686	12	ENSG00000135406	3540
ENSG00000144136	112645939	112663825	2	ENSG00000144136	17887
ENSG00000123352	49366584	49527425	12	ENSG00000123352	160842
ENSG00000163812	44915257	44976185	3	ENSG00000163812	60929
ENSG00000116001	70209444	70248660	2	ENSG00000116001	39217
ENSG00000151789	21412218	22373321	3	ENSG00000151789	961104
ENSG00000111450	130789600	130839254	12	ENSG00000111450	49655
ENSG00000116005	70257386	70281185	2	ENSG00000116005	23800
ENSG00000182504	101724534	101770562	3	ENSG00000182504	46029
ENSG00000152154	39664982	39717963	2	ENSG00000152154	52982
ENSG00000138050	39736060	39779267	2	ENSG00000138050	43208
ENSG00000089163	120302316	120313249	12	ENSG00000089163	10934
ENSG00000170890	120322115	120327779	12	ENSG00000170890	5665
ENSG00000135097	120341330	120369164	12	ENSG00000135097	27835
ENSG00000144285	165984641	166149214	2	ENSG00000144285	164574
ENSG00000111786	120461672	120495946	12	ENSG00000111786	34275
ENSG00000111432	130162459	130165740	12	ENSG00000111432	3282
ENSG00000198056	56730438	56752374	12	ENSG00000198056	21937
ENSG00000139154	19404045	19720801	12	ENSG00000139154	316757
ENSG00000138483	107377439	107378635	3	ENSG00000138483	1197
ENSG00000114439	107522936	107811339	3	ENSG00000114439	288404
ENSG00000052126	19129669	19376400	12	ENSG00000052126	246732
ENSG00000168874	85751344	85791383	2	ENSG00000168874	40040
ENSG00000115525	85837120	85905199	2	ENSG00000115525	68080
ENSG00000006042	32927910	32945106	17	ENSG00000006042	17197
ENSG00000134533	15107783	15348675	12	ENSG00000134533	240893
ENSG00000139289	76025447	76031776	12	ENSG00000139289	6330
ENSG00000177981	48147789	48181213	12	ENSG00000177981	33425
ENSG00000156097	109539872	109548406	1	ENSG00000156097	8535
ENSG00000141316	32970376	32997877	17	ENSG00000141316	27502
ENSG00000162413	6590724	6614607	1	ENSG00000162413	23884
ENSG00000116273	6613731	6624030	1	ENSG00000116273	10300
ENSG00000177875	48183644	48185926	12	ENSG00000177875	2283
ENSG00000186868	45894527	46028334	17	ENSG00000186868	133808
ENSG00000117153	202891116	202928636	1	ENSG00000117153	37521
ENSG00000167528	48337180	48351414	12	ENSG00000167528	14235
ENSG00000159346	202940826	202958572	1	ENSG00000159346	17747
ENSG00000135424	55684568	55716404	12	ENSG00000135424	31837
ENSG00000159348	202961873	202967275	1	ENSG00000159348	5403
ENSG00000084734	27496839	27523684	2	ENSG00000084734	26846
ENSG00000163444	203007374	203024848	1	ENSG00000163444	17475
ENSG00000122180	203083129	203086012	1	ENSG00000122180	2884
ENSG00000163485	203090654	203167405	1	ENSG00000163485	76752
ENSG00000243147	27771717	27988087	2	ENSG00000243147	216371
ENSG00000133055	203167811	203175826	1	ENSG00000133055	8016
ENSG00000171174	27781379	27890681	2	ENSG00000171174	109303
ENSG00000133048	203178931	203186704	1	ENSG00000133048	7774
ENSG00000075426	28392448	28417317	2	ENSG00000075426	24870
ENSG00000163803	28457145	28644142	2	ENSG00000163803	186998
ENSG00000127481	19074510	19210266	1	ENSG00000127481	135757
ENSG00000176749	32486993	32491253	17	ENSG00000176749	4261
ENSG00000176658	32492522	32877177	17	ENSG00000176658	384656
ENSG00000172640	48202339	48203292	12	ENSG00000172640	954
ENSG00000187166	48328980	48330279	12	ENSG00000187166	1300
ENSG00000060709	130396133	130768228	12	ENSG00000060709	372096
ENSG00000196776	108043091	108091862	3	ENSG00000196776	48772
ENSG00000114279	192139390	192767764	3	ENSG00000114279	628375
ENSG00000290320	32895433	32906586	17	ENSG00000290320	11154
ENSG00000266714	75587800	75626849	17	ENSG00000266714	39050
ENSG00000144674	37243191	37366879	3	ENSG00000144674	123689
ENSG00000163806	28782517	28850611	2	ENSG00000163806	68095
ENSG00000133687	29500840	29784759	12	ENSG00000133687	283920
ENSG00000211454	19265982	19274194	1	ENSG00000211454	8213
ENSG00000171103	28849821	28870309	2	ENSG00000171103	20489
ENSG00000053372	19251805	19260128	1	ENSG00000053372	8324
ENSG00000163811	28894667	28948219	2	ENSG00000163811	53553
ENSG00000162482	19282573	19288770	1	ENSG00000162482	6198
ENSG00000053371	19303965	19312144	1	ENSG00000053371	8180
ENSG00000189350	28956611	29052230	2	ENSG00000189350	95620
ENSG00000196535	29071122	29180398	17	ENSG00000196535	109277
ENSG00000138375	216412383	216483053	2	ENSG00000138375	70671
ENSG00000040487	19312326	19329300	1	ENSG00000040487	16975
ENSG00000214694	38889875	38975454	2	ENSG00000214694	85580
ENSG00000114302	48744597	48847874	3	ENSG00000114302	103278
ENSG00000183155	202878282	202889149	1	ENSG00000183155	10868
ENSG00000133063	203212827	203273641	1	ENSG00000133063	60815
ENSG00000171150	46698952	46780245	2	ENSG00000171150	81294
ENSG00000180398	46901870	46941855	2	ENSG00000180398	39986
ENSG00000143847	203026491	203078740	1	ENSG00000143847	52250
ENSG00000239605	47045538	47155308	2	ENSG00000239605	109771
ENSG00000152952	146035139	146163725	3	ENSG00000152952	128587
ENSG00000143379	150926263	150964744	1	ENSG00000143379	38482
ENSG00000273269	47065941	47176511	2	ENSG00000273269	110571
ENSG00000143933	47160084	47176921	2	ENSG00000143933	16838
ENSG00000120094	48528526	48531011	17	ENSG00000120094	2486
ENSG00000173585	45884425	45903174	3	ENSG00000173585	18750
ENSG00000173917	48540894	48545109	17	ENSG00000173917	4216
ENSG00000173578	46016990	46085825	3	ENSG00000173578	68836
ENSG00000120093	48548870	48604912	17	ENSG00000120093	56043
ENSG00000119888	47345158	47387601	2	ENSG00000119888	42444
ENSG00000211456	45689056	45745412	3	ENSG00000211456	56357
ENSG00000007923	6634168	6701924	1	ENSG00000007923	67757
ENSG00000182742	48575507	48578350	17	ENSG00000182742	2844
ENSG00000120075	48591257	48593779	17	ENSG00000120075	2523
ENSG00000108511	48595751	48604992	17	ENSG00000108511	9242
ENSG00000135636	71453561	71686763	2	ENSG00000135636	233203
ENSG00000260027	48607232	48633572	17	ENSG00000260027	26341
ENSG00000116731	13700188	13825079	1	ENSG00000116731	124892
ENSG00000120068	48611377	48615292	17	ENSG00000120068	3916
ENSG00000170689	48621156	48626358	17	ENSG00000170689	5203
ENSG00000170425	15945130	15975746	17	ENSG00000170425	30617
ENSG00000214941	15976560	15999717	17	ENSG00000214941	23158
ENSG00000283580	42767292	42794493	1	ENSG00000283580	27202
ENSG00000188672	25362249	25430192	1	ENSG00000188672	67944
ENSG00000114573	113746770	113812056	3	ENSG00000114573	65287
ENSG00000011295	15999784	16045015	17	ENSG00000011295	45232
ENSG00000141027	16029065	16218185	17	ENSG00000141027	189121
ENSG00000163681	57755450	57930003	3	ENSG00000163681	174554
ENSG00000108312	44205033	44221626	17	ENSG00000108312	16594
ENSG00000160551	29390363	29551903	17	ENSG00000160551	161541
ENSG00000196277	6770001	7741533	3	ENSG00000196277	971533
ENSG00000127463	19215660	19251552	1	ENSG00000127463	35893
ENSG00000129245	7591230	7614897	17	ENSG00000129245	23668
ENSG00000144647	43079229	43106085	3	ENSG00000144647	26857
ENSG00000161533	75941507	75979177	17	ENSG00000161533	37671
ENSG00000196083	190514051	190659750	3	ENSG00000196083	145700
ENSG00000186407	74609885	74623738	17	ENSG00000186407	13854
ENSG00000172794	74670578	74747335	17	ENSG00000172794	76758
ENSG00000117543	100989623	101026088	1	ENSG00000117543	36466
ENSG00000114784	40309707	40312424	3	ENSG00000114784	2718
ENSG00000291315	40312086	40312214	3	ENSG00000291315	129
ENSG00000153767	120742637	120783069	3	ENSG00000153767	40433
ENSG00000145087	120908072	121424761	3	ENSG00000145087	516690
ENSG00000164008	42767245	42779491	1	ENSG00000164008	12247
ENSG00000186074	74694311	74712978	17	ENSG00000186074	18668
ENSG00000162367	47216290	47232225	1	ENSG00000162367	15936
ENSG00000116406	184690237	184754907	1	ENSG00000116406	64671
ENSG00000163558	170222424	170305977	3	ENSG00000163558	83554
ENSG00000109062	74748628	74769353	17	ENSG00000109062	20726
ENSG00000109065	74770529	74776367	17	ENSG00000109065	5839
ENSG00000136603	170357342	170396835	3	ENSG00000136603	39494
ENSG00000013297	170418868	170454733	3	ENSG00000013297	35866
ENSG00000013293	170459548	170586075	3	ENSG00000013293	126528
ENSG00000010327	52495338	52524495	3	ENSG00000010327	29158
ENSG00000163352	154993586	154994315	1	ENSG00000163352	730
ENSG00000162704	183620846	183635783	1	ENSG00000162704	14938
ENSG00000173627	183646275	183653316	1	ENSG00000173627	7042
ENSG00000116698	183472216	183598246	1	ENSG00000116698	126031
ENSG00000109066	74776499	74839753	17	ENSG00000109066	63255
ENSG00000161509	74842023	74861504	17	ENSG00000161509	19482
ENSG00000177728	75441159	75500452	17	ENSG00000177728	59294
ENSG00000168268	52524385	52535054	3	ENSG00000168268	10670
ENSG00000168273	52534013	52579237	3	ENSG00000168273	45225
ENSG00000163939	52545352	52685917	3	ENSG00000163939	140566
ENSG00000115041	95297327	95386077	2	ENSG00000115041	88751
ENSG00000162641	108815898	108963484	1	ENSG00000162641	147587
ENSG00000135905	224765090	225042468	2	ENSG00000135905	277379
ENSG00000176681	46292733	46338077	17	ENSG00000176681	45345
ENSG00000121940	108881885	108963527	1	ENSG00000121940	81643
ENSG00000124831	237627587	237813682	2	ENSG00000124831	186096
ENSG00000067606	2050411	2185395	1	ENSG00000067606	134985
ENSG00000114026	9749944	9788219	3	ENSG00000114026	38276
ENSG00000135899	230165186	230225729	2	ENSG00000135899	60544
ENSG00000197429	45694324	45750653	1	ENSG00000197429	56330
ENSG00000184588	65792514	66374579	1	ENSG00000184588	582066
ENSG00000115415	190908460	191020960	2	ENSG00000115415	112501
ENSG00000163157	151169986	151176284	1	ENSG00000163157	6299
ENSG00000122068	197737179	197787596	3	ENSG00000122068	50418
ENSG00000084070	40344850	40423326	1	ENSG00000084070	78477
ENSG00000145016	197668867	197749727	3	ENSG00000145016	80861
ENSG00000169885	1915108	1917296	1	ENSG00000169885	2189
ENSG00000127483	20740266	20787323	1	ENSG00000127483	47058
ENSG00000058063	182793503	182921629	3	ENSG00000058063	128127
ENSG00000164002	40508741	40516038	1	ENSG00000164002	7298
ENSG00000133056	204422628	204494805	1	ENSG00000133056	72178
ENSG00000043093	182938074	182985953	3	ENSG00000043093	47880
ENSG00000078070	183015218	183116075	3	ENSG00000078070	100858
ENSG00000163159	151176304	151195321	1	ENSG00000163159	19018
ENSG00000143434	151131685	151146631	1	ENSG00000143434	14947
ENSG00000078081	183122215	183163839	3	ENSG00000078081	41625
ENSG00000144712	12796472	12834804	3	ENSG00000144712	38333
ENSG00000085465	111414319	111427735	1	ENSG00000085465	13417
ENSG00000182446	81556887	81648465	17	ENSG00000182446	91579
ENSG00000289809	12825768	12871919	3	ENSG00000289809	46152
ENSG00000144711	12897043	13283281	3	ENSG00000144711	386239
ENSG00000116455	111439890	111449256	1	ENSG00000116455	9367
ENSG00000116459	111448864	111462773	1	ENSG00000116459	13910
ENSG00000143110	111473792	111478512	1	ENSG00000143110	4721
ENSG00000121933	111483348	111563962	1	ENSG00000121933	80615
ENSG00000154175	100749156	100993515	3	ENSG00000154175	244360
ENSG00000282608	111499429	111503633	1	ENSG00000282608	4205
ENSG00000116473	111542218	111716691	1	ENSG00000116473	174474
ENSG00000108669	78674048	78782297	17	ENSG00000108669	108250
ENSG00000204060	41361922	41383590	1	ENSG00000204060	21669
ENSG00000127129	41478775	41484683	1	ENSG00000127129	5909
ENSG00000143153	169105697	169310992	1	ENSG00000143153	205296
ENSG00000280537	219075329	219170827	2	ENSG00000280537	95499
ENSG00000187736	219069355	219160869	2	ENSG00000187736	91515
ENSG00000197170	67337916	67366605	17	ENSG00000197170	28690
ENSG00000183291	86862445	86914424	1	ENSG00000183291	51980
ENSG00000153936	86914635	87109982	1	ENSG00000153936	195348
ENSG00000154217	67377281	67697256	17	ENSG00000154217	319976
ENSG00000124383	71130310	71150101	2	ENSG00000124383	19792
ENSG00000267561	86993009	87169204	1	ENSG00000267561	176196
ENSG00000134709	59814786	59876322	1	ENSG00000134709	61537
ENSG00000067191	39173453	39197702	17	ENSG00000067191	24250
ENSG00000251287	130081831	130113227	3	ENSG00000251287	31397
ENSG00000068724	46915869	47076137	2	ENSG00000068724	160269
ENSG00000134716	59893308	59926773	1	ENSG00000134716	33466
ENSG00000163704	9939450	9952408	3	ENSG00000163704	12959
ENSG00000181218	228434777	228457873	1	ENSG00000181218	23097
ENSG00000196890	228458103	228463104	1	ENSG00000196890	5002
ENSG00000168159	228487382	228499899	1	ENSG00000168159	12518
ENSG00000174776	167478684	167653983	3	ENSG00000174776	175300
ENSG00000177674	11736084	11754802	1	ENSG00000177674	18719
ENSG00000238083	46511508	46556910	17	ENSG00000238083	45403
ENSG00000087111	28553383	28571794	17	ENSG00000087111	18412
ENSG00000177000	11785723	11806455	1	ENSG00000177000	20733
ENSG00000115085	97713576	97739862	2	ENSG00000115085	26287
ENSG00000215910	11761787	11789585	1	ENSG00000215910	27799
ENSG00000221843	27537386	27582722	2	ENSG00000221843	45337
ENSG00000115935	174559572	174682916	2	ENSG00000115935	123345
ENSG00000197520	222737202	222751004	1	ENSG00000197520	13803
ENSG00000137968	75202129	75611114	1	ENSG00000137968	408986
ENSG00000141551	82239023	82273700	17	ENSG00000141551	34678
ENSG00000225828	32361270	32364278	1	ENSG00000225828	3009
ENSG00000041988	6624868	6635586	1	ENSG00000041988	10719
ENSG00000144029	95085369	95122006	2	ENSG00000144029	36638
ENSG00000196420	153537147	153541765	1	ENSG00000196420	4619
ENSG00000072694	161663143	161678654	1	ENSG00000072694	15512
ENSG00000289685	95085391	95165391	2	ENSG00000289685	80001
ENSG00000144026	95122087	95165668	2	ENSG00000144026	43582
ENSG00000141582	79833156	79839440	17	ENSG00000141582	6285
ENSG00000155367	112709994	112715332	1	ENSG00000155367	5339
ENSG00000196504	152651593	152718012	2	ENSG00000196504	66420
ENSG00000167291	79932343	80035872	17	ENSG00000167291	103530
ENSG00000159450	152106317	152115444	1	ENSG00000159450	9128
ENSG00000160783	156212993	156240042	1	ENSG00000160783	27050
ENSG00000066136	40691648	40771603	1	ENSG00000066136	79956
ENSG00000173821	80260852	80398794	17	ENSG00000173821	137943
ENSG00000205639	24010081	24063321	2	ENSG00000205639	53241
ENSG00000163026	24029347	24049575	2	ENSG00000163026	20229
ENSG00000119782	24049701	24063681	2	ENSG00000119782	13981
ENSG00000115128	24067586	24076373	2	ENSG00000115128	8788
ENSG00000219626	24076526	24169640	2	ENSG00000219626	93115
ENSG00000175906	43398993	43401137	17	ENSG00000175906	2145
ENSG00000115129	24077433	24085861	2	ENSG00000115129	8429
ENSG00000067596	43483865	43610338	17	ENSG00000067596	126474
ENSG00000176732	24114809	24123464	2	ENSG00000176732	8656
ENSG00000276087	24124366	24190436	2	ENSG00000276087	66071
ENSG00000134668	31790422	31816022	1	ENSG00000134668	25601
ENSG00000198399	24202864	24360536	2	ENSG00000198399	157673
ENSG00000175832	43527844	43579620	17	ENSG00000175832	51777
ENSG00000180488	77779624	77879540	1	ENSG00000180488	99917
ENSG00000142961	46607719	46616811	1	ENSG00000142961	9093
ENSG00000116754	70205682	70253052	1	ENSG00000116754	47371
ENSG00000005102	43640389	43661922	17	ENSG00000005102	21534
ENSG00000185829	46499780	46579695	17	ENSG00000185829	79916
ENSG00000186453	24175053	24200849	2	ENSG00000186453	25797
ENSG00000163798	27663426	27695366	2	ENSG00000163798	31941
ENSG00000177994	54330034	54383742	2	ENSG00000177994	53709
ENSG00000284690	74560701	74567343	17	ENSG00000284690	6643
ENSG00000120088	45784277	45835828	17	ENSG00000120088	51552
ENSG00000115306	54456317	54671446	2	ENSG00000115306	215130
ENSG00000228696	46274784	46361766	17	ENSG00000228696	86983
ENSG00000073969	46590669	46757679	17	ENSG00000073969	167011
ENSG00000214595	54723499	54972025	2	ENSG00000214595	248527
ENSG00000283324	150887136	150913292	1	ENSG00000283324	26157
ENSG00000077585	236142505	236221865	1	ENSG00000077585	79361
ENSG00000115310	54972187	55112621	2	ENSG00000115310	140435
ENSG00000171634	67825503	67984378	17	ENSG00000171634	158876
ENSG00000086619	236214681	236282019	1	ENSG00000086619	67339
ENSG00000203786	152758025	152762056	1	ENSG00000203786	4032
ENSG00000225556	151837818	151840557	1	ENSG00000225556	2740
ENSG00000117791	220748225	220784815	1	ENSG00000117791	36591
ENSG00000186205	220786352	220819659	1	ENSG00000186205	33308
ENSG00000123472	46632737	46673867	1	ENSG00000123472	41131
ENSG00000108379	46762506	46833154	17	ENSG00000108379	70649
ENSG00000010803	41027202	41242306	1	ENSG00000010803	215105
ENSG00000132589	28879335	28897733	17	ENSG00000132589	18399
ENSG00000169764	63840952	63891562	2	ENSG00000169764	50611
ENSG00000196369	144887265	145095528	1	ENSG00000196369	208264
ENSG00000161921	4733533	4739928	17	ENSG00000161921	6396
ENSG00000143333	182598623	182604389	1	ENSG00000143333	5767
ENSG00000176358	49838300	49848069	17	ENSG00000176358	9770
ENSG00000135824	182641816	182684587	1	ENSG00000135824	42772
ENSG00000108813	49968588	49974959	17	ENSG00000108813	6372
ENSG00000031698	109213918	109238182	1	ENSG00000031698	24265
ENSG00000136504	49788624	49835026	17	ENSG00000136504	46403
ENSG00000143126	109249539	109275751	1	ENSG00000143126	26213
ENSG00000068615	86213993	86338083	2	ENSG00000068615	124091
ENSG00000134222	109279556	109283186	1	ENSG00000134222	3631
ENSG00000115561	86503430	86563479	2	ENSG00000115561	60050
ENSG00000221986	109292365	109307011	1	ENSG00000221986	14647
ENSG00000134243	109309568	109397918	1	ENSG00000134243	88351
ENSG00000239305	86603398	86623866	2	ENSG00000239305	20469
ENSG00000275832	38419280	38512385	17	ENSG00000275832	93106
ENSG00000144233	127861630	127885967	2	ENSG00000144233	24338
ENSG00000143106	109399042	109426448	1	ENSG00000143106	27407
ENSG00000169689	82018702	82024107	17	ENSG00000169689	5406
ENSG00000063660	240435663	240468076	2	ENSG00000063660	32414
ENSG00000185278	173868082	173903547	1	ENSG00000185278	35466
ENSG00000215906	22953043	22972866	1	ENSG00000215906	19824
ENSG00000117143	162561722	162601240	1	ENSG00000117143	39519
ENSG00000178623	240605430	240633159	2	ENSG00000178623	27730
ENSG00000169683	82023305	82031151	17	ENSG00000169683	7847
