Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	gene_length_bp
ENSG00000137547	54135183	54149588	8	14406
ENSG00000166902	59806140	59810779	11	4640
ENSG00000158042	6680385	6683401	11	3017
ENSG00000112110	159789812	159799027	6	9216
ENSG00000115364	75646783	75690851	2	44069
ENSG00000112651	43054029	43059449	6	5421
ENSG00000242485	1401908	1407306	1	5399
ENSG00000197345	68891276	68903835	11	12560
ENSG00000082515	154941073	154969411	5	28339
ENSG00000288141	139800	177044	HG28_PATCH	37245
ENSG00000214026	1947278	1986375	11	39098
ENSG00000143314	156737294	156741590	1	4297
ENSG00000108826	50367857	50373207	17	5351
ENSG00000086504	365916	371289	16	5374
ENSG00000114686	131462202	131502983	3	40782
ENSG00000185414	99181111	99199561	2	18451
ENSG00000106591	42932346	42948958	7	16613
ENSG00000243147	27771717	27988087	2	216371
ENSG00000132313	86199355	86213790	2	14436
ENSG00000171421	1798381	1802001	5	3621
ENSG00000116221	54184041	54225464	1	41424
ENSG00000204316	75898643	75905093	17	6451
ENSG00000105364	10251901	10260060	19	8160
ENSG00000185608	19432467	19436077	22	3611
ENSG00000182154	137551879	137552555	9	677
ENSG00000198015	93467490	93516214	12	48725
ENSG00000055950	100969458	100990450	10	20993
ENSG00000135900	223957403	223969078	2	11676
ENSG00000277936	2332054	2358166	HSCHR17_7_CTG4	26113
ENSG00000278845	38297023	38323218	17	26196
ENSG00000259494	88459468	88467420	15	7953
ENSG00000136522	179582420	179604659	3	22240
ENSG00000175581	73787872	73865133	11	77262
ENSG00000149792	65122183	65127371	11	5189
ENSG00000136897	101387633	101398618	9	10986
ENSG00000111639	6491886	6493846	12	1961
ENSG00000172590	22829875	22835037	14	5163
ENSG00000204822	74471982	74472687	2	706
ENSG00000183617	3762672	3768575	19	5904
ENSG00000162910	228105949	228109358	1	3410
ENSG00000143436	151759647	151763496	1	3850
ENSG00000048544	42206694	42217881	6	11188
ENSG00000181991	88467421	88480776	15	13356
ENSG00000283018	340220	342834	HG26_PATCH	2615
ENSG00000128626	38930923	38933183	19	2261
ENSG00000120333	175010789	175023432	1	12644
ENSG00000116898	36455718	36464418	1	8701
ENSG00000182180	73248843	73252693	10	3851
ENSG00000239789	55950705	55956500	7	5796
ENSG00000096080	43671202	43687800	6	16599
ENSG00000233813	1873539	1882225	HSCHR6_MHC_DBB_CTG1	8687
ENSG00000227420	2097433	2106119	HSCHR6_MHC_COX_CTG1	8687
ENSG00000223775	1918467	1927153	HSCHR6_MHC_SSTO_CTG1	8687
ENSG00000229861	1961757	1970443	HSCHR6_MHC_MCF_CTG1	8687
ENSG00000203624	1872797	1881483	HSCHR6_MHC_QBL_CTG1	8687
ENSG00000226111	1927938	1936624	HSCHR6_MHC_MANN_CTG1	8687
ENSG00000204568	30617823	30626398	6	8576
ENSG00000163319	83455932	83470428	4	14497
ENSG00000122140	135499984	135504673	9	4690
ENSG00000266472	150293854	150308981	1	15128
ENSG00000175110	139005806	139360497	3	354692
ENSG00000181610	57834781	57850076	17	15296
ENSG00000062582	43866557	43869893	7	3337
ENSG00000131368	15009611	15065339	3	55729
ENSG00000125901	3046041	3048254	20	2214
ENSG00000113048	72214953	72321717	5	106765
ENSG00000147586	79918401	80030304	8	111904
ENSG00000112996	44808947	44820428	5	11482
ENSG00000102738	40729128	40771351	13	42224
ENSG00000090263	141002610	141015228	7	12619
ENSG00000074071	1771890	1773158	16	1269
ENSG00000061794	27710801	27756301	12	45501
ENSG00000144029	95085369	95122006	2	36638
ENSG00000243927	34073224	34362252	21	289029
ENSG00000125445	75261670	75270708	17	9039
ENSG00000135972	105038025	105099960	2	61936
ENSG00000148187	122264603	122331337	9	66735
ENSG00000124532	24402908	24426194	6	23287
ENSG00000053372	19251796	19260128	1	8333
ENSG00000066697	100426693	100451734	9	25042
ENSG00000113318	80654650	80877147	5	222498
ENSG00000116062	47695530	47810109	2	114580
ENSG00000005302	11758159	11775772	X	17614
ENSG00000215183	35752990	35756613	9	3624
ENSG00000285250	2918137	3294116	HG76_PATCH	375980
ENSG00000175806	10054278	10428897	8	374620
ENSG00000148450	23095579	23122013	10	26435
ENSG00000149480	62593214	62601865	11	8652
ENSG00000137409	36965807	36986298	6	20492
ENSG00000285121	45141	74973	HG2114_PATCH	29833
ENSG00000109919	47616697	47642698	11	26002
ENSG00000147649	97644013	97730260	8	86248
ENSG00000103707	65001512	65029643	15	28132
ENSG00000066855	65644684	65771261	8	126578
ENSG00000117640	25818640	25832947	1	14308
ENSG00000122033	27435634	27450613	13	14980
ENSG00000171100	150568417	150673143	X	104727
ENSG00000063601	150692971	150765165	X	72195
ENSG00000100330	29883141	30030868	22	147728
ENSG00000139505	25245495	25287521	13	42027
ENSG00000135297	73461578	73509236	6	47659
ENSG00000107951	30309801	30374448	10	64648
ENSG00000124275	7851186	7906025	5	54840
ENSG00000170873	124550776	124728775	8	178000
ENSG00000128654	176269395	176338025	2	68631
ENSG00000090432	20499445	20508151	1	8707
ENSG00000172732	65857126	65867653	11	10528
ENSG00000167508	88651934	88663161	16	11228
ENSG00000123933	2247432	2262115	4	14684
ENSG00000119950	110207605	110287365	10	79761
ENSG00000132382	4538897	4555400	17	16504
ENSG00000118680	3261479	3278461	18	16983
ENSG00000085274	169773377	169789716	3	16340
ENSG00000157483	59132434	59372871	15	240438
ENSG00000176182	45890020	45902808	19	12789
ENSG00000099326	58561915	58573597	19	11683
ENSG00000173272	131464900	131492743	2	27844
ENSG00000292119	358289	367280	HSCHR2_12_CTG7_2	8992
ENSG00000152082	130181737	130190729	2	8993
ENSG00000102921	48538726	48620148	16	81423
ENSG00000244754	32432417	32538885	13	106469
ENSG00000102030	153929225	153935080	X	5856
ENSG00000164134	139301446	139420033	4	118588
ENSG00000173418	20017310	20033655	20	16346
ENSG00000183011	7856685	7885238	17	28554
ENSG00000121579	113716458	113746786	3	30329
ENSG00000122390	3443649	3486954	16	43306
ENSG00000139579	56222000	56229859	12	7860
ENSG00000196531	56712305	56731628	12	19324
ENSG00000253506	61590421	61591219	17	799
ENSG00000160877	13116468	13141147	19	24680
ENSG00000148411	136006537	136095289	9	88753
ENSG00000159593	66802874	66873256	16	70383
ENSG00000105835	106248298	106291225	7	42928
ENSG00000095380	98056674	98083087	9	26414
ENSG00000273562	175479	223447	HSCHR11_1_CTG7	47969
ENSG00000205531	2944429	2992386	11	47958
ENSG00000105402	47487637	47515091	19	27455
ENSG00000141562	82458180	82490537	17	32358
ENSG00000137513	78435620	78575194	11	139575
ENSG00000135372	34105608	34147670	11	42063
ENSG00000104320	89924515	90003228	8	78714
ENSG00000188554	43170317	43211689	17	41373
ENSG00000025770	50508213	50524780	22	16568
ENSG00000114503	196935402	196942594	3	7193
ENSG00000158092	136862177	136951606	3	89430
ENSG00000213672	48673841	48686364	3	12524
ENSG00000115053	231453531	231483641	2	30111
ENSG00000125912	3185563	3209575	19	24013
ENSG00000084676	24490992	24770702	2	279711
ENSG00000198646	34689097	34825739	20	136643
ENSG00000141027	16029065	16218185	17	189121
ENSG00000162736	160343294	160358957	1	15664
ENSG00000166579	8408528	8490411	17	81884
ENSG00000131507	142108762	142154440	5	45679
ENSG00000070614	150485648	150558211	5	72564
ENSG00000130414	239892450	240025743	2	133294
ENSG00000292058	64845	77575	HSCHR19_6_CTG2	12731
ENSG00000174886	5891207	5904006	19	12800
ENSG00000184752	94895297	95003748	12	108452
ENSG00000186010	19515736	19529054	19	13319
ENSG00000131495	140638740	140647771	5	9032
ENSG00000276220	77273	81393	HSCHR19LRC_COX2_CTG3_1	4121
ENSG00000278365	77273	81393	HSCHR19LRC_LRC_S_CTG3_1	4121
ENSG00000274359	77273	81393	HSCHR19LRC_COX1_CTG3_1	4121
ENSG00000276766	77273	81393	HSCHR19LRC_LRC_I_CTG3_1	4121
ENSG00000275724	77273	81393	HSCHR19LRC_LRC_T_CTG3_1	4121
ENSG00000273642	77273	81393	HSCHR19LRC_LRC_J_CTG3_1	4121
ENSG00000276061	77149	83146	HSCHR19_4_CTG3_1	5998
ENSG00000275605	77273	81393	HSCHR19LRC_PGF1_CTG3_1	4121
ENSG00000277722	77273	81393	HSCHR19LRC_PGF2_CTG3_1	4121
ENSG00000170906	54102728	54109257	19	6530
ENSG00000189043	10931943	10940531	7	8589
ENSG00000128609	123536997	123557904	7	20908
ENSG00000272765	7870	13300	HSCHR22_1_CTG1	5431
ENSG00000277365	7870	13300	HSCHR22_3_CTG1	5431
ENSG00000184983	42085526	42090884	22	5359
ENSG00000273397	7870	13300	HSCHR22_2_CTG1	5431
ENSG00000281013	477	5733	HSCHR22_4_CTG1	5257
ENSG00000267855	8308768	8321382	19	12615
ENSG00000119421	122144058	122159779	9	15722
ENSG00000139180	4649095	4694317	12	45223
ENSG00000164182	60945177	61154531	5	209355
ENSG00000178057	49020459	49023495	3	3037
ENSG00000123545	96889313	96897894	6	8582
ENSG00000291930	25686	28123	HG401_PATCH	2438
ENSG00000140990	1959508	1962021	16	2514
ENSG00000147123	47142071	47145466	X	3396
ENSG00000090266	140690777	140723923	7	33147
ENSG00000119013	201071433	201085754	2	14322
ENSG00000065518	120596303	120602507	3	6205
ENSG00000136521	179604690	179627647	3	22958
ENSG00000165264	32553001	32573184	9	20184
ENSG00000099795	14566078	14572066	19	5989
ENSG00000166136	100523668	100530000	10	6333
ENSG00000147684	124539101	124580648	8	41548
ENSG00000109390	139266880	139302564	4	35685
ENSG00000151366	78068297	78081871	11	13575
ENSG00000259112	78016971	78079865	11	62895
ENSG00000158864	161197104	161214723	1	17620
ENSG00000213619	47565336	47584565	11	19230
ENSG00000164258	53560633	53683338	5	122706
ENSG00000168653	39026318	39034636	1	8319
ENSG00000145494	1801363	1816051	5	14689
ENSG00000115286	1383527	1395590	19	12064
ENSG00000110717	68030617	68036647	11	6031
ENSG00000167792	67605653	67612554	11	6902
ENSG00000178127	9102433	9134346	18	31914
ENSG00000089818	8076939	8097881	12	20943
ENSG00000285246	517835	533345	HG1_PATCH	15511
ENSG00000129559	24216802	24232385	14	15584
ENSG00000285425	514933	533330	HG1_PATCH	18398
ENSG00000255526	24213955	24232352	14	18398
ENSG00000292286	1560751	1578461	HG76_PATCH	17711
ENSG00000154328	11769639	11787345	8	17707
ENSG00000114904	52708444	52770973	3	62530
ENSG00000119638	75079353	75127344	14	47992
ENSG00000188986	137255327	137273542	9	18216
ENSG00000101158	58981208	58995133	20	13926
ENSG00000206268	3199867	3206867	HSCHR6_MHC_DBB_CTG1	7001
ENSG00000231044	3429514	3436519	HSCHR6_MHC_COX_CTG1	7006
ENSG00000233801	3253276	3260281	HSCHR6_MHC_SSTO_CTG1	7006
ENSG00000229363	3294123	3301128	HSCHR6_MHC_MCF_CTG1	7006
ENSG00000206357	3208062	3215062	HSCHR6_MHC_QBL_CTG1	7001
ENSG00000204356	31952087	31959038	6	6952
ENSG00000117691	212432853	212446379	1	13527
ENSG00000228691	3190275	3195522	HSCHR6_MHC_APD_CTG1	5248
ENSG00000234343	3105437	3110684	HSCHR6_MHC_DBB_CTG1	5248
ENSG00000227315	3335076	3340324	HSCHR6_MHC_COX_CTG1	5249
ENSG00000234846	3158886	3164159	HSCHR6_MHC_SSTO_CTG1	5274
ENSG00000184494	3113631	3118878	HSCHR6_MHC_QBL_CTG1	5248
ENSG00000227129	3199729	3204976	HSCHR6_MHC_MCF_CTG1	5248
ENSG00000223957	3162875	3168122	HSCHR6_MHC_MANN_CTG1	5248
ENSG00000204386	31857063	31862905	6	5843
ENSG00000186575	29603546	29698598	22	95053
ENSG00000176953	28950807	28967092	16	16286
ENSG00000116044	177218667	177392756	2	174090
ENSG00000165030	91408748	91425066	9	16319
ENSG00000282905	309372	318565	HG26_PATCH	9194
ENSG00000104825	38899700	38908893	19	9194
ENSG00000204498	31546870	31558829	6	11960
ENSG00000236346	2846154	2858110	HSCHR6_MHC_SSTO_CTG1	11957
ENSG00000236196	2794636	2806586	HSCHR6_MHC_DBB_CTG1	11951
ENSG00000234530	3024196	3036142	HSCHR6_MHC_COX_CTG1	11947
ENSG00000235125	2888805	2900754	HSCHR6_MHC_MCF_CTG1	11950
ENSG00000206440	2802722	2814673	HSCHR6_MHC_QBL_CTG1	11952
ENSG00000227565	2851919	2863876	HSCHR6_MHC_MANN_CTG1	11958
ENSG00000169599	69396113	69437657	2	41545
ENSG00000086102	33290428	33371872	9	81445
ENSG00000120837	104117080	104138241	12	21162
ENSG00000066136	40691570	40771606	1	80037
ENSG00000129460	23469679	23509862	14	40184
ENSG00000151092	25718717	25790039	3	71323
ENSG00000182768	90265659	90275778	15	10120
ENSG00000145912	178149459	178153961	5	4503
ENSG00000196290	200888992	200905578	2	16587
ENSG00000131669	93121496	93134310	9	12815
ENSG00000132603	69337996	69343106	16	5111
ENSG00000140157	22838625	22869362	15	30738
ENSG00000164190	36876769	37066413	5	189645
ENSG00000010322	52455118	52493068	3	37951
ENSG00000158793	161118082	161125445	1	7364
ENSG00000114021	100334625	100361635	3	27011
ENSG00000101882	119920672	119943751	X	23080
ENSG00000168256	42011382	42025644	17	14263
ENSG00000169251	161104681	161253532	3	148852
ENSG00000011052	51153590	51171744	17	18155
ENSG00000243678	51163013	51171749	17	8737
ENSG00000103024	1770317	1771732	16	1416
ENSG00000172113	48290288	48301685	3	11398
ENSG00000106733	75060573	75088306	9	27734
ENSG00000136448	44957992	45109016	17	151025
ENSG00000084092	56962876	56977623	4	14748
ENSG00000141101	69741871	69754942	16	13072
ENSG00000188976	943527	960714	1	17188
ENSG00000115761	10562295	10690415	2	128121
ENSG00000130935	67717812	67744531	17	26720
ENSG00000273899	37681673	37693476	22	11804
ENSG00000165271	33461353	33473930	9	12578
ENSG00000225921	13615335	13633912	6	18578
ENSG00000291347	132087	160365	HG1012_PATCH	28279
ENSG00000198000	92297358	92325636	9	28279
ENSG00000166197	102152175	102163875	10	11701
ENSG00000146909	156949712	156973176	7	23465
ENSG00000147140	71254270	71301522	X	47253
ENSG00000291996	77900	81921	HSCHR15_9_CTG8	4022
ENSG00000182117	34339159	34343180	15	4022
ENSG00000087269	2937933	2963406	4	25474
ENSG00000048162	176383933	176388927	5	4995
ENSG00000111641	6556863	6568691	12	11829
ENSG00000101361	2652592	2658393	20	5802
ENSG00000055044	202265725	202303666	2	37942
ENSG00000285326	600828	610102	HG1_PATCH	9275
ENSG00000196943	24299850	24309124	14	9275
ENSG00000141458	23506184	23586969	18	80786
ENSG00000119655	74476192	74494177	14	17986
ENSG00000182446	81556887	81648465	17	91579
ENSG00000114388	50347330	50350826	3	3497
ENSG00000103148	83205	138716	16	55512
ENSG00000124588	2987987	3022109	6	34123
ENSG00000131408	50329640	50383404	19	53765
ENSG00000120798	95020229	95073628	12	53400
ENSG00000184162	19201409	19203729	19	2321
ENSG00000151623	148078762	148445549	4	366788
ENSG00000115216	27427790	27442260	2	14471
ENSG00000119720	90267860	90331981	14	64122
ENSG00000180530	14961235	15065936	21	104702
ENSG00000164346	74766991	74780113	5	13123
ENSG00000165671	177131787	177300213	5	168427
ENSG00000292192	446157	484919	HSCHRX_1_CTG14	38763
ENSG00000147383	152830967	152869729	X	38763
ENSG00000088833	1442162	1473842	20	31681
ENSG00000169189	27224993	27268788	16	43796
ENSG00000156831	125091673	125367729	8	276057
ENSG00000107672	121953334	121975257	10	21924
ENSG00000126653	30115521	30186475	17	70955
ENSG00000037474	6599237	6633304	5	34068
ENSG00000130305	73302516	73308867	7	6352
ENSG00000241058	18545561	18659285	10	113725
ENSG00000125458	75130225	75131776	17	1552
ENSG00000178425	116100837	116249497	6	148661
ENSG00000275779	613600	631834	HSCHR16_1_CTG1	18235
ENSG00000157045	15037854	15056079	16	18226
ENSG00000148335	129606704	129636744	9	30041
ENSG00000135778	232950564	232983882	1	33319
ENSG00000013374	151341708	151378461	7	36754
ENSG00000103274	10743786	10769353	16	25568
ENSG00000095906	1782932	1789189	16	6258
ENSG00000104805	48900050	48923473	19	23424
ENSG00000069275	205712822	205750270	1	37449
ENSG00000090273	26900238	26946885	1	46648
ENSG00000120526	109240919	109334129	8	93211
ENSG00000170584	163446526	163460404	5	13879
ENSG00000183828	105172937	105181323	14	8387
ENSG00000136159	48037694	48054196	13	16503
ENSG00000164978	34329506	34343713	9	14208
ENSG00000167005	56429133	56452199	16	23067
ENSG00000149761	64225941	64230686	11	4746
ENSG00000272325	34279679	34392677	6	112999
ENSG00000170502	87422573	87459455	4	36883
ENSG00000108256	29255839	29294148	17	38310
ENSG00000111581	68686951	68745809	12	58859
ENSG00000069248	229440259	229508356	1	68098
ENSG00000124789	17614707	17706935	6	92229
ENSG00000138750	76107562	76148509	4	40948
ENSG00000213024	49906825	49929925	19	23101
ENSG00000125450	75205659	75235758	17	30100
ENSG00000102898	67846867	67872569	16	25703
ENSG00000162231	62792123	62806302	11	14180
ENSG00000132661	23350767	23354771	20	4005
ENSG00000065154	124397298	124419760	10	22463
ENSG00000104904	2269509	2273492	19	3984
ENSG00000180304	64687573	64703281	15	15709
ENSG00000099330	17226198	17229219	19	3022
ENSG00000109180	48805141	48862342	4	57202
ENSG00000115758	10439968	10450116	2	10149
ENSG00000087263	56451508	56479104	16	27597
ENSG00000181396	82389210	82418637	17	29428
ENSG00000060491	62804178	62814000	20	9823
ENSG00000114026	9749944	9788219	3	38276
ENSG00000147162	71533083	71575892	X	42810
ENSG00000138430	174072447	174248608	2	176162
ENSG00000198836	193593144	193697811	3	104668
ENSG00000125741	45527767	45602212	19	74446
ENSG00000115947	147930396	148021784	2	91389
ENSG00000128699	189766012	189784382	2	18371
ENSG00000123353	55818041	55821879	12	3839
ENSG00000172057	39921037	39929328	17	8292
ENSG00000135506	57693841	57728342	12	34502
ENSG00000110048	59574398	59615781	11	41384
ENSG00000130703	62231922	62296213	20	64292
ENSG00000117859	51577179	51798427	1	221249
ENSG00000291794	649082	657770	HG2526_HG2573_PATCH	8689
ENSG00000092094	20446401	20455089	14	8689
ENSG00000164823	89901849	89927888	8	26040
ENSG00000081087	108029245	108165854	6	136610
ENSG00000167770	63985853	64001811	11	15959
ENSG00000292211	80859	117221	HSCHRX_3_CTG3	36363
ENSG00000068308	48922024	48958386	X	36363
ENSG00000262664	2042022	2043425	17	1404
ENSG00000155463	22766522	22773042	14	6521
ENSG00000154814	16265160	16350299	3	85140
ENSG00000178467	48989889	49007153	3	17265
ENSG00000170515	56104349	56116329	12	11981
ENSG00000100836	23321457	23326163	14	4707
ENSG00000100266	42835412	43015185	22	179774
ENSG00000006712	39385629	39391154	19	5526
ENSG00000007168	2593183	2685616	17	92434
ENSG00000280789	29816152	29822489	16	6338
ENSG00000128050	56435058	56464578	4	29521
ENSG00000172239	43526267	43557758	5	31492
ENSG00000120727	139341587	139369720	5	28134
ENSG00000285226	205856	220666	HG2057_PATCH	14811
ENSG00000111845	10694633	10711166	6	16534
ENSG00000180370	196739743	196832647	3	92905
ENSG00000282228	31913	56943	HSCHR16_3_CTG1	25031
ENSG00000217930	4331549	4355607	16	24059
ENSG00000125779	3888839	3929887	20	41049
ENSG00000120137	168548495	168579600	5	31106
ENSG00000273494	59723	77790	HSCHR1_1_CTG3	18068
ENSG00000157881	2508534	2526612	1	18079
ENSG00000110218	94128828	94181968	11	53141
ENSG00000090060	96501433	96567118	14	65686
ENSG00000116288	7954264	7985505	1	31242
ENSG00000175193	183829271	183884933	3	55663
ENSG00000274829	8558	205584	HSCHR16_1_CTG1	197027
ENSG00000140694	14435699	14632728	16	197030
ENSG00000143799	226360210	226408154	1	47945
ENSG00000041880	51942252	51948871	3	6620
ENSG00000138496	122527910	122565478	3	37569
ENSG00000166889	59636716	59669141	11	32426
ENSG00000100105	31325804	31346605	22	20802
ENSG00000263141	736	2780	HSCHR21_3_CTG1_1	2045
ENSG00000159086	32733899	32771796	21	37898
ENSG00000102390	76173034	76178755	X	5722
ENSG00000204304	32184733	32190202	6	5470
ENSG00000225987	3517335	3522785	HSCHR6_MHC_APD_CTG1	5451
ENSG00000224952	3500940	3506391	HSCHR6_MHC_SSTO_CTG1	5452
ENSG00000237344	3623085	3628535	HSCHR6_MHC_COX_CTG1	5451
ENSG00000232005	3489722	3495164	HSCHR6_MHC_MANN_CTG1	5443
ENSG00000236353	3526760	3532202	HSCHR6_MHC_MCF_CTG1	5443
ENSG00000206315	3407934	3413385	HSCHR6_MHC_QBL_CTG1	5452
ENSG00000169564	70087477	70089203	2	1727
ENSG00000197111	53451900	53481162	12	29263
ENSG00000276547	141397947	141512975	5	115029
ENSG00000165494	83156988	83187451	11	30464
ENSG00000115289	74505041	74508361	2	3321
ENSG00000180628	91162339	91284337	10	121999
ENSG00000126226	113177536	113208715	13	31180
ENSG00000100982	45934678	45948023	20	13346
ENSG00000078674	17922746	18029996	8	107251
ENSG00000120265	149749431	149811421	6	61991
ENSG00000132646	5114953	5126626	20	11674
ENSG00000160613	117204337	117232528	11	28192
ENSG00000116005	70257386	70281185	2	23800
ENSG00000161217	196214222	196287957	3	73736
ENSG00000106244	99392048	99408665	7	16618
ENSG00000071994	170575295	170584692	6	9398
ENSG00000105185	32581188	32587453	19	6266
ENSG00000249915	271621	314974	5	43354
ENSG00000170248	33798571	33869707	3	71137
ENSG00000174840	57556274	57656480	3	100207
ENSG00000156973	231732354	231786272	2	53919
ENSG00000145431	156760454	156971799	4	211346
ENSG00000168291	58427630	58434012	3	6383
ENSG00000110435	34915829	35020591	11	104763
ENSG00000005882	50094737	50112152	17	17416
ENSG00000163110	94451857	94668227	4	216371
ENSG00000172840	66878589	66895754	16	17166
ENSG00000121892	39822863	39977987	4	155125
ENSG00000120509	70281118	70290596	X	9479
ENSG00000165650	117277274	117376020	10	98747
ENSG00000089220	118136071	118145584	12	9514
ENSG00000162517	31629866	31644896	1	15031
ENSG00000152684	52787916	52804044	5	16129
ENSG00000141456	4669774	4704337	17	34564
ENSG00000124299	33386950	33521823	19	134874
ENSG00000100029	30576625	30607083	22	30459
ENSG00000229833	7629711	7631956	19	2246
ENSG00000232838	18137863	18143169	20	5307
ENSG00000127980	92487020	92528640	7	41621
ENSG00000166821	89677764	89690783	15	13020
ENSG00000131779	145911349	145918730	1	7382
ENSG00000108733	35574795	35578863	17	4069
ENSG00000162928	61017225	61051990	2	34766
ENSG00000142655	10472288	10630758	1	158471
ENSG00000121680	45909663	45918812	11	9150
ENSG00000162735	160276807	160286348	1	9542
ENSG00000164751	76980258	77001044	8	20787
ENSG00000215193	18077923	18105396	22	27474
ENSG00000288217	116371	146260	HG1398_PATCH	29890
ENSG00000139197	7188653	7218574	12	29922
ENSG00000124587	42959717	42979243	6	19527
ENSG00000143256	161100556	161118069	1	17514
ENSG00000101132	54207817	54228052	20	20236
ENSG00000291834	19051	23212	HG2554_PATCH	4162
ENSG00000123349	53295291	53299452	12	4162
ENSG00000237335	4700787	4709886	HSCHR6_MHC_COX_CTG1	9100
ENSG00000224782	4532820	4541919	HSCHR6_MHC_DBB_CTG1	9100
ENSG00000235692	4725238	4734337	HSCHR6_MHC_MCF_CTG1	9100
ENSG00000206283	4483726	4492822	HSCHR6_MHC_QBL_CTG1	9097
ENSG00000204220	33288680	33298401	6	9722
ENSG00000108518	4945652	4950517	17	4866
ENSG00000247077	132710786	132722734	12	11949
ENSG00000102144	77910739	78129295	X	218557
ENSG00000130313	17511620	17521288	19	9669
ENSG00000184207	2211593	2214840	16	3248
ENSG00000130517	18340587	18369950	19	29364
ENSG00000164040	128269237	128288829	4	19593
ENSG00000204138	28369563	28500364	1	130802
ENSG00000164902	126600925	126627252	5	26328
ENSG00000215021	6965327	6970841	12	5515
ENSG00000134686	33323623	33431095	1	107473
ENSG00000130024	169703902	169725566	6	21665
ENSG00000109118	28905250	28951771	17	46522
ENSG00000129292	132775311	132848807	8	73497
ENSG00000040633	7235029	7239722	17	4694
ENSG00000100410	41459705	41468711	22	9007
ENSG00000102893	47461123	47701523	16	240401
ENSG00000054148	136848724	136851039	9	2316
ENSG00000274780	106142	142115	HSCHR11_1_CTG8	35974
ENSG00000070047	576170	612225	11	36056
ENSG00000155252	97640671	97676757	10	36087
ENSG00000241973	20707691	20859417	22	151727
ENSG00000143393	151291792	151328394	1	36603
ENSG00000033800	68054301	68198603	15	144303
ENSG00000073921	85957171	86069882	11	112712
ENSG00000100151	38056311	38075719	22	19409
ENSG00000135845	172370189	172444148	1	73960
ENSG00000151665	46580937	46617055	2	36119
ENSG00000174227	499210	540200	4	40991
ENSG00000100564	67581955	67600286	14	18332
ENSG00000142892	77088987	77219508	1	130522
ENSG00000185808	37062846	37073318	21	10473
ENSG00000087111	28553383	28571794	17	18412
ENSG00000124155	45416084	45456934	20	40851
ENSG00000101464	34560542	34698790	20	138249
ENSG00000275600	769924	774214	HSCHR17_7_CTG4	4291
ENSG00000277161	36534987	36539310	17	4324
ENSG00000163964	196639775	196736007	3	96233
ENSG00000255072	88520998	88523776	4	2779
ENSG00000104872	49446291	49453537	19	7247
ENSG00000078142	41955207	42087830	18	132624
ENSG00000051382	138652336	138834957	3	182622
ENSG00000145675	68215740	68301821	5	86082
ENSG00000196455	130678934	130746829	3	67896
ENSG00000127445	9835257	9849690	19	14434
ENSG00000158828	20633458	20651511	1	18054
ENSG00000284764	2507376	2582240	HG76_PATCH	74865
ENSG00000292296	2507416	2621779	HG76_PATCH	114364
ENSG00000258724	10725399	10839847	8	114449
ENSG00000254093	10764961	10839884	8	74924
ENSG00000143398	151197949	151249538	1	51590
ENSG00000057757	23778393	23788232	1	9840
ENSG00000174238	1517718	1562792	17	45075
ENSG00000180957	27851669	27920134	22	68466
ENSG00000107959	3137728	3172841	10	35114
ENSG00000123739	109709989	109730070	4	20082
ENSG00000137055	26903372	26947490	9	44119
ENSG00000151176	113358544	113391629	12	33086
ENSG00000105223	40348453	40389472	19	41020
ENSG00000107679	122374675	122432604	10	57930
ENSG00000104886	2230084	2237704	19	7621
ENSG00000276358	126405	180904	HSCHR17_2_CTG5	54500
ENSG00000277111	126335	181190	HSCHR17_1_CTG5	54856
ENSG00000225190	45435900	45490758	17	54859
ENSG00000107020	5357966	5438615	9	80650
ENSG00000105355	4838339	4867717	19	29379
ENSG00000083444	11934205	11975542	1	41338
ENSG00000106397	101205977	101219968	7	13992
ENSG00000171566	154535005	154550403	4	15399
ENSG00000160783	156212989	156240423	1	27435
ENSG00000260238	156212982	156243332	1	30351
ENSG00000165688	136410630	136427992	9	17363
ENSG00000105819	103295717	103331818	7	36102
ENSG00000064933	189784085	189878385	2	94301
ENSG00000163344	154924732	154937008	1	12277
ENSG00000132424	99397629	99425335	6	27707
ENSG00000127838	218269651	218346793	2	77143
ENSG00000039650	49859882	49878351	19	18470
ENSG00000100941	39175163	39183220	14	8058
ENSG00000115946	68157888	68176238	2	18351
ENSG00000032444	7534004	7561764	19	27761
ENSG00000135241	108470417	108569666	7	99250
ENSG00000108439	47941506	47949308	17	7803
ENSG00000138035	55634061	55693863	2	59803
ENSG00000189266	23956839	23963776	1	6938
ENSG00000101346	32207851	32238658	20	30808
ENSG00000106628	44114631	44124407	7	9777
ENSG00000004142	28346173	28357584	17	11412
ENSG00000100227	42583717	42614962	22	31246
ENSG00000148229	113407232	113410723	9	3492
ENSG00000115350	74958643	74970128	2	11486
ENSG00000140521	89305198	89334861	15	29664
ENSG00000170734	43575537	43620523	6	44987
ENSG00000122008	75511782	75609991	5	98210
ENSG00000166169	101576051	101588270	10	12220
ENSG00000122678	44070915	44082530	7	11616
ENSG00000171453	43509702	43562419	6	52718
ENSG00000186184	27620742	27744237	13	123496
ENSG00000137054	37481695	37503701	9	22007
ENSG00000284832	104823	135071	HG2046_PATCH	30249
ENSG00000181222	7484366	7514616	17	30251
ENSG00000047315	56977722	57031158	4	53437
ENSG00000102978	57462660	57472009	16	9350
