Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	gene_length_bp	hk_status
ENSG00000122406	92831990	92841924	1	9935	HK
ENSG00000168743	105894775	106004027	4	109253	non-HK
ENSG00000112343	25962777	25991231	6	28455	non-HK
ENSG00000168830	86936662	87017155	6	80494	non-HK
ENSG00000178226	31138926	31150091	16	11166	non-HK
ENSG00000171604	139646375	139683882	5	37508	non-HK
ENSG00000204351	31959116	31969852	6	10737	non-HK
ENSG00000111670	101745486	101830980	12	85495	non-HK
ENSG00000126453	49664622	49673916	19	9295	non-HK
ENSG00000053372	19251796	19260128	1	8333	HK
ENSG00000168385	241314923	241354030	2	39108	non-HK
ENSG00000103429	14632830	14669237	16	36408	HK
ENSG00000154122	14704800	14871877	5	167078	non-HK
ENSG00000123094	25958068	26079892	12	121825	non-HK
ENSG00000084636	31652260	31704319	1	52060	non-HK
ENSG00000150753	10249929	10266389	5	16461	non-HK
ENSG00000140968	85899116	85922606	16	23491	non-HK
ENSG00000205403	109731008	109802195	4	71188	non-HK
ENSG00000023697	15911284	16037381	12	126098	non-HK
ENSG00000052802	165327667	165343180	4	15514	non-HK
ENSG00000105290	35867899	35879803	19	11905	non-HK
ENSG00000214941	15976560	15999717	17	23158	non-HK
ENSG00000257017	72054505	72061071	16	6567	non-HK
ENSG00000163738	74114174	74303099	4	188926	non-HK
ENSG00000135473	56316223	56334053	12	17831	non-HK
ENSG00000163703	9933793	9945413	3	11621	non-HK
ENSG00000168818	4415742	4542346	4	126605	non-HK
ENSG00000161513	74862494	74873039	17	10546	non-HK
ENSG00000281406	205434885	205457390	1	22506	non-HK
ENSG00000153132	140387952	140427661	4	39710	non-HK
ENSG00000134690	37692481	37709719	1	17239	non-HK
ENSG00000168824	4348140	4419058	4	70919	non-HK
ENSG00000164330	158695920	159099951	5	404032	non-HK
ENSG00000198793	11106531	11262556	1	156026	HK
ENSG00000203722	149916878	149923121	6	6244	non-HK
ENSG00000251258	112347330	112351294	6	3965	non-HK
ENSG00000010017	13621498	13712087	6	90590	HK
ENSG00000181163	171387086	171411810	5	24725	HK
ENSG00000145331	99546709	99564039	4	17331	non-HK
ENSG00000112237	99542387	99568825	6	26439	non-HK
ENSG00000138678	83535619	83605875	4	70257	non-HK
ENSG00000104907	13104899	13117567	19	12669	non-HK
ENSG00000169762	16160505	16227410	4	66906	HK
ENSG00000005844	30472658	30523567	16	50910	non-HK
ENSG00000087266	2793020	2841291	4	48272	non-HK
ENSG00000106415	7968796	8094272	7	125477	non-HK
ENSG00000248487	51971426	51981197	3	9772	non-HK
ENSG00000166024	98134608	98245624	10	111017	non-HK
ENSG00000042753	46838136	46850882	19	12747	HK
ENSG00000144895	150546678	150586016	3	39339	non-HK
ENSG00000181444	149764175	149776519	7	12345	non-HK
ENSG00000127526	16549831	16572415	19	22585	HK
ENSG00000197253	1227272	1233725	16	6454	non-HK
ENSG00000261857	40768997	40777490	19	8494	non-HK
ENSG00000135454	57623409	57633239	12	9831	non-HK
ENSG00000132589	28879335	28897739	17	18405	HK
ENSG00000197050	37007823	37130368	19	122546	non-HK
ENSG00000157954	5190182	5233840	7	43659	HK
ENSG00000103355	2783926	2787948	16	4023	non-HK
ENSG00000177551	115836377	115843917	1	7541	non-HK
ENSG00000077152	202328714	202341984	1	13271	non-HK
ENSG00000105366	51450847	51458469	19	7623	non-HK
ENSG00000140854	57735669	57758271	16	22603	non-HK
ENSG00000089876	125836337	125896514	10	60178	non-HK
ENSG00000266028	206203346	206464436	1	261091	non-HK
ENSG00000142556	52012765	52030240	19	17476	non-HK
ENSG00000114631	127629143	127672810	3	43668	non-HK
ENSG00000110888	30709512	30823302	12	113791	non-HK
ENSG00000083812	58467056	58475436	19	8381	non-HK
ENSG00000163520	13549073	13638422	3	89350	non-HK
ENSG00000176920	48695957	48705951	19	9995	non-HK
ENSG00000122359	80150889	80205583	10	54695	HK
ENSG00000138814	101023409	101348278	4	324870	non-HK
ENSG00000197256	11164267	11197945	19	33679	non-HK
ENSG00000127980	92487020	92528640	7	41621	non-HK
ENSG00000086205	49145092	49208640	11	63549	non-HK
ENSG00000171962	17972813	18016889	17	44077	non-HK
ENSG00000081019	113761832	113812476	1	50645	non-HK
ENSG00000186439	123215088	123637260	6	422173	non-HK
ENSG00000158764	160944266	160954889	1	10624	non-HK
ENSG00000163285	46035769	46124054	4	88286	non-HK
ENSG00000142669	26280057	26281522	1	1466	non-HK
ENSG00000164116	155666707	155737059	4	70353	non-HK
ENSG00000117724	214603172	214664574	1	61403	non-HK
ENSG00000117614	25222276	25232504	1	10229	HK
ENSG00000266472	150293854	150308981	1	15128	non-HK
ENSG00000104892	45333434	45351537	19	18104	non-HK
ENSG00000121578	119211628	119240952	3	29325	non-HK
ENSG00000164008	42767245	42779491	1	12247	non-HK
ENSG00000169221	30357102	30370529	16	13428	HK
ENSG00000117500	93149742	93180516	1	30775	non-HK
ENSG00000117697	212726153	212791783	1	65631	non-HK
ENSG00000224470	71808439	71885268	16	76830	non-HK
ENSG00000167977	2682521	2709030	16	26510	HK
ENSG00000235109	28324693	28356271	6	31579	non-HK
ENSG00000185220	248906196	248919946	1	13751	non-HK
ENSG00000170889	54200484	54249003	19	48520	HK
ENSG00000117748	27891524	27914746	1	23223	HK
ENSG00000005189	20806157	20849668	16	43512	non-HK
ENSG00000182255	30009552	30017030	11	7479	non-HK
ENSG00000110367	118747763	118791226	11	43464	non-HK
ENSG00000161682	44353215	44363868	17	10654	non-HK
ENSG00000143476	212035553	212107400	1	71848	non-HK
ENSG00000239697	7548508	7557890	17	9383	non-HK
ENSG00000164494	107152556	107459580	6	307025	non-HK
ENSG00000167705	1646143	1650077	17	3935	non-HK
ENSG00000112992	43602660	43707405	5	104746	non-HK
ENSG00000111877	118813442	118935162	6	121721	non-HK
ENSG00000002834	38869185	38921771	17	52587	HK
ENSG00000105568	52170936	52229518	19	58583	HK
ENSG00000198556	99472832	99503650	7	30819	non-HK
ENSG00000135315	84124241	84227685	6	103445	non-HK
ENSG00000108953	1344275	1400255	17	55981	HK
ENSG00000134369	201538982	201826969	1	287988	non-HK
ENSG00000103313	3240392	3256954	16	16563	non-HK
ENSG00000166526	100064033	100082703	7	18671	non-HK
ENSG00000073969	46590669	46757679	17	167011	non-HK
ENSG00000001561	46129964	46146699	6	16736	non-HK
ENSG00000204371	31879758	31897723	6	17966	non-HK
ENSG00000149090	35431823	35530300	11	98478	non-HK
ENSG00000160796	46979666	47009707	3	30042	non-HK
ENSG00000130313	17511620	17521288	19	9669	HK
ENSG00000060566	4153621	4173057	19	19437	non-HK
ENSG00000159720	67438005	67481188	16	43184	HK
ENSG00000162851	246540561	246566261	1	25701	non-HK
ENSG00000145335	89700345	89838315	4	137971	non-HK
ENSG00000215784	145095971	145112696	1	16726	non-HK
ENSG00000149541	62615296	62622154	11	6859	non-HK
ENSG00000197785	1512147	1534686	1	22540	non-HK
ENSG00000059573	95605937	95656841	10	50905	non-HK
ENSG00000129757	2883213	2885775	11	2563	non-HK
ENSG00000093167	37052626	37183689	3	131064	non-HK
ENSG00000164880	1470276	1504418	7	34143	non-HK
ENSG00000105519	5912339	5916211	19	3873	non-HK
ENSG00000110075	68460475	68615343	11	154869	non-HK
ENSG00000103148	83205	138716	16	55512	non-HK
ENSG00000108602	19737984	19748943	17	10960	non-HK
ENSG00000104824	38836370	38852347	19	15978	non-HK
ENSG00000092621	119648411	119744227	1	95817	non-HK
ENSG00000150593	110871795	110900006	10	28212	non-HK
ENSG00000151694	9488486	9556732	2	68247	non-HK
ENSG00000109536	189940842	189963207	4	22366	HK
ENSG00000104835	38915266	38930768	19	15503	non-HK
ENSG00000171345	41523613	41528308	17	4696	non-HK
ENSG00000168538	183659267	183713594	4	54328	non-HK
ENSG00000182173	75515944	75524736	17	8793	non-HK
ENSG00000131355	14599080	14690027	19	90948	non-HK
ENSG00000155026	5925550	5970702	7	45153	non-HK
ENSG00000176788	17065598	17276843	5	211246	non-HK
ENSG00000178175	72439903	72507410	5	67508	non-HK
ENSG00000122008	75511782	75609991	5	98210	non-HK
ENSG00000184922	45220736	45247319	17	26584	non-HK
ENSG00000143158	167916675	167937502	1	20828	HK
ENSG00000106392	7156934	7248616	7	91683	non-HK
ENSG00000179134	39342421	39385710	19	43290	HK
ENSG00000168283	22321078	22331485	10	10408	HK
ENSG00000156076	65050626	65121548	12	70923	non-HK
ENSG00000115446	98608434	98618515	2	10082	HK
ENSG00000174567	204198158	204214121	1	15964	non-HK
ENSG00000142541	49487510	49493057	19	5548	HK
ENSG00000145293	82430589	82461177	4	30589	non-HK
ENSG00000157216	54225432	54413479	1	188048	non-HK
ENSG00000128059	56393362	56435616	4	42255	non-HK
ENSG00000141232	50862223	50867978	17	5756	non-HK
ENSG00000170667	102479976	102517800	7	37825	non-HK
ENSG00000127314	68610410	68671901	12	61492	non-HK
ENSG00000188895	40121971	40136917	17	14947	HK
ENSG00000215375	673521	682033	4	8513	non-HK
ENSG00000138002	27444377	27489836	2	45460	non-HK
ENSG00000183018	4498850	4539036	17	40187	non-HK
ENSG00000099785	8411460	8439017	19	27558	non-HK
ENSG00000145864	161288429	161549044	5	260616	non-HK
ENSG00000105967	115935148	116159896	7	224749	non-HK
ENSG00000177302	18271428	18315007	17	43580	non-HK
ENSG00000189409	1631665	1635263	1	3599	non-HK
ENSG00000170502	87422573	87459455	4	36883	HK
ENSG00000170430	129466679	129770983	10	304305	non-HK
ENSG00000135269	116210493	116258789	7	48297	non-HK
ENSG00000095066	12762640	12872740	19	110101	non-HK
ENSG00000164463	173056352	173139284	5	82933	non-HK
ENSG00000177954	153990749	153992333	1	1585	non-HK
ENSG00000103091	74871362	75000173	16	128812	HK
ENSG00000112039	35452318	35467106	6	14789	non-HK
ENSG00000180817	70202831	70233911	10	31081	HK
ENSG00000137960	77979542	78138448	1	158907	non-HK
ENSG00000162373	48727519	48776969	1	49451	non-HK
ENSG00000270647	35809481	35864615	17	55135	non-HK
ENSG00000179085	155139886	155140595	1	710	HK
ENSG00000069275	205712822	205750270	1	37449	HK
ENSG00000169026	681824	689396	4	7573	non-HK
ENSG00000112290	110099817	110180019	6	80203	non-HK
ENSG00000146592	28299321	28825894	7	526574	non-HK
ENSG00000105063	55229776	55259070	19	29295	HK
ENSG00000125347	132440440	132508719	5	68280	non-HK
ENSG00000162512	30869466	30908810	1	39345	non-HK
ENSG00000214413	110898730	110919201	10	20472	non-HK
ENSG00000058453	16740273	16972964	1	232692	non-HK
ENSG00000132434	55365337	55433741	7	68405	non-HK
ENSG00000109180	48805141	48862342	4	57202	non-HK
ENSG00000254852	14742533	14765462	16	22930	non-HK
ENSG00000067057	3066333	3137723	10	71391	non-HK
ENSG00000029725	5282259	5386340	17	104082	non-HK
ENSG00000131653	2155692	2178129	16	22438	HK
ENSG00000173041	64519878	64563078	7	43201	non-HK
ENSG00000160991	102433106	102456825	7	23720	non-HK
ENSG00000070614	150485648	150558211	5	72564	HK
ENSG00000169919	65960677	65982283	7	21607	non-HK
ENSG00000117505	93345907	93369493	1	23587	non-HK
ENSG00000064703	111754832	111775602	1	20771	non-HK
ENSG00000196126	32577902	32589848	6	11947	non-HK
ENSG00000170162	117265558	117273618	6	8061	non-HK
ENSG00000198563	31530218	31542451	6	12234	non-HK
ENSG00000145687	81412804	81752038	5	339235	non-HK
ENSG00000000460	169662007	169855456	1	193450	non-HK
ENSG00000095739	28677510	28682932	10	5423	non-HK
ENSG00000115170	157736249	157876347	2	140099	non-HK
ENSG00000175395	37949573	37976647	10	27075	non-HK
ENSG00000197430	96343216	96359365	10	16150	non-HK
ENSG00000133193	73207353	73236753	17	29401	non-HK
ENSG00000154678	31751179	32428131	7	676953	non-HK
ENSG00000167720	2303383	2325260	17	21878	non-HK
ENSG00000078114	20779973	21293011	10	513039	non-HK
ENSG00000166685	73193038	73209422	17	16385	non-HK
ENSG00000185361	4639511	4655568	19	16058	non-HK
ENSG00000142512	51410020	51417803	19	7784	non-HK
ENSG00000158717	88696495	88706424	16	9930	non-HK
ENSG00000142694	36322030	36324154	1	2125	non-HK
ENSG00000167721	2322392	2336657	17	14266	HK
ENSG00000167967	2223440	2235743	16	12304	HK
ENSG00000008128	1702379	1724482	1	22104	non-HK
ENSG00000157800	140293693	140404433	7	110741	non-HK
ENSG00000139192	6451690	6466517	12	14828	non-HK
ENSG00000119979	119104086	119137984	10	33899	non-HK
ENSG00000167543	29566052	29573164	17	7113	non-HK
ENSG00000139531	55996855	56006641	12	9787	non-HK
ENSG00000148832	133379246	133392078	10	12833	non-HK
ENSG00000104870	49506806	49526917	19	20112	non-HK
ENSG00000055483	78787381	78841441	17	54061	non-HK
ENSG00000074582	218658764	218663466	2	4703	non-HK
ENSG00000118894	5084284	5097909	16	13626	non-HK
ENSG00000198964	50305586	50625187	10	319602	non-HK
ENSG00000171806	169792529	169794991	1	2463	non-HK
ENSG00000162814	217631324	217871696	1	240373	non-HK
ENSG00000007516	1333638	1349439	16	15802	non-HK
ENSG00000134744	52408282	52553487	1	145206	non-HK
ENSG00000048540	16548148	16613168	12	65021	non-HK
ENSG00000030110	33572547	33580305	6	7759	non-HK
ENSG00000126522	66075800	66094697	7	18898	non-HK
ENSG00000157637	81244811	81295567	17	50757	HK
ENSG00000204936	43353686	43364395	19	10710	non-HK
ENSG00000137309	34235618	34246236	6	10619	non-HK
ENSG00000136770	21756538	22003769	10	247232	HK
ENSG00000119559	1461143	1479565	19	18423	non-HK
ENSG00000111684	6976176	7018538	12	42363	non-HK
ENSG00000117602	24502340	24541040	1	38701	non-HK
ENSG00000181027	46746046	46776988	19	30943	non-HK
ENSG00000107521	98410939	98446966	10	36028	non-HK
ENSG00000131508	139526431	139628434	5	102004	HK
ENSG00000132773	45340012	45343976	1	3965	non-HK
ENSG00000174130	38822897	38856901	4	34005	non-HK
ENSG00000178163	10439873	10461381	4	21509	non-HK
ENSG00000234127	30184446	30213435	6	28990	non-HK
ENSG00000092853	35720218	35770002	1	49785	non-HK
ENSG00000145358	100185870	100190782	4	4913	non-HK
ENSG00000044115	138610967	138935039	5	324073	non-HK
ENSG00000150625	175632934	176003069	4	370136	non-HK
ENSG00000130300	17351450	17377356	19	25907	non-HK
ENSG00000142546	49555468	49592927	19	37460	HK
ENSG00000052126	19129524	19376403	12	246880	non-HK
ENSG00000108384	58692573	58735611	17	43039	non-HK
ENSG00000082898	61476032	61538753	2	62722	non-HK
ENSG00000122852	79610412	79616115	10	5704	non-HK
ENSG00000109320	102500937	102617302	4	116366	non-HK
ENSG00000141526	82217878	82261129	17	43252	non-HK
ENSG00000272514	87407972	87464645	6	56674	non-HK
ENSG00000143842	204073111	204127743	1	54633	non-HK
ENSG00000204655	29656598	29674431	6	17834	non-HK
ENSG00000168961	27629798	27649561	17	19764	non-HK
ENSG00000141968	6772694	6857366	19	84673	non-HK
ENSG00000215845	161037631	161038977	1	1347	non-HK
ENSG00000117245	20664011	20718017	1	54007	non-HK
ENSG00000060140	10618919	10674318	12	55400	non-HK
ENSG00000164306	184648461	184694963	4	46503	non-HK
ENSG00000115504	62673851	63046487	2	372637	non-HK
ENSG00000135837	179954674	180114880	1	160207	non-HK
ENSG00000112787	132489551	132585188	12	95638	non-HK
ENSG00000104859	45039045	45070956	19	31912	non-HK
ENSG00000146350	121079494	121334745	6	255252	non-HK
ENSG00000001460	24355886	24416934	1	61049	non-HK
ENSG00000087269	2937933	2963406	4	25474	HK
ENSG00000159479	43383917	43389808	1	5892	non-HK
ENSG00000008294	50962174	51120926	17	158753	HK
ENSG00000247077	132710786	132722734	12	11949	HK
ENSG00000162377	52684449	52698355	1	13907	non-HK
ENSG00000122550	23105757	23177914	7	72158	non-HK
ENSG00000117519	94896949	94927696	1	30748	non-HK
ENSG00000060138	10699077	10723388	12	24312	non-HK
ENSG00000268043	146938324	146996202	1	57879	non-HK
ENSG00000126458	49635292	49640143	19	4852	non-HK
ENSG00000221988	32146580	32163679	6	17100	non-HK
ENSG00000137462	153684050	153708537	4	24488	non-HK
ENSG00000105136	57487711	57496098	19	8388	non-HK
ENSG00000087250	56589074	56591088	16	2015	non-HK
ENSG00000090316	1289876	1340147	4	50272	HK
ENSG00000079156	178193711	178402893	2	209183	non-HK
ENSG00000130731	634412	636378	16	1967	HK
ENSG00000198822	86643909	86864884	7	220976	non-HK
ENSG00000130176	11538767	11550323	19	11557	non-HK
ENSG00000164815	104126341	104208047	7	81707	non-HK
ENSG00000162694	100872372	100896000	1	23629	non-HK
ENSG00000172081	2071032	2096679	19	25648	HK
ENSG00000185864	21834563	21880827	16	46265	non-HK
ENSG00000060656	29236505	29326813	1	90309	non-HK
ENSG00000187151	101890674	101916522	11	25849	non-HK
ENSG00000156413	5830361	5839722	19	9362	non-HK
ENSG00000007520	1349237	1351878	16	2642	HK
ENSG00000148985	3797724	3826371	11	28648	non-HK
ENSG00000125505	54173412	54189882	19	16471	non-HK
ENSG00000139540	56230039	56238214	12	8176	non-HK
ENSG00000166592	66921682	66926308	16	4627	non-HK
ENSG00000091129	108147623	108456717	7	309095	non-HK
ENSG00000040731	24487099	24644978	5	157880	non-HK
ENSG00000109686	151102751	151409365	4	306615	non-HK
ENSG00000213648	29458993	29464966	16	5974	non-HK
ENSG00000118689	108559652	108684774	6	125123	non-HK
ENSG00000146094	177501904	177511274	5	9371	non-HK
ENSG00000137364	18128311	18155348	6	27038	non-HK
ENSG00000167460	16067021	16103011	19	35991	HK
ENSG00000027847	177600114	177611056	5	10943	HK
ENSG00000076685	103087141	103277605	10	190465	HK
ENSG00000133302	94618054	94739436	5	121383	non-HK
ENSG00000047932	117560269	117602542	6	42274	non-HK
ENSG00000205250	67192155	67198918	16	6764	HK
ENSG00000117410	43974487	43978295	1	3809	HK
ENSG00000121380	12049844	12211084	12	161241	non-HK
ENSG00000107745	72367328	72626134	10	258807	non-HK
ENSG00000185049	1982717	2041903	4	59187	non-HK
ENSG00000149806	65120626	65122221	11	1596	HK
ENSG00000156427	171419645	171457626	5	37982	non-HK
ENSG00000113389	32689070	32791724	5	102655	non-HK
ENSG00000142459	7830182	7864980	19	34799	non-HK
ENSG00000204644	29672483	29681155	6	8673	non-HK
ENSG00000102977	67657512	67660810	16	3299	non-HK
ENSG00000135525	136342281	136550819	6	208539	non-HK
ENSG00000172927	69294129	69341682	11	47554	non-HK
ENSG00000143155	168178918	168202114	1	23197	non-HK
ENSG00000139437	109900264	109983841	12	83578	non-HK
ENSG00000158555	75434638	75525985	11	91348	non-HK
ENSG00000197712	38867677	38945740	4	78064	non-HK
ENSG00000124279	7859159	7869055	5	9897	non-HK
ENSG00000163344	154924732	154937008	1	12277	HK
ENSG00000049656	1317744	1345099	5	27356	HK
ENSG00000143179	165827586	165911618	1	84033	non-HK
ENSG00000138744	75910655	75941013	4	30359	non-HK
ENSG00000111344	113096517	113136258	12	39742	non-HK
ENSG00000196502	28605008	28612503	16	7496	non-HK
ENSG00000160072	1471756	1497848	1	26093	non-HK
ENSG00000103042	58663015	58684770	16	21756	non-HK
ENSG00000145362	112818032	113384231	4	566200	non-HK
ENSG00000269858	40798996	40808444	19	9449	HK
ENSG00000097021	6264268	6393767	1	129500	non-HK
ENSG00000138172	103446784	103452780	10	5997	non-HK
ENSG00000196263	56507731	56530221	19	22491	non-HK
ENSG00000198825	119726035	119829151	10	103117	non-HK
ENSG00000141338	68866052	68955470	17	89419	non-HK
ENSG00000167969	2239402	2252300	16	12899	non-HK
ENSG00000168724	34929548	34958964	5	29417	non-HK
ENSG00000185800	45782947	45792845	19	9899	non-HK
ENSG00000143368	149923317	149927803	1	4487	HK
ENSG00000164506	147203710	147391010	6	187301	non-HK
ENSG00000090971	55485188	55487569	19	2382	non-HK
ENSG00000160336	53426180	53461862	19	35683	non-HK
ENSG00000186973	43145153	43156396	1	11244	non-HK
ENSG00000130529	49157741	49211836	19	54096	non-HK
ENSG00000135773	230747348	230804397	1	57050	non-HK
ENSG00000179965	30407143	30431108	16	23966	non-HK
ENSG00000099246	27504174	27545117	10	40944	non-HK
ENSG00000102908	69565094	69704666	16	139573	non-HK
ENSG00000158793	161118082	161125445	1	7364	non-HK
ENSG00000152409	79236128	79327215	5	91088	non-HK
ENSG00000137691	102047435	102084554	11	37120	non-HK
ENSG00000180233	30284418	30370457	7	86040	non-HK
ENSG00000023445	102317484	102339403	11	21920	non-HK
ENSG00000146090	180100795	180209225	5	108431	non-HK
ENSG00000214960	16087525	16502504	7	414980	non-HK
ENSG00000119927	112149865	112215416	10	65552	non-HK
ENSG00000133597	140672885	140696261	7	23377	non-HK
ENSG00000079387	48039784	48106308	12	66525	non-HK
ENSG00000110497	46396414	46594125	11	197712	non-HK
ENSG00000142973	46757838	46819413	1	61576	non-HK
ENSG00000146276	89177504	89231278	6	53775	non-HK
ENSG00000039319	80407149	80483379	5	76231	non-HK
ENSG00000272047	158168338	158199344	6	31007	non-HK
ENSG00000112210	57186992	57222848	6	35857	non-HK
ENSG00000105851	106865278	106908980	7	43703	non-HK
ENSG00000167775	8302126	8308366	19	6241	HK
ENSG00000111371	46183054	46270070	12	87017	non-HK
ENSG00000146833	99876958	99919601	7	42644	non-HK
ENSG00000249471	58450369	58459868	19	9500	non-HK
ENSG00000135164	87152409	87196337	7	43929	non-HK
ENSG00000105202	39834453	39846440	19	11988	HK
ENSG00000149380	74235801	74311685	11	75885	non-HK
ENSG00000159461	56361449	56425545	16	64097	HK
ENSG00000024048	42563995	42693505	6	129511	non-HK
ENSG00000185009	74120255	74151055	10	30801	HK
ENSG00000152078	95117292	95197607	1	80316	non-HK
ENSG00000144476	236567692	236582358	2	14667	non-HK
ENSG00000173838	62701314	62808344	17	107031	non-HK
ENSG00000137261	24544104	24646191	6	102088	non-HK
ENSG00000082438	164653624	164843679	2	190056	non-HK
ENSG00000181830	45804072	45813016	11	8945	non-HK
ENSG00000016082	51383443	51394730	5	11288	non-HK
ENSG00000204219	23370591	23425169	1	54579	non-HK
ENSG00000110200	72106378	72113688	11	7311	non-HK
ENSG00000172006	2819868	2836735	19	16868	non-HK
ENSG00000067365	8621682	8649654	16	27973	non-HK
ENSG00000213316	179793980	179796647	5	2668	non-HK
ENSG00000130159	11505927	11530564	19	24638	HK
ENSG00000148660	73812501	73874641	10	62141	non-HK
ENSG00000153395	1456480	1524282	5	67803	non-HK
ENSG00000133030	17042457	17217679	17	175223	HK
ENSG00000112701	75601509	75718281	6	116773	non-HK
ENSG00000221978	1385711	1399339	1	13629	HK
ENSG00000113300	180494334	180578401	5	84068	non-HK
ENSG00000196118	30757423	30762221	16	4799	non-HK
ENSG00000170231	160187363	160238735	5	51373	non-HK
ENSG00000064270	84368476	84465779	16	97304	non-HK
ENSG00000113575	134193978	134226083	5	32106	HK
ENSG00000055070	16352575	16398147	1	45573	non-HK
ENSG00000072071	14147743	14206204	19	58462	non-HK
ENSG00000170606	133051946	133106449	5	54504	HK
ENSG00000132004	12688053	12696649	19	8597	non-HK
ENSG00000166292	55718739	55732121	17	13383	non-HK
ENSG00000104998	14031644	14053223	19	21580	non-HK
ENSG00000185624	81843159	81860856	17	17698	HK
ENSG00000117114	81306112	81993940	1	687829	non-HK
ENSG00000214530	72753216	72794047	11	40832	non-HK
ENSG00000064961	3572741	3579088	19	6348	non-HK
ENSG00000115507	63050057	63057836	2	7780	non-HK
ENSG00000168883	85602856	85657710	2	54855	HK
ENSG00000119396	121178133	121223014	9	44882	HK
ENSG00000162069	3027682	3036993	16	9312	non-HK
ENSG00000112893	109689375	109869625	5	180251	non-HK
ENSG00000154920	50373220	50381483	17	8264	non-HK
ENSG00000254901	19176902	19192591	19	15690	non-HK
ENSG00000132475	75776434	75785893	17	9460	HK
ENSG00000179889	14974591	15153671	16	179081	non-HK
ENSG00000075223	80742538	80922379	7	179842	non-HK
ENSG00000096401	44387565	44450425	6	62861	HK
ENSG00000105538	48720571	48740611	19	20041	non-HK
ENSG00000124507	34466061	34535229	6	69169	non-HK
ENSG00000215041	7315628	7329393	17	13766	non-HK
ENSG00000146247	78934419	79078544	6	144126	non-HK
ENSG00000170340	62195485	62224731	2	29247	non-HK
ENSG00000160584	116843402	117098445	11	255044	non-HK
ENSG00000138032	44167969	44244384	2	76416	non-HK
ENSG00000269825	52594060	52690559	19	96500	non-HK
ENSG00000105771	43727983	43755054	19	27072	non-HK
ENSG00000135480	52232520	52252186	12	19667	non-HK
ENSG00000120729	137867858	137887851	5	19994	non-HK
ENSG00000112208	57172319	57189833	6	17515	non-HK
ENSG00000130024	169703902	169725566	6	21665	HK
ENSG00000049540	74027789	74069909	7	42121	non-HK
ENSG00000145740	69093991	69131069	5	37079	HK
ENSG00000105401	10391090	10420185	19	29096	HK
ENSG00000092871	35005990	35089899	17	83910	non-HK
ENSG00000198001	43758944	43798307	12	39364	non-HK
ENSG00000124608	44298726	44313347	6	14622	non-HK
ENSG00000115318	74532258	74555718	2	23461	non-HK
ENSG00000105229	4007695	4039386	19	31692	HK
ENSG00000113558	134148935	134177029	5	28095	HK
ENSG00000124702	43014103	43021298	6	7196	non-HK
ENSG00000178951	4043303	4067636	19	24334	HK
ENSG00000108788	42567072	42573239	17	6168	non-HK
ENSG00000099337	38319845	38332076	19	12232	non-HK
ENSG00000198858	896503	913245	19	16743	HK
ENSG00000135392	55820746	55830824	12	10079	non-HK
ENSG00000043462	170246233	170297820	5	51588	non-HK
ENSG00000184185	21376303	21419870	17	43568	non-HK
ENSG00000089009	112405170	112418844	12	13675	non-HK
ENSG00000132470	75721190	75757821	17	36632	non-HK
ENSG00000130669	39125728	39182816	19	57089	non-HK
ENSG00000173926	126867714	127031268	5	163555	non-HK
ENSG00000113318	80654650	80877147	5	222498	non-HK
ENSG00000162949	30722771	30820542	2	97772	non-HK
ENSG00000167986	61299447	61342596	11	43150	HK
ENSG00000140992	2537978	2603190	16	65213	HK
ENSG00000132429	105157892	105180447	6	22556	non-HK
ENSG00000204305	32180963	32184344	6	3382	non-HK
ENSG00000115325	74548875	74557554	2	8680	non-HK
ENSG00000239474	169509687	169526262	2	16576	non-HK
ENSG00000082153	200810594	200827338	2	16745	HK
ENSG00000167613	54351384	54370558	19	19175	non-HK
ENSG00000198677	95461755	95555050	5	93296	HK
ENSG00000103126	287440	352730	16	65291	non-HK
ENSG00000148444	22315980	22320430	10	4451	non-HK
ENSG00000182326	6988259	7071281	12	83023	non-HK
ENSG00000108219	80454162	80533124	10	78963	non-HK
ENSG00000102897	20899821	20925011	16	25191	non-HK
ENSG00000196417	53389793	53430413	19	40621	non-HK
ENSG00000251247	36850338	36913029	19	62692	non-HK
ENSG00000104774	12643831	12666762	19	22932	non-HK
ENSG00000168807	69187142	69309052	16	121911	non-HK
ENSG00000103121	80966448	81020270	16	53823	non-HK
ENSG00000144214	99284238	99306110	2	21873	non-HK
ENSG00000184182	237966827	238045486	2	78660	HK
ENSG00000150394	61647242	62037035	16	389794	non-HK
ENSG00000197948	141639302	141651430	5	12129	non-HK
ENSG00000001036	143493961	143511842	6	17882	non-HK
ENSG00000116641	62454298	62688464	1	234167	non-HK
ENSG00000139436	109929792	109996389	12	66598	non-HK
ENSG00000198945	130013699	130141449	6	127751	non-HK
ENSG00000149932	29940885	29973052	16	32168	HK
ENSG00000170074	177707981	177784435	5	76455	non-HK
ENSG00000166451	81006506	81033114	16	26609	non-HK
ENSG00000138308	72933098	72954845	10	21748	non-HK
ENSG00000164574	154190514	154420984	5	230471	non-HK
ENSG00000107862	102245371	102382899	10	137529	HK
ENSG00000130511	18418864	18434563	19	15700	non-HK
ENSG00000102984	71859680	71895336	16	35657	non-HK
ENSG00000152348	81971615	82276857	5	305243	non-HK
ENSG00000137288	33690635	33711727	6	21093	HK
ENSG00000111845	10694633	10711166	6	16534	non-HK
