gene_id	gene_name	gene_length_bp	log10_gene_length_bp	description	HPA_present	max_nTPM_total	number_expressed_tissues	tissue_with_max_expression
ENSG00000255582	OR10G2	1105	3.04336227802113	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000204703	OR2B3	1106	3.04375512696868	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000204246	OR13C3	1108	3.04453976039241	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000125533	BHLHE23	1109	3.04493154614916	NA	TRUE	0.2	0	testis
ENSG00000279395	OR5L1	1110	3.04532297878666	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000268799	H3Y2	1110	3.04532297878666	NA	TRUE	0.3	0	testis
ENSG00000143546	S100A8	1111	3.04571405894087	NA	TRUE	36526.2	36	esophagus
ENSG00000104826	LHB	1112	3.04610478724604	NA	TRUE	4053.3	12	pituitary gland
ENSG00000198090	KRTAP4-6	1112	3.04610478724604	NA	TRUE	31.1	1	skin
ENSG00000227234	SPANXB1	1113	3.04649516433471	NA	TRUE	86.5	1	testis
ENSG00000181939	OR4C15	1113	3.04649516433471	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000188375	H3-5	1114	3.04688519083771	NA	TRUE	19.8	2	testis
ENSG00000205867	KRTAP5-2	1118	3.0484418035504	NA	TRUE	4.4	2	skin
ENSG00000196248	OR10S1	1121	3.04960561259497	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000205544	TMEM256	1123	3.05037975626146	NA	TRUE	195.4	36	liver
ENSG00000221996	OR52B4	1124	3.05076631123304	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000205138	SDHAF1	1125	3.05115252244738	NA	TRUE	31.8	36	liver
ENSG00000279408	OR4N4C	1125	3.05115252244738	NA	TRUE	2.3	1	testis
ENSG00000185966	LCE3E	1127	3.05192391604611	NA	TRUE	54.8	5	cervix
ENSG00000235942	LCE6A	1128	3.05230909964732	NA	TRUE	108.1	1	skin
ENSG00000149634	SPATA25	1132	3.05384642685225	NA	TRUE	22.9	36	testis
ENSG00000242252	BGLAP	1134	3.05461305455689	NA	TRUE	17.8	17	colon
ENSG00000176925	OR51F2	1136	3.055378331375	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000283758	PMIS2	1136	3.055378331375	NA	TRUE	0.6	0	testis
ENSG00000163202	LCE3D	1136	3.055378331375	NA	TRUE	238.1	5	cervix
ENSG00000196734	LCE1B	1138	3.05614226205905	NA	TRUE	167.7	1	skin
ENSG00000121318	TAS2R10	1140	3.05690485133647	NA	TRUE	0.6	0	adrenal gland
ENSG00000197191	CYSRT1	1142	3.05766610390983	NA	TRUE	460.4	21	esophagus
ENSG00000257138	TAS2R38	1143	3.05804623039528	NA	TRUE	0.1	0	small intestine
ENSG00000188379	IFNA2	1144	3.05842602445701	NA	TRUE	0.2	0	basal ganglia
ENSG00000181649	PHLDA2	1148	3.05994188806195	NA	TRUE	43.5	31	esophagus
ENSG00000205445	KRTAP10-2	1149	3.06032002868829	NA	TRUE	13.8	1	skin
ENSG00000182853	VMO1	1149	3.06032002868829	NA	TRUE	29.2	34	pituitary gland
ENSG00000241123	KRTAP10-5	1150	3.06069784035361	NA	TRUE	15.1	1	skin
ENSG00000174236	REP15	1150	3.06069784035361	NA	TRUE	23.2	24	colon
ENSG00000135569	TAAR5	1150	3.06069784035361	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000127366	TAS2R5	1151	3.06107532362979	NA	TRUE	3.7	28	cerebellum
ENSG00000180919	OR56B4	1152	3.06145247908719	NA	TRUE	0.1	0	retina
ENSG00000187080	OR2AK2	1154	3.06220580881971	NA	TRUE	0.1	0	testis
ENSG00000185940	KRTAP5-5	1156	3.06295783408451	NA	TRUE	3.2	1	skin
ENSG00000188996	HUS1B	1162	3.06520612805431	NA	TRUE	2	1	testis
ENSG00000204880	KRTAP4-8	1162	3.06520612805431	NA	TRUE	22.6	1	skin
ENSG00000137077	CCL21	1163	3.06557971472845	NA	TRUE	497.7	27	thyroid gland
ENSG00000180433	OR6K6	1172	3.06892761168207	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000204572	KRTAP5-10	1173	3.06929801211553	NA	TRUE	4.5	1	skin
ENSG00000187581	COX8C	1175	3.07003786660776	NA	TRUE	71.9	1	testis
ENSG00000241598	KRTAP5-4	1181	3.07224989761351	NA	TRUE	4.2	1	skin
ENSG00000255009	UBTFL1	1182	3.07261747654524	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000221852	KRTAP1-5	1183	3.07298474462793	NA	TRUE	71.2	2	skin
ENSG00000276380	UBE2NL	1185	3.07371835034612	NA	TRUE	0	0	retina
ENSG00000241233	KRTAP5-8	1185	3.07371835034612	NA	TRUE	6.9	3	skin
ENSG00000109272	PF4V1	1188	3.07481644064517	NA	TRUE	2.7	1	spleen
ENSG00000214819	CDRT15L2	1188	3.07481644064517	NA	TRUE	14.9	2	testis
ENSG00000254997	KRTAP5-9	1189	3.07518185461869	NA	TRUE	3	5	testis
ENSG00000223510	CDRT15	1190	3.07554696139253	NA	TRUE	20	1	testis
ENSG00000197683	KRTAP26-1	1192	3.07627625540422	NA	TRUE	17.7	1	skin
ENSG00000134590	RTL8C	1192	3.07627625540422	NA	TRUE	426.8	36	heart muscle
ENSG00000212721	KRTAP4-11	1193	3.07664044367034	NA	TRUE	8.8	1	skin
ENSG00000138483	CCDC54	1197	3.07809415040641	NA	TRUE	116	1	testis
ENSG00000170128	GPR25	1198	3.07845681805329	NA	TRUE	0.5	0	stomach
ENSG00000185863	TMEM210	1199	3.07881918309885	NA	TRUE	32.7	1	testis
ENSG00000278637	H4C1	1199	3.07881918309885	NA	TRUE	0.8	0	cerebellum
ENSG00000177047	IFNW1	1201	3.07954300740291	NA	TRUE	0.1	0	testis
ENSG00000169900	PYDC1	1201	3.07954300740291	NA	TRUE	25.5	10	cerebellum
ENSG00000173991	TCAP	1206	3.08134730780413	NA	TRUE	9916	36	skeletal muscle
ENSG00000188290	HES4	1211	3.08314414314305	NA	TRUE	30.8	35	blood vessel
ENSG00000168131	OR2B2	1212	3.08350261983027	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000203909	DPPA5	1214	3.08421868673924	NA	TRUE	1.1	1	testis
ENSG00000203942	C10orf62	1214	3.08421868673924	NA	TRUE	263	1	testis
ENSG00000215455	KRTAP10-1	1215	3.08457627793433	NA	TRUE	9.5	1	skin
ENSG00000228474	OST4	1216	3.08493357493672	NA	TRUE	607.6	36	heart muscle
ENSG00000160813	PPP1R35	1216	3.08493357493672	NA	TRUE	50.6	36	testis
ENSG00000163737	PF4	1217	3.08529057823006	NA	TRUE	9.8	2	spleen
ENSG00000230707	ENSG00000230707	1234	3.09131515969722	NA	TRUE	7.1	9	basal ganglia
ENSG00000121314	TAS2R8	1236	3.0920184707528	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000243489	KRTAP10-11	1237	3.09236969962912	NA	TRUE	8.4	1	skin
ENSG00000188155	KRTAP10-6	1238	3.0927206446841	NA	TRUE	2.4	1	skin
ENSG00000203618	GP1BB	1238	3.0927206446841	NA	TRUE	92.5	35	basal ganglia
ENSG00000197617	VN1R5	1239	3.09307130637606	NA	TRUE	0.1	0	retina
ENSG00000156282	CLDN17	1241	3.09377178149873	NA	TRUE	6.9	4	vagina
ENSG00000187479	C11orf96	1242	3.09412159584056	NA	TRUE	1697.4	36	blood vessel
ENSG00000142538	PTH2	1242	3.09412159584056	NA	TRUE	1	1	cerebellum
ENSG00000278828	H3C10	1250	3.09691001300806	NA	TRUE	5.4	19	spleen
ENSG00000184659	FOXD4L4	1251	3.09725730969342	NA	TRUE	0.5	0	cerebellum
ENSG00000221869	CEBPD	1252	3.09760432887441	NA	TRUE	474.6	36	blood vessel
ENSG00000178828	RNF186	1255	3.09864372581706	NA	TRUE	41.6	4	pancreas
ENSG00000235631	RNF148	1255	3.09864372581706	NA	TRUE	48.3	1	testis
ENSG00000285946	LCE7A	1257	3.09933527768596	NA	TRUE	1.7	1	skin
ENSG00000125352	RNF113A	1259	3.10002573010786	NA	TRUE	26	36	spleen
ENSG00000204687	MAS1L	1260	3.10037054511756	NA	TRUE	0.3	0	adipose tissue; salivary gland; urinary bladder
ENSG00000203950	RTL8A	1265	3.10209052551184	NA	TRUE	56.9	36	basal ganglia
ENSG00000173302	GPR148	1267	3.10277661488344	NA	TRUE	0.5	0	cerebellum
ENSG00000142511	GPR32	1269	3.1034616220947	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000074071	MRPS34	1269	3.1034616220947	NA	TRUE	89.5	36	skeletal muscle
ENSG00000204511	MCCD1	1271	3.10414555055401	NA	TRUE	120.2	2	kidney
ENSG00000176797	DEFB103A	1272	3.1044871113124	NA	TRUE	9.5	6	vagina
ENSG00000165215	CLDN3	1274	3.10516942799933	NA	TRUE	248.6	20	colon
ENSG00000159455	LCE2B	1275	3.10551018476997	NA	TRUE	716.6	2	skin
ENSG00000187170	LCE4A	1275	3.10551018476997	NA	TRUE	1.6	1	skin
ENSG00000223658	C1GALT1C1L	1279	3.10687054447865	NA	TRUE	5	17	testis
ENSG00000187223	LCE2D	1280	3.10720996964787	NA	TRUE	150.2	1	skin
ENSG00000204363	SPANXN5	1284	3.10856502373283	NA	TRUE	38.2	1	testis
ENSG00000221837	KRTAP10-9	1286	3.1092409685882	NA	TRUE	10	1	skin
ENSG00000179674	ARL14	1289	3.1102529173534	NA	TRUE	35	6	stomach
ENSG00000204019	CT83	1291	3.11092624226642	NA	TRUE	66.2	2	testis
ENSG00000187180	LCE2C	1291	3.11092624226642	NA	TRUE	313.4	1	skin
ENSG00000221900	POM121L12	1293	3.11159852488039	NA	TRUE	12.4	1	testis
ENSG00000184709	LRRC26	1294	3.11193427633268	NA	TRUE	285.7	9	salivary gland
ENSG00000196289	BECN2	1296	3.11260500153457	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000141437	SLC25A52	1297	3.11293997608408	NA	TRUE	6	1	testis
ENSG00000198283	OR5B21	1299	3.11360915107303	NA	TRUE	0.2	0	testis
ENSG00000174276	ZNHIT2	1299	3.11360915107303	NA	TRUE	65.5	35	testis
ENSG00000187166	H1-7	1300	3.11394335230684	NA	TRUE	207.9	1	testis
ENSG00000179772	FOXS1	1302	3.11461098423217	NA	TRUE	48.7	33	blood vessel
ENSG00000258436	RNASE12	1304	3.1152775913959	NA	TRUE	0.3	0	testis
ENSG00000180016	OR1E1	1307	3.11627558758054	NA	TRUE	0.2	0	skeletal muscle; testis
ENSG00000175793	SFN	1308	3.11660774398825	NA	TRUE	2404.7	31	esophagus
ENSG00000254598	CSNK2A3	1309	3.11693964655076	NA	TRUE	1.7	1	skeletal muscle
ENSG00000159516	SPRR2G	1309	3.11693964655076	NA	TRUE	928.8	7	skin
ENSG00000181323	SPEM1	1309	3.11693964655076	NA	TRUE	70.6	1	testis
ENSG00000179862	CITED4	1310	3.11727129565576	NA	TRUE	49.6	35	skin
ENSG00000262179	MYMX	1311	3.11760269169008	NA	TRUE	7.1	6	adipose tissue
ENSG00000206203	TSSK2	1315	3.11892575282578	NA	TRUE	181	1	testis
ENSG00000284188	ENSG00000284188	1315	3.11892575282578	NA	TRUE	4.7	1	testis
ENSG00000205358	MT1H	1316	3.11925588927794	NA	TRUE	1081.3	23	liver
ENSG00000169688	MT1B	1319	3.12024479554637	NA	TRUE	19.5	1	liver
ENSG00000177504	VCX2	1324	3.12188798510368	NA	TRUE	27	1	testis
ENSG00000206013	IFITM5	1327	3.12287092286444	NA	TRUE	6.9	1	pancreas
ENSG00000267631	CGB1	1327	3.12287092286444	NA	TRUE	0.3	0	testis
ENSG00000196406	SPANXD	1329	3.12352498094273	NA	TRUE	20.7	1	testis
ENSG00000188573	FBLL1	1330	3.12385164096709	NA	TRUE	41.4	16	hypothalamus
ENSG00000284638	SMIM44	1332	3.12450422483428	NA	TRUE	16.5	2	retina
ENSG00000174529	TMEM81	1332	3.12450422483428	NA	TRUE	15.7	36	cerebellum
ENSG00000151379	MSGN1	1339	3.12678057701201	NA	TRUE	0.2	0	esophagus
ENSG00000125144	MT1G	1340	3.12710479836481	NA	TRUE	6501.2	36	liver
ENSG00000183706	OR4N4	1341	3.1274287778516	NA	TRUE	5.7	1	testis
ENSG00000171794	UTF1	1342	3.12775251583297	NA	TRUE	5.4	1	testis
ENSG00000139675	HNRNPA1L2	1343	3.12807601266872	NA	TRUE	13.4	36	ovary
ENSG00000179172	HNRNPCL1	1344	3.12839926871781	NA	TRUE	0.1	0	testis
ENSG00000215845	TSTD1	1347	3.12936759572299	NA	TRUE	141.1	36	kidney
ENSG00000230268	SSU72P8	1348	3.1296898921993	NA	TRUE	1	1	testis
ENSG00000177710	SLC35G5	1349	3.1300119496719	NA	TRUE	2.2	1	testis
ENSG00000104818	CGB2	1349	3.1300119496719	NA	TRUE	1.4	1	testis
ENSG00000137331	IER3	1352	3.13097669160562	NA	TRUE	252.7	36	esophagus
ENSG00000204542	C6orf15	1353	3.13129779659762	NA	TRUE	6.3	2	skin
ENSG00000105583	WDR83OS	1358	3.13289976994448	NA	TRUE	251.9	36	kidney
ENSG00000276180	H4C9	1359	3.13321945673249	NA	TRUE	1.7	5	spleen
ENSG00000159182	PRAC1	1364	3.13481437032046	NA	TRUE	103.8	5	prostate
ENSG00000275774	HNRNPCL2	1367	3.13576851456782	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000163114	PDHA2	1372	3.13735411137073	NA	TRUE	54.8	1	testis
ENSG00000205899	BHLHA9	1372	3.13735411137073	NA	TRUE	1.3	1	cerebral cortex
ENSG00000166823	MESP1	1375	3.13830269816628	NA	TRUE	21.4	27	prostate
ENSG00000183395	PMCH	1375	3.13830269816628	NA	TRUE	713.2	2	hypothalamus
ENSG00000186207	LCE5A	1375	3.13830269816628	NA	TRUE	83.2	1	skin
ENSG00000169627	BOLA2B	1377	3.13893394025692	NA	TRUE	38.9	36	kidney
ENSG00000229117	RPL41	1378	3.13924921757161	NA	TRUE	8179.7	36	pancreas
ENSG00000164822	DEFA6	1380	3.13987908640124	NA	TRUE	4363.6	2	small intestine
ENSG00000205923	CEMP1	1383	3.14082218010931	NA	TRUE	19.9	35	cerebral cortex
ENSG00000188050	RNF133	1383	3.14082218010931	NA	TRUE	41.4	1	testis
ENSG00000196805	SPRR2B	1386	3.14176323027579	NA	TRUE	51.2	7	esophagus
ENSG00000241794	SPRR2A	1393	3.14395111642396	NA	TRUE	5424.3	15	esophagus
ENSG00000161610	HCRT	1393	3.14395111642396	NA	TRUE	400.8	2	hypothalamus
ENSG00000161055	SCGB3A1	1395	3.14457420760962	NA	TRUE	829.3	23	salivary gland
ENSG00000181786	ACTL9	1396	3.14488541828714	NA	TRUE	108.2	1	testis
ENSG00000244094	SPRR2F	1396	3.14488541828714	NA	TRUE	253.6	8	esophagus
ENSG00000148156	ACTL7B	1399	3.14581771449183	NA	TRUE	202.8	1	testis
ENSG00000169413	RNASE6	1400	3.14612803567824	NA	TRUE	64.8	36	spleen
ENSG00000173673	HES3	1400	3.14612803567824	NA	TRUE	0.1	0	testis
ENSG00000244411	KRTAP5-7	1403	3.14705767102836	NA	TRUE	4.8	2	skin
ENSG00000262664	OVCA2	1404	3.14736710779379	NA	TRUE	52.3	36	liver
ENSG00000123594	ATXN3L	1407	3.14829409743475	NA	TRUE	4.4	1	testis
ENSG00000104918	RETN	1407	3.14829409743475	NA	TRUE	57.1	13	spleen
