Transcript stable ID	Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name
ENST00000541166	ENSG00000136045	107685766	107713462	12
ENST00000394417	ENSG00000169764	63840950	63891590	2
ENST00000337130	ENSG00000169764	63840950	63891590	2
ENST00000445915	ENSG00000169764	63840950	63891590	2
ENST00000567212	ENSG00000103353	23557721	23574394	16
ENST00000318006	ENSG00000166887	42158701	42208326	15
ENST00000341657	ENSG00000185722	4163821	4263995	17
ENST00000317506	ENSG00000141084	67723070	67806560	16
ENST00000378438	ENSG00000182220	40579372	40606848	X
ENST00000301587	ENSG00000167863	75038855	75047718	17
ENST00000538342	ENSG00000178188	28846600	28874212	16
ENST00000359285	ENSG00000178188	28846600	28874212	16
ENST00000210060	ENSG00000095059	12673411	12681894	19
ENST00000291900	ENSG00000160445	128729785	128772414	9
ENST00000456095	ENSG00000179950	143816344	143830709	8
ENST00000349157	ENSG00000179950	143816344	143830709	8
ENST00000405489	ENSG00000138085	27212041	27217178	2
ENST00000328024	ENSG00000185236	8389981	8405873	19
ENST00000594216	ENSG00000185236	8389981	8405873	19
ENST00000546500	ENSG00000135486	54280193	54287088	12
ENST00000550482	ENSG00000135486	54280193	54287088	12
ENST00000340913	ENSG00000135486	54280193	54287088	12
ENST00000547708	ENSG00000135486	54280193	54287088	12
ENST00000330752	ENSG00000135486	54280193	54287088	12
ENST00000547276	ENSG00000135486	54280193	54287088	12
ENST00000225525	ENSG00000213977	3662895	3668679	17
ENST00000367334	ENSG00000116857	201134772	201172330	1
ENST00000234301	ENSG00000115944	42333546	42425088	2
ENST00000305596	ENSG00000169217	30350767	30355308	16
ENST00000012443	ENSG00000011485	46347003	46392981	19
ENST00000371579	ENSG00000176978	137110540	137118309	9
ENST00000398712	ENSG00000179526	144097513	144108124	8
ENST00000225603	ENSG00000108468	48070052	48101485	17
ENST00000322428	ENSG00000179632	144103112	144107618	8
ENST00000301281	ENSG00000167671	4444999	4457794	19
ENST00000309971	ENSG00000119392	128504655	128543874	9
ENST00000252816	ENSG00000130520	18306231	18323112	19
ENST00000407796	ENSG00000142208	104769348	104799934	14
ENST00000263346	ENSG00000141002	89873566	89913627	16
ENST00000253024	ENSG00000130726	58543740	58550773	19
ENST00000428154	ENSG00000105819	103295717	103331818	7
ENST00000340941	ENSG00000131844	71579531	71658706	5
ENST00000265073	ENSG00000113387	32531633	32604507	5
ENST00000502897	ENSG00000113387	32531633	32604507	5
ENST00000375631	ENSG00000204386	31857063	31862905	6
ENST00000322764	ENSG00000159840	143381295	143391111	7
ENST00000354434	ENSG00000159840	143381295	143391111	7
ENST00000392910	ENSG00000159840	143381295	143391111	7
ENST00000376511	ENSG00000204569	30600400	30618612	6
ENST00000429120	ENSG00000160932	143012722	143023832	8
ENST00000292494	ENSG00000160932	143012722	143023832	8
ENST00000561792	ENSG00000103018	69398402	69466264	16
ENST00000379095	ENSG00000182768	90265659	90275778	15
ENST00000256545	ENSG00000134153	34083980	34101910	15
ENST00000322347	ENSG00000178741	74919791	74939351	15
ENST00000564811	ENSG00000178741	74919791	74939351	15
ENST00000418390	ENSG00000011007	23743448	23762059	1
ENST00000242776	ENSG00000123136	14408798	14419383	19
ENST00000339697	ENSG00000111897	122443348	122471854	6
ENST00000084795	ENSG00000063177	48615284	48619213	19
ENST00000549273	ENSG00000063177	48615284	48619213	19
ENST00000230859	ENSG00000112941	6713291	6757045	5
ENST00000285298	ENSG00000239789	55950705	55956500	7
ENST00000313468	ENSG00000110717	68030617	68036647	11
ENST00000501597	ENSG00000229117	56116590	56117967	12
ENST00000546591	ENSG00000229117	56116590	56117967	12
ENST00000548249	ENSG00000175203	57529633	57547242	12
ENST00000289228	ENSG00000115073	97655939	97664114	2
ENST00000222219	ENSG00000105612	12875209	12881595	19
ENST00000392325	ENSG00000141580	82614562	82648553	17
ENST00000373449	ENSG00000004455	33007986	33080996	1
ENST00000354858	ENSG00000004455	33007986	33080996	1
ENST00000318911	ENSG00000179091	144095039	144097525	8
ENST00000323699	ENSG00000143753	224175756	224193441	1
ENST00000225972	ENSG00000108829	50375059	50398227	17
ENST00000373237	ENSG00000126067	35599541	35641526	1
ENST00000251527	ENSG00000117868	158730995	158830253	7
ENST00000412585	ENSG00000234745	31353867	31367067	6
ENST00000258960	ENSG00000136448	44957992	45109016	17
ENST00000292562	ENSG00000198169	144720515	144756417	8
ENST00000370025	ENSG00000134186	108692310	108702928	1
ENST00000355749	ENSG00000128609	123536997	123557904	7
ENST00000439590	ENSG00000172809	74202841	74210655	17
ENST00000311111	ENSG00000172809	74202841	74210655	17
ENST00000584577	ENSG00000172809	74202841	74210655	17
ENST00000533498	ENSG00000172809	74202841	74210655	17
ENST00000358007	ENSG00000213782	12813316	12829981	12
ENST00000294360	ENSG00000162384	53214099	53220652	1
ENST00000539616	ENSG00000020426	60734742	60969965	14
ENST00000557134	ENSG00000020426	60734742	60969965	14
ENST00000592741	ENSG00000130175	11422369	11450969	19
ENST00000359282	ENSG00000197111	53451900	53481162	12
ENST00000546463	ENSG00000197111	53451900	53481162	12
ENST00000552819	ENSG00000197111	53451900	53481162	12
ENST00000439930	ENSG00000197111	53451900	53481162	12
ENST00000547859	ENSG00000197111	53451900	53481162	12
ENST00000360370	ENSG00000114544	126005662	126101561	3
ENST00000300408	ENSG00000167085	49404009	49414905	17
ENST00000419140	ENSG00000167085	49404009	49414905	17
ENST00000372422	ENSG00000137207	43511821	43516985	6
ENST00000257829	ENSG00000135372	34105608	34147670	11
ENST00000334351	ENSG00000189266	23956839	23963776	1
ENST00000196551	ENSG00000083845	58380570	58394807	19
ENST00000262482	ENSG00000108523	4939997	4945222	17
ENST00000575111	ENSG00000108523	4939997	4945222	17
ENST00000401000	ENSG00000163125	150363091	150476566	1
ENST00000259632	ENSG00000137100	34613545	34620523	9
ENST00000361217	ENSG00000198837	153928864	153946744	1
ENST00000287600	ENSG00000156973	231732354	231786272	2
ENST00000225655	ENSG00000108518	4945652	4950517	17
ENST00000264258	ENSG00000071082	101002229	101024032	2
ENST00000409028	ENSG00000071082	101002229	101024032	2
ENST00000409320	ENSG00000071082	101002229	101024032	2
ENST00000409733	ENSG00000071082	101002229	101024032	2
ENST00000456292	ENSG00000071082	101002229	101024032	2
ENST00000234170	ENSG00000115816	37201570	37231601	2
ENST00000376809	ENSG00000206503	29941260	29949572	6
ENST00000479035	ENSG00000125691	38847860	38868644	17
ENST00000394332	ENSG00000125691	38847860	38868644	17
ENST00000245857	ENSG00000125691	38847860	38868644	17
ENST00000577407	ENSG00000125691	38847860	38868644	17
ENST00000312475	ENSG00000259494	88459468	88467420	15
ENST00000247026	ENSG00000126653	30115521	30186475	17
ENST00000332830	ENSG00000109118	28905250	28951771	17
ENST00000336314	ENSG00000155506	154682986	154817605	5
ENST00000368003	ENSG00000143222	161152776	161158856	1
ENST00000441788	ENSG00000105325	3506277	3538334	19
ENST00000397353	ENSG00000063854	1795620	1827157	16
ENST00000426335	ENSG00000149182	47164299	47177474	11
ENST00000524782	ENSG00000149182	47164299	47177474	11
ENST00000434724	ENSG00000103342	11868128	11916082	16
ENST00000563468	ENSG00000103342	11868128	11916082	16
ENST00000358704	ENSG00000179456	244048547	244057476	1
ENST00000344843	ENSG00000242485	1401908	1407306	1
ENST00000319248	ENSG00000117450	45510914	45542816	1
ENST00000210313	ENSG00000095261	120815496	120842984	9
ENST00000476371	ENSG00000120333	175010789	175023432	1
ENST00000409735	ENSG00000105223	40348453	40389472	19
ENST00000356508	ENSG00000105223	40348453	40389472	19
ENST00000370951	ENSG00000116754	70205670	70253052	1
ENST00000370950	ENSG00000116754	70205670	70253052	1
ENST00000370949	ENSG00000116754	70205670	70253052	1
ENST00000301585	ENSG00000167862	75012664	75021266	17
ENST00000253794	ENSG00000131475	42773449	42779599	17
ENST00000354725	ENSG00000197157	127652145	128092609	7
ENST00000578495	ENSG00000161960	7572760	7579006	17
ENST00000371626	ENSG00000117862	52020130	52055772	1
ENST00000216479	ENSG00000100591	77457743	77469482	14
ENST00000229329	ENSG00000111726	22046174	22065674	12
ENST00000368575	ENSG00000143545	153981617	153986377	1
ENST00000367034	ENSG00000112110	159789812	159799027	6
ENST00000368320	ENSG00000132680	155913043	155934413	1
ENST00000368321	ENSG00000132680	155913043	155934413	1
ENST00000409115	ENSG00000187514	231706895	231713552	2
ENST00000341369	ENSG00000187514	231706895	231713552	2
ENST00000225388	ENSG00000108256	29255839	29294148	17
ENST00000304056	ENSG00000170852	32868166	32894131	7
ENST00000397786	ENSG00000108510	61942605	62065278	17
ENST00000414154	ENSG00000176209	42541155	42555195	8
ENST00000373585	ENSG00000107625	68901264	68946847	10
ENST00000353555	ENSG00000172270	571277	583498	19
ENST00000276682	ENSG00000147677	116642130	116766925	8
ENST00000493763	ENSG00000146223	42879616	42889925	6
ENST00000304734	ENSG00000146223	42879616	42889925	6
ENST00000414487	ENSG00000182004	203861598	203871152	1
ENST00000427569	ENSG00000266967	42950431	42964498	17
ENST00000274813	ENSG00000146085	49430360	49463321	6
ENST00000336812	ENSG00000109606	24517441	24584603	4
ENST00000319725	ENSG00000107164	130578965	130638354	9
ENST00000448903	ENSG00000183020	924881	1012245	11
ENST00000175091	ENSG00000068697	20032649	20051693	2
ENST00000278671	ENSG00000149357	72085895	72103297	11
ENST00000204679	ENSG00000090581	1351931	1365737	16
ENST00000322940	ENSG00000119328	108934400	108950744	9
ENST00000394231	ENSG00000141741	39728496	39730555	17
ENST00000307720	ENSG00000171497	158709127	158723406	4
ENST00000507213	ENSG00000171497	158709127	158723406	4
ENST00000215115	ENSG00000099385	30833626	30894302	16
ENST00000022615	ENSG00000078668	42391624	42405937	8
ENST00000433473	ENSG00000131238	40072710	40097267	1
ENST00000586472	ENSG00000099622	1259384	1274880	19
ENST00000320936	ENSG00000099622	1259384	1274880	19
ENST00000588344	ENSG00000099622	1259384	1274880	19
ENST00000380649	ENSG00000084754	26190635	26245044	2
ENST00000265393	ENSG00000106052	27739331	27844564	7
ENST00000396319	ENSG00000106052	27739331	27844564	7
ENST00000421699	ENSG00000167110	128255829	128276026	9
ENST00000228495	ENSG00000110906	109448655	109477359	12
ENST00000304478	ENSG00000171861	782345	792509	17
ENST00000447998	ENSG00000132912	150706840	150759095	5
ENST00000221138	ENSG00000104695	30774096	30814314	8
ENST00000311893	ENSG00000136003	108562582	108569380	12
ENST00000355683	ENSG00000196792	30893799	31026418	14
ENST00000348165	ENSG00000009335	157138922	157269372	7
ENST00000221566	ENSG00000104969	2754711	2783390	19
ENST00000355938	ENSG00000159199	48892765	48895875	17
ENST00000371217	ENSG00000119977	95659823	95694143	10
ENST00000267812	ENSG00000140259	43804492	43824733	15
ENST00000377575	ENSG00000182952	26538351	26546937	6
ENST00000368010	ENSG00000143256	161100556	161118069	1
ENST00000334512	ENSG00000108175	79068929	79316550	10
ENST00000394440	ENSG00000115484	61868085	61888696	2
ENST00000544079	ENSG00000115484	61868085	61888696	2
ENST00000291295	ENSG00000160014	46601074	46610787	19
ENST00000378103	ENSG00000070610	35736864	35749986	9
ENST00000378088	ENSG00000070610	35736864	35749986	9
ENST00000246117	ENSG00000125912	3185563	3209575	19
ENST00000592737	ENSG00000125912	3185563	3209575	19
ENST00000216455	ENSG00000100567	58244740	58272012	14
ENST00000270586	ENSG00000142507	4796144	4798503	17
ENST00000537328	ENSG00000134825	61768501	61792802	11
ENST00000445902	ENSG00000223501	33250272	33272047	6
ENST00000262225	ENSG00000086598	123584526	123598582	12
ENST00000396705	ENSG00000111669	6867119	6870948	12
ENST00000371470	ENSG00000162385	53226890	53238621	1
ENST00000371466	ENSG00000162385	53226890	53238621	1
ENST00000225665	ENSG00000108528	4934570	4940156	17
ENST00000378078	ENSG00000107185	35748613	35758600	9
ENST00000263697	ENSG00000126698	28199456	28233032	1
ENST00000302503	ENSG00000109919	47616697	47642698	11
ENST00000530428	ENSG00000109919	47616697	47642698	11
ENST00000303151	ENSG00000172336	100705445	100707504	7
ENST00000458013	ENSG00000143376	151612006	151699091	1
ENST00000422514	ENSG00000198242	28719983	28724359	17
ENST00000394935	ENSG00000198242	28719983	28724359	17
ENST00000355091	ENSG00000197858	144082337	144093149	8
ENST00000303436	ENSG00000168374	57571363	57598220	3
ENST00000469257	ENSG00000173812	41688883	41692668	17
ENST00000591776	ENSG00000173812	41688883	41692668	17
ENST00000343242	ENSG00000198517	1530702	1543049	7
ENST00000403747	ENSG00000103275	1291357	1327018	16
ENST00000397514	ENSG00000103275	1291357	1327018	16
ENST00000362003	ENSG00000185619	705748	770089	4
ENST00000457408	ENSG00000158604	44576392	44582287	7
ENST00000371717	ENSG00000165688	136410630	136427992	9
ENST00000381334	ENSG00000134851	55395652	55453397	4
ENST00000256682	ENSG00000134287	48935723	48957514	12
ENST00000225737	ENSG00000108599	19904302	19978343	17
ENST00000369552	ENSG00000164414	87470623	87512336	6
ENST00000361256	ENSG00000198917	128819651	128829815	9
ENST00000467582	ENSG00000198917	128819651	128829815	9
ENST00000324684	ENSG00000161542	76309478	76384521	17
ENST00000376228	ENSG00000204525	31268749	31272130	6
ENST00000247930	ENSG00000196453	149431363	149461062	7
ENST00000512737	ENSG00000243678	51163013	51171749	17
ENST00000393190	ENSG00000243678	51163013	51171749	17
ENST00000247866	ENSG00000090266	140690777	140723923	7
ENST00000246802	ENSG00000105373	47745520	47757058	19
ENST00000447182	ENSG00000137575	58552924	58583800	8
ENST00000413219	ENSG00000137575	58552924	58583800	8
ENST00000260130	ENSG00000137575	58552924	58583800	8
ENST00000527958	ENSG00000168092	117144284	117176894	11
ENST00000270460	ENSG00000063245	55675109	55709858	19
ENST00000085079	ENSG00000063245	55675109	55709858	19
ENST00000560266	ENSG00000140612	84669529	84716460	15
ENST00000268220	ENSG00000140612	84669529	84716460	15
ENST00000262990	ENSG00000109445	141220280	141234697	4
ENST00000394123	ENSG00000145907	151770951	151812911	5
ENST00000533806	ENSG00000160948	144423601	144429499	8
ENST00000393593	ENSG00000168310	184385702	184474558	4
ENST00000393623	ENSG00000079999	10486119	10503558	19
ENST00000316157	ENSG00000107929	806915	931821	10
ENST00000483858	ENSG00000173933	66638658	66668380	11
ENST00000398692	ENSG00000173933	66638658	66668380	11
ENST00000310092	ENSG00000173933	66638658	66668380	11
ENST00000522275	ENSG00000078674	17922746	18029996	8
ENST00000524226	ENSG00000078674	17922746	18029996	8
ENST00000245539	ENSG00000125445	75261670	75270708	17
ENST00000337537	ENSG00000154001	63371364	63543410	14
ENST00000465139	ENSG00000140350	68778534	68820924	15
ENST00000560303	ENSG00000140350	68778534	68820924	15
ENST00000306077	ENSG00000170876	14125015	14143681	3
ENST00000327141	ENSG00000104964	3052909	3063107	19
ENST00000221561	ENSG00000104964	3052909	3063107	19
ENST00000586839	ENSG00000104964	3052909	3063107	19
ENST00000299767	ENSG00000166598	103930107	103953931	12
ENST00000399069	ENSG00000205629	25111731	25178231	16
ENST00000302787	ENSG00000168924	1811479	1856232	4
ENST00000296444	ENSG00000164054	48467798	48504826	3
ENST00000426002	ENSG00000164054	48467798	48504826	3
ENST00000216452	ENSG00000100564	67581955	67600286	14
ENST00000335514	ENSG00000130770	28236084	28246906	1
ENST00000465645	ENSG00000130770	28236084	28246906	1
ENST00000306193	ENSG00000145439	168863770	169010311	4
ENST00000206451	ENSG00000092010	24136156	24138967	14
ENST00000340385	ENSG00000117592	173476814	173489064	1
ENST00000295682	ENSG00000163463	155169408	155173475	1
ENST00000395290	ENSG00000149187	47465933	47565569	11
ENST00000301264	ENSG00000167657	3958453	3971123	19
ENST00000596311	ENSG00000167657	3958453	3971123	19
ENST00000591938	ENSG00000125503	55090913	55117639	19
ENST00000263433	ENSG00000125503	55090913	55117639	19
ENST00000592993	ENSG00000125503	55090913	55117639	19
ENST00000313010	ENSG00000137509	82822936	82970584	11
ENST00000393399	ENSG00000137509	82822936	82970584	11
ENST00000194118	ENSG00000081791	141923819	141946919	5
ENST00000432126	ENSG00000081791	141923819	141946919	5
ENST00000507481	ENSG00000081791	141923819	141946919	5
ENST00000371989	ENSG00000148248	133361450	133376166	9
ENST00000397149	ENSG00000122692	33041765	33076694	9
ENST00000299980	ENSG00000166747	71729000	71809201	16
ENST00000295470	ENSG00000152795	82422565	82430471	4
ENST00000507721	ENSG00000152795	82422565	82430471	4
ENST00000602300	ENSG00000152795	82422565	82430471	4
ENST00000300107	ENSG00000166855	65148219	65185393	15
ENST00000394936	ENSG00000197746	71816289	71851330	10
ENST00000301522	ENSG00000167815	12796817	12801849	19
ENST00000526821	ENSG00000123472	46632071	46673867	1
ENST00000262809	ENSG00000105656	18442663	18522116	19
ENST00000376957	ENSG00000116649	11054584	11060053	1
ENST00000493373	ENSG00000116288	7954264	7985505	1
ENST00000493678	ENSG00000116288	7954264	7985505	1
ENST00000338639	ENSG00000116288	7954264	7985505	1
ENST00000354775	ENSG00000143149	165662216	165698597	1
ENST00000344726	ENSG00000118418	79200929	79234862	6
ENST00000275036	ENSG00000118418	79200929	79234862	6
ENST00000373166	ENSG00000054116	36136570	36156053	1
ENST00000319380	ENSG00000175931	76389456	76453208	17
ENST00000257787	ENSG00000135334	87674860	87702255	6
ENST00000367739	ENSG00000027697	137197483	137219449	6
ENST00000354293	ENSG00000196961	49766990	49807114	19
ENST00000378852	ENSG00000166181	43311955	43344530	11
ENST00000383463	ENSG00000183624	129278441	129306189	3
ENST00000389735	ENSG00000183624	129278441	129306189	3
ENST00000304786	ENSG00000143742	225777699	225790670	1
ENST00000366839	ENSG00000143742	225777699	225790670	1
ENST00000264198	ENSG00000090432	20499445	20508151	1
ENST00000296424	ENSG00000164039	103077592	103099880	4
ENST00000338205	ENSG00000136813	111360685	111484745	9
ENST00000375499	ENSG00000117118	17018664	17054151	1
ENST00000360820	ENSG00000136021	100266830	100341728	12
ENST00000225298	ENSG00000011260	51260491	51297936	17
ENST00000256689	ENSG00000134294	46358185	46372832	12
ENST00000315717	ENSG00000163466	218216630	218254356	2
ENST00000394950	ENSG00000103507	31106107	31112791	16
ENST00000219794	ENSG00000103507	31106107	31112791	16
ENST00000311212	ENSG00000120963	101177720	101207085	8
ENST00000517844	ENSG00000120963	101177720	101207085	8
ENST00000520347	ENSG00000120963	101177720	101207085	8
ENST00000361565	ENSG00000198700	201829104	201884291	1
ENST00000456707	ENSG00000198700	201829104	201884291	1
ENST00000258955	ENSG00000136444	50478820	50485984	17
ENST00000355653	ENSG00000108828	43010692	43025123	17
ENST00000552056	ENSG00000187109	76032987	76085261	12
ENST00000393263	ENSG00000187109	76032987	76085261	12
ENST00000547773	ENSG00000187109	76032987	76085261	12
ENST00000535020	ENSG00000187109	76032987	76085261	12
ENST00000548044	ENSG00000187109	76032987	76085261	12
ENST00000547704	ENSG00000187109	76032987	76085261	12
ENST00000285243	ENSG00000154945	50693198	50707914	17
ENST00000276569	ENSG00000104442	65602456	65634217	8
ENST00000297151	ENSG00000164609	160401641	160421711	5
ENST00000368305	ENSG00000116586	156054738	156058510	1
ENST00000345330	ENSG00000156642	73560003	73634134	15
ENST00000351217	ENSG00000156642	73560003	73634134	15
ENST00000336452	ENSG00000132507	7306944	7312466	17
ENST00000572815	ENSG00000132507	7306944	7312466	17
ENST00000336458	ENSG00000132507	7306944	7312466	17
ENST00000419711	ENSG00000132507	7306944	7312466	17
ENST00000395468	ENSG00000168175	55051647	55070194	14
ENST00000373731	ENSG00000112078	36442767	36491143	6
ENST00000550920	ENSG00000196531	56712305	56731628	12
ENST00000393891	ENSG00000196531	56712305	56731628	12
ENST00000546392	ENSG00000196531	56712305	56731628	12
ENST00000552055	ENSG00000196531	56712305	56731628	12
ENST00000549855	ENSG00000196531	56712305	56731628	12
ENST00000313843	ENSG00000103496	31032889	31042975	16
ENST00000239906	ENSG00000120709	138331935	138349729	5
ENST00000376630	ENSG00000204592	30489503	30494205	6
ENST00000289816	ENSG00000158805	89720400	89740925	16
ENST00000380516	ENSG00000137776	58879049	58933991	15
ENST00000372692	ENSG00000119335	128683424	128696400	9
ENST00000322030	ENSG00000119335	128683424	128696400	9
ENST00000375436	ENSG00000179051	17406755	17439772	1
ENST00000264657	ENSG00000168610	42313324	42388568	17
ENST00000302243	ENSG00000168872	70346861	70373992	16
ENST00000262644	ENSG00000104331	56957931	56993867	8
ENST00000526838	ENSG00000104529	143579697	143599541	8
ENST00000395119	ENSG00000104529	143579697	143599541	8
ENST00000530445	ENSG00000104529	143579697	143599541	8
ENST00000534380	ENSG00000104529	143579697	143599541	8
ENST00000395044	ENSG00000213585	133971871	134005360	5
ENST00000395047	ENSG00000213585	133971871	134005360	5
ENST00000316448	ENSG00000179218	12938578	12944490	19
ENST00000328649	ENSG00000185043	90229975	90234047	15
ENST00000265070	ENSG00000113384	32124712	32174319	5
ENST00000439977	ENSG00000051108	56930815	56944864	16
ENST00000358901	ENSG00000165280	35053928	35072671	9
ENST00000221922	ENSG00000105321	47255980	47274055	19
ENST00000361786	ENSG00000198894	77098126	77117287	14
ENST00000372521	ENSG00000177868	42807040	42817397	1
ENST00000391975	ENSG00000115677	241227264	241317061	2
ENST00000310931	ENSG00000115677	241227264	241317061	2
ENST00000391976	ENSG00000115677	241227264	241317061	2
ENST00000373001	ENSG00000116954	38838198	38859772	1
ENST00000308595	ENSG00000173020	67266391	67286557	11
ENST00000291386	ENSG00000160075	1541673	1574884	1
ENST00000359060	ENSG00000160075	1541673	1574884	1
ENST00000316999	ENSG00000112305	70667776	70862015	6
ENST00000370455	ENSG00000112305	70667776	70862015	6
ENST00000234875	ENSG00000116251	6185020	6209389	1
ENST00000497965	ENSG00000116251	6185020	6209389	1
ENST00000053867	ENSG00000030582	44345108	44353106	17
ENST00000338338	ENSG00000175756	1373729	1375521	1
ENST00000441793	ENSG00000204463	31638544	31652747	6
ENST00000375976	ENSG00000204463	31638544	31652747	6
ENST00000311772	ENSG00000117751	27830782	27851676	1
ENST00000308020	ENSG00000174915	448268	491399	11
ENST00000370920	ENSG00000132485	71063251	71081289	1
ENST00000254821	ENSG00000132485	71063251	71081289	1
ENST00000292363	ENSG00000070423	647526	663233	19
ENST00000585374	ENSG00000196365	5691834	5720572	19
ENST00000397292	ENSG00000137055	26903372	26947490	9
ENST00000271843	ENSG00000143543	153974269	153977674	1
ENST00000261772	ENSG00000090861	70251983	70289707	16
ENST00000295955	ENSG00000163682	39451747	39458948	4
ENST00000369307	ENSG00000265241	145921065	145928067	1
ENST00000372257	ENSG00000117419	44221070	44355267	1
ENST00000508679	ENSG00000136436	48830971	48868228	17
ENST00000258947	ENSG00000136436	48830971	48868228	17
ENST00000435275	ENSG00000138326	78033746	78056813	10
ENST00000464716	ENSG00000138326	78033746	78056813	10
ENST00000360830	ENSG00000138326	78033746	78056813	10
ENST00000372360	ENSG00000138326	78033746	78056813	10
ENST00000292577	ENSG00000129968	1876810	1885618	19
ENST00000251636	ENSG00000067248	55256055	55307707	5
ENST00000325285	ENSG00000159069	136940435	136944762	9
ENST00000361587	ENSG00000163349	113929324	113977869	1
ENST00000356978	ENSG00000198668	90396502	90408268	14
ENST00000553542	ENSG00000198668	90396502	90408268	14
ENST00000554882	ENSG00000092148	31100115	31208381	14
ENST00000579991	ENSG00000264364	58082863	58095542	17
ENST00000360840	ENSG00000116221	54184041	54225464	1
ENST00000502976	ENSG00000169714	129167818	129184008	3
ENST00000422453	ENSG00000169714	129167818	129184008	3
ENST00000451728	ENSG00000169714	129167818	129184008	3
ENST00000526596	ENSG00000167323	3854527	4093210	11
ENST00000300737	ENSG00000167323	3854527	4093210	11
ENST00000263645	ENSG00000110651	2376166	2397802	11
ENST00000526072	ENSG00000110651	2376166	2397802	11
ENST00000344924	ENSG00000172331	134646811	134679816	7
ENST00000407627	ENSG00000066044	7958573	8006062	19
ENST00000596459	ENSG00000066044	7958573	8006062	19
ENST00000222308	ENSG00000105701	18531751	18544264	19
ENST00000608443	ENSG00000105701	18531751	18544264	19
ENST00000300452	ENSG00000167113	128322515	128334072	9
ENST00000262506	ENSG00000070770	58157907	58198191	16
ENST00000563307	ENSG00000070770	58157907	58198191	16
ENST00000260210	ENSG00000137656	116748170	116773039	11
ENST00000315872	ENSG00000134318	11179759	11348330	2
ENST00000369405	ENSG00000023041	112424428	112447631	10
ENST00000390015	ENSG00000171298	80101533	80119881	17
ENST00000159111	ENSG00000127663	4969107	5153611	19
ENST00000366607	ENSG00000173726	235109341	235128846	1
ENST00000350887	ENSG00000184209	123458078	123473154	12
ENST00000342320	ENSG00000168214	26163455	26435131	4
ENST00000370223	ENSG00000107816	100996539	101007852	10
ENST00000454422	ENSG00000107816	100996539	101007852	10
ENST00000392455	ENSG00000152492	191329085	191398659	3
ENST00000230640	ENSG00000039123	55307736	55426065	5
ENST00000368309	ENSG00000160803	156035299	156053798	1
ENST00000374135	ENSG00000142751	26876132	26890283	1
ENST00000591899	ENSG00000127540	1597154	1605500	19
ENST00000396651	ENSG00000142937	44775251	44778779	1
ENST00000372209	ENSG00000142937	44775251	44778779	1
ENST00000234831	ENSG00000116209	54026681	54053504	1
ENST00000371341	ENSG00000116209	54026681	54053504	1
ENST00000394886	ENSG00000094880	138187644	138213343	5
ENST00000244496	ENSG00000124541	43021593	43034156	6
ENST00000322203	ENSG00000198755	35468366	35470785	6
ENST00000589123	ENSG00000141905	3314403	3469217	19
ENST00000290158	ENSG00000108424	47649476	47685505	17
ENST00000264451	ENSG00000014824	41990496	42090461	4
ENST00000290541	ENSG00000159377	151399556	151401941	1
ENST00000231238	ENSG00000113312	160009100	160065550	5
ENST00000313732	ENSG00000153786	84974175	85011536	16
ENST00000587718	ENSG00000126247	36139953	36150356	19
ENST00000588815	ENSG00000126247	36139953	36150356	19
ENST00000401695	ENSG00000164587	150442635	150449952	5
ENST00000521466	ENSG00000164587	150442635	150449952	5
ENST00000354667	ENSG00000122566	26171151	26201529	7
ENST00000356674	ENSG00000122566	26171151	26201529	7
ENST00000538610	ENSG00000143106	109399042	109426471	1
ENST00000374656	ENSG00000204227	33208491	33212722	6
ENST00000370321	ENSG00000122406	92831990	92841924	1
ENST00000330263	ENSG00000053372	19251796	19260128	1
ENST00000562442	ENSG00000103429	14632830	14669237	16
ENST00000261658	ENSG00000103429	14632830	14669237	16
ENST00000376838	ENSG00000198793	11106531	11262556	1
ENST00000011619	ENSG00000010017	13621498	13712087	6
ENST00000521672	ENSG00000181163	171387086	171411810	5
ENST00000351986	ENSG00000181163	171387086	171411810	5
ENST00000393820	ENSG00000181163	171387086	171411810	5
ENST00000405303	ENSG00000169762	16160505	16227410	4
ENST00000263270	ENSG00000042753	46838136	46850882	19
ENST00000595753	ENSG00000127526	16549831	16572415	19
ENST00000394908	ENSG00000132589	28879335	28897739	17
ENST00000288828	ENSG00000157954	5190182	5233840	7
ENST00000382384	ENSG00000157954	5190182	5233840	7
ENST00000422982	ENSG00000122359	80150889	80205583	10
ENST00000236273	ENSG00000117614	25222276	25232504	1
ENST00000409939	ENSG00000169221	30357102	30370529	16
ENST00000301738	ENSG00000167977	2682521	2709030	16
ENST00000302907	ENSG00000170889	54200484	54249003	19
ENST00000391751	ENSG00000170889	54200484	54249003	19
ENST00000391753	ENSG00000170889	54200484	54249003	19
ENST00000373912	ENSG00000117748	27891524	27914746	1
ENST00000318008	ENSG00000002834	38869185	38921771	17
ENST00000322088	ENSG00000105568	52170936	52229518	19
ENST00000391791	ENSG00000105568	52170936	52229518	19
ENST00000264335	ENSG00000108953	1344275	1400255	17
ENST00000571732	ENSG00000108953	1344275	1400255	17
ENST00000252603	ENSG00000130313	17511620	17521288	19
ENST00000290949	ENSG00000159720	67438005	67481188	16
ENST00000226798	ENSG00000109536	189940842	189963207	4
ENST00000367846	ENSG00000143158	167916675	167937502	1
ENST00000271373	ENSG00000143158	167916675	167937502	1
