HGNC symbol	UniProtKB/Swiss-Prot ID	Gene stable ID	Transcript stable ID	Protein stable ID
CHID1		ENSG00000177830	ENST00000903760	ENSP00000573819
CHID1		ENSG00000177830	ENST00000903761	ENSP00000573820
CHID1		ENSG00000177830	ENST00000903762	ENSP00000573821
CHID1		ENSG00000177830	ENST00000903763	ENSP00000573822
CHID1		ENSG00000177830	ENST00000903764	ENSP00000573823
CHID1		ENSG00000177830	ENST00000903765	ENSP00000573824
CHID1		ENSG00000177830	ENST00000903766	ENSP00000573825
CHID1		ENSG00000177830	ENST00000903767	ENSP00000573826
CHID1		ENSG00000177830	ENST00000903768	ENSP00000573827
CHID1		ENSG00000177830	ENST00000903769	ENSP00000573828
CHID1		ENSG00000177830	ENST00000903770	ENSP00000573829
CHID1		ENSG00000177830	ENST00000903771	ENSP00000573830
CHID1		ENSG00000177830	ENST00000903772	ENSP00000573831
CHID1		ENSG00000177830	ENST00000924111	ENSP00000594170
CHID1		ENSG00000177830	ENST00000924112	ENSP00000594171
CHID1		ENSG00000177830	ENST00000924113	ENSP00000594172
CHID1		ENSG00000177830	ENST00000924114	ENSP00000594173
CHID1		ENSG00000177830	ENST00000924115	ENSP00000594174
CHID1		ENSG00000177830	ENST00000924116	ENSP00000594175
CHID1		ENSG00000177830	ENST00000924117	ENSP00000594176
CHID1		ENSG00000177830	ENST00000924118	ENSP00000594177
CHID1		ENSG00000177830	ENST00000924119	ENSP00000594178
CHID1		ENSG00000177830	ENST00000924120	ENSP00000594179
CHID1		ENSG00000177830	ENST00000970720	ENSP00000640779
CHID1		ENSG00000177830	ENST00000970721	ENSP00000640780
CHID1		ENSG00000177830	ENST00000970722	ENSP00000640781
CHID1		ENSG00000177830	ENST00000970723	ENSP00000640782
CHID1		ENSG00000177830	ENST00000970724	ENSP00000640783
CHID1		ENSG00000177830	ENST00000970725	ENSP00000640784
CHID1		ENSG00000177830	ENST00000970726	ENSP00000640785
CHID1		ENSG00000177830	ENST00000970727	ENSP00000640786
CHID1		ENSG00000177830	ENST00000970728	ENSP00000640787
CHID1		ENSG00000177830	ENST00000970729	ENSP00000640788
CHID1		ENSG00000177830	ENST00000970730	ENSP00000640789
ATIC	P31939	ENSG00000138363	ENST00000236959	ENSP00000236959
ATIC		ENSG00000138363	ENST00000443953	ENSP00000406792
ATIC	P31939	ENSG00000138363	ENST00000435675	ENSP00000415935
ATIC		ENSG00000138363	ENST00000427397	ENSP00000394317
ATIC		ENSG00000138363	ENST00000413174	ENSP00000402393
ATIC		ENSG00000138363	ENST00000426233	ENSP00000401936
ATIC		ENSG00000138363	ENST00000856929	ENSP00000526988
NXF1	Q9UBU9	ENSG00000162231	ENST00000531709	ENSP00000453885
ATIC		ENSG00000138363	ENST00000856930	ENSP00000526989
ATIC		ENSG00000138363	ENST00000856931	ENSP00000526990
ATIC		ENSG00000138363	ENST00000939850	ENSP00000609909
ATIC		ENSG00000138363	ENST00000939851	ENSP00000609910
ATIC		ENSG00000138363	ENST00000939852	ENSP00000609911
ATIC		ENSG00000138363	ENST00000939853	ENSP00000609912
ATIC		ENSG00000138363	ENST00000939854	ENSP00000609913
ATIC		ENSG00000138363	ENST00000939855	ENSP00000609914
ATIC		ENSG00000138363	ENST00000957330	ENSP00000627389
NXF1	Q9UBU9	ENSG00000162231	ENST00000294172	ENSP00000294172
NXF1	Q9UBU9	ENSG00000162231	ENST00000532297	ENSP00000436679
NXF1		ENSG00000162231	ENST00000527902	ENSP00000434301
NXF1		ENSG00000162231	ENST00000530875	ENSP00000435742
NXF1		ENSG00000162231	ENST00000531131	ENSP00000477375
NXF1		ENSG00000162231	ENST00000533671	ENSP00000431381
NXF1		ENSG00000162231	ENST00000525576	ENSP00000432530
NXF1		ENSG00000162231	ENST00000531474	ENSP00000437296
NXF1		ENSG00000162231	ENST00000884690	ENSP00000554749
NXF1		ENSG00000162231	ENST00000884691	ENSP00000554750
NXF1		ENSG00000162231	ENST00000884692	ENSP00000554751
NXF1		ENSG00000162231	ENST00000940439	ENSP00000610498
NXF1		ENSG00000162231	ENST00000940440	ENSP00000610499
NXF1		ENSG00000162231	ENST00000970778	ENSP00000640837
ZNF394	Q53GI3	ENSG00000160908	ENST00000337673	ENSP00000337363
ZNF394	Q53GI3	ENSG00000160908	ENST00000426306	ENSP00000409565
ZNF394	Q53GI3	ENSG00000160908	ENST00000651061	ENSP00000499131
ZNF394		ENSG00000160908	ENST00000926066	ENSP00000596125
ZNF394		ENSG00000160908	ENST00000970609	ENSP00000640668
ZNF394		ENSG00000160908	ENST00000970610	ENSP00000640669
ZNF394		ENSG00000160908	ENST00000970611	ENSP00000640670
GUK1	Q16774	ENSG00000143774	ENST00000366730	ENSP00000355691
GUK1		ENSG00000143774	ENST00000462807	ENSP00000516629
GUK1		ENSG00000143774	ENST00000493209	ENSP00000516630
CNOT11	Q9UKZ1	ENSG00000158435	ENST00000289382	ENSP00000289382
CNOT11		ENSG00000158435	ENST00000420107	ENSP00000394203
CNOT11		ENSG00000158435	ENST00000875193	ENSP00000545252
CNOT11		ENSG00000158435	ENST00000875194	ENSP00000545253
CNOT11		ENSG00000158435	ENST00000875195	ENSP00000545254
CNOT11		ENSG00000158435	ENST00000875196	ENSP00000545255
CNOT11		ENSG00000158435	ENST00000875197	ENSP00000545256
CNOT11		ENSG00000158435	ENST00000957664	ENSP00000627723
CNOT11		ENSG00000158435	ENST00000957665	ENSP00000627724
GUK1		ENSG00000143774	ENST00000485838	ENSP00000516631
GUK1		ENSG00000143774	ENST00000312726	ENSP00000317659
GUK1	Q16774	ENSG00000143774	ENST00000453943	ENSP00000401832
GUK1		ENSG00000143774	ENST00000485083	ENSP00000516632
GUK1		ENSG00000143774	ENST00000366726	ENSP00000355687
GUK1		ENSG00000143774	ENST00000492871	ENSP00000516633
GUK1	Q16774	ENSG00000143774	ENST00000366728	ENSP00000355689
GUK1		ENSG00000143774	ENST00000366723	ENSP00000355684
GUK1		ENSG00000143774	ENST00000493138	ENSP00000516634
GUK1		ENSG00000143774	ENST00000366722	ENSP00000355683
GUK1		ENSG00000143774	ENST00000498092	ENSP00000516635
GUK1		ENSG00000143774	ENST00000435153	ENSP00000403664
GUK1		ENSG00000143774	ENST00000366721	ENSP00000355682
GUK1		ENSG00000143774	ENST00000460224	ENSP00000516636
GUK1		ENSG00000143774	ENST00000484953	ENSP00000516637
GUK1		ENSG00000143774	ENST00000486668	ENSP00000516638
GUK1		ENSG00000143774	ENST00000465025	ENSP00000516639
GUK1		ENSG00000143774	ENST00000885279	ENSP00000555338
GUK1		ENSG00000143774	ENST00000885280	ENSP00000555339
GUK1		ENSG00000143774	ENST00000885281	ENSP00000555340
GUK1		ENSG00000143774	ENST00000885282	ENSP00000555341
GUK1		ENSG00000143774	ENST00000885283	ENSP00000555342
GUK1		ENSG00000143774	ENST00000885284	ENSP00000555343
GUK1		ENSG00000143774	ENST00000885285	ENSP00000555344
GUK1		ENSG00000143774	ENST00000885286	ENSP00000555345
GUK1		ENSG00000143774	ENST00000885287	ENSP00000555346
GUK1		ENSG00000143774	ENST00000940513	ENSP00000610572
GUK1		ENSG00000143774	ENST00000949976	ENSP00000620035
GUK1		ENSG00000143774	ENST00000949977	ENSP00000620036
GUK1		ENSG00000143774	ENST00000949978	ENSP00000620037
DPH5	Q9H2P9	ENSG00000117543	ENST00000370109	ENSP00000359127
DPH5	Q9H2P9	ENSG00000117543	ENST00000427040	ENSP00000394364
SAT2	Q96F10	ENSG00000141504	ENST00000269298	ENSP00000269298
DPH5	Q9H2P9	ENSG00000117543	ENST00000342173	ENSP00000339630
DPH5	Q9H2P9	ENSG00000117543	ENST00000488176	ENSP00000418282
SAT2		ENSG00000141504	ENST00000571074	ENSP00000459985
SAT2		ENSG00000141504	ENST00000575826	ENSP00000458818
SAT2		ENSG00000141504	ENST00000573566	ENSP00000458385
DPH5		ENSG00000117543	ENST00000889720	ENSP00000559779
DPH5		ENSG00000117543	ENST00000889721	ENSP00000559780
DPH5		ENSG00000117543	ENST00000889722	ENSP00000559781
DPH5		ENSG00000117543	ENST00000889723	ENSP00000559782
SAT2		ENSG00000141504	ENST00000857010	ENSP00000527069
DPH5		ENSG00000117543	ENST00000889724	ENSP00000559783
SAT2		ENSG00000141504	ENST00000857011	ENSP00000527070
DPH5		ENSG00000117543	ENST00000889725	ENSP00000559784
SAT2		ENSG00000141504	ENST00000857012	ENSP00000527071
DPH5		ENSG00000117543	ENST00000889726	ENSP00000559785
SAT2		ENSG00000141504	ENST00000857013	ENSP00000527072
SAT2		ENSG00000141504	ENST00000925532	ENSP00000595591
DPH5		ENSG00000117543	ENST00000889727	ENSP00000559786
SAT2		ENSG00000141504	ENST00000925533	ENSP00000595592
DPH5		ENSG00000117543	ENST00000934681	ENSP00000604740
SAT2		ENSG00000141504	ENST00000966241	ENSP00000636300
DPH5		ENSG00000117543	ENST00000934682	ENSP00000604741
DPH5		ENSG00000117543	ENST00000934683	ENSP00000604742
DPH5		ENSG00000117543	ENST00000934684	ENSP00000604743
DPH5		ENSG00000117543	ENST00000934685	ENSP00000604744
DPH5		ENSG00000117543	ENST00000934686	ENSP00000604745
DPH5		ENSG00000117543	ENST00000950006	ENSP00000620065
PSMD11		ENSG00000108671	ENST00000578213	ENSP00000462683
ABCF2	Q9UG63	ENSG00000033050	ENST00000287844	ENSP00000287844
ABCF2		ENSG00000033050	ENST00000468073	ENSP00000419720
ABCF2		ENSG00000033050	ENST00000441774	ENSP00000395785
ABCF2		ENSG00000033050	ENST00000889547	ENSP00000559606
ABCF2		ENSG00000033050	ENST00000889548	ENSP00000559607
ABCF2		ENSG00000033050	ENST00000889549	ENSP00000559608
ABCF2		ENSG00000033050	ENST00000889550	ENSP00000559609
ABCF2		ENSG00000033050	ENST00000889551	ENSP00000559610
ABCF2		ENSG00000033050	ENST00000889552	ENSP00000559611
ABCF2		ENSG00000033050	ENST00000889553	ENSP00000559612
ABCF2		ENSG00000033050	ENST00000889554	ENSP00000559613
ABCF2		ENSG00000033050	ENST00000889555	ENSP00000559614
ABCF2		ENSG00000033050	ENST00000889556	ENSP00000559615
ABCF2		ENSG00000033050	ENST00000926792	ENSP00000596851
ABCF2		ENSG00000033050	ENST00000926793	ENSP00000596852
ABCF2		ENSG00000033050	ENST00000926794	ENSP00000596853
ABCF2		ENSG00000033050	ENST00000926795	ENSP00000596854
ABCF2		ENSG00000033050	ENST00000970627	ENSP00000640686
ABCF2		ENSG00000033050	ENST00000970628	ENSP00000640687
OPA1	O60313	ENSG00000198836	ENST00000361828	ENSP00000354429
OPA1	O60313	ENSG00000198836	ENST00000361510	ENSP00000355324
PSMD11	O00231	ENSG00000108671	ENST00000649012	ENSP00000497128
OPA1	O60313	ENSG00000198836	ENST00000361908	ENSP00000354681
PSMD11	O00231	ENSG00000108671	ENST00000457654	ENSP00000393185
OPA1		ENSG00000198836	ENST00000644595	ENSP00000494121
PSMD11		ENSG00000108671	ENST00000579451	ENSP00000464434
OPA1		ENSG00000198836	ENST00000646277	ENSP00000495289
MUS81		ENSG00000172732	ENST00000529857	ENSP00000431979
OPA1		ENSG00000198836	ENST00000642445	ENSP00000495535
PSMD11	O00231	ENSG00000108671	ENST00000261712	ENSP00000261712
PSMD11		ENSG00000108671	ENST00000580904	ENSP00000463728
PSMD11		ENSG00000108671	ENST00000584340	ENSP00000464475
OPA1		ENSG00000198836	ENST00000643737	ENSP00000494210
OPA1		ENSG00000198836	ENST00000644841	ENSP00000493988
PSMD11		ENSG00000108671	ENST00000899312	ENSP00000569371
PSMD11		ENSG00000108671	ENST00000899313	ENSP00000569372
OPA1		ENSG00000198836	ENST00000392436	ENSP00000376231
PSMD11		ENSG00000108671	ENST00000899314	ENSP00000569373
PSMD11		ENSG00000108671	ENST00000899315	ENSP00000569374
OPA1		ENSG00000198836	ENST00000646085	ENSP00000494509
PSMD11		ENSG00000108671	ENST00000899316	ENSP00000569375
PSMD11		ENSG00000108671	ENST00000899317	ENSP00000569376
OPA1		ENSG00000198836	ENST00000643329	ENSP00000493673
PSMD11		ENSG00000108671	ENST00000899318	ENSP00000569377
OPA1	O60313	ENSG00000198836	ENST00000646793	ENSP00000494512
PSMD11		ENSG00000108671	ENST00000899319	ENSP00000569378
PSMD11		ENSG00000108671	ENST00000899320	ENSP00000569379
PSMD11		ENSG00000108671	ENST00000925957	ENSP00000596016
PSMD11		ENSG00000108671	ENST00000925958	ENSP00000596017
OPA1	O60313	ENSG00000198836	ENST00000392437	ENSP00000376232
PSMD11		ENSG00000108671	ENST00000925959	ENSP00000596018
PSMD11		ENSG00000108671	ENST00000925960	ENSP00000596019
OPA1		ENSG00000198836	ENST00000419435	ENSP00000399877
PSMD11		ENSG00000108671	ENST00000925961	ENSP00000596020
OPA1		ENSG00000198836	ENST00000645553	ENSP00000494725
PSMD11		ENSG00000108671	ENST00000925962	ENSP00000596021
OPA1		ENSG00000198836	ENST00000642593	ENSP00000494273
PSMD11		ENSG00000108671	ENST00000925963	ENSP00000596022
PSMD11		ENSG00000108671	ENST00000925964	ENSP00000596023
OPA1		ENSG00000198836	ENST00000644959	ENSP00000495943
PSMD11		ENSG00000108671	ENST00000925965	ENSP00000596024
OPA1		ENSG00000198836	ENST00000642289	ENSP00000494736
PSMD11		ENSG00000108671	ENST00000925966	ENSP00000596025
PSMD11		ENSG00000108671	ENST00000925967	ENSP00000596026
OPA1		ENSG00000198836	ENST00000646699	ENSP00000493913
PSMD11		ENSG00000108671	ENST00000925968	ENSP00000596027
PSMD11		ENSG00000108671	ENST00000925969	ENSP00000596028
OPA1		ENSG00000198836	ENST00000644629	ENSP00000494015
PSMD11		ENSG00000108671	ENST00000925970	ENSP00000596029
OPA1		ENSG00000198836	ENST00000434811	ENSP00000409084
PSMD11		ENSG00000108671	ENST00000925971	ENSP00000596030
PSMD11		ENSG00000108671	ENST00000925972	ENSP00000596031
PSMD11		ENSG00000108671	ENST00000925973	ENSP00000596032
MUS81		ENSG00000172732	ENST00000533035	ENSP00000432287
PSMD11		ENSG00000108671	ENST00000966387	ENSP00000636446
OPA1		ENSG00000198836	ENST00000646544	ENSP00000495028
PSMD11		ENSG00000108671	ENST00000966388	ENSP00000636447
PSMD11		ENSG00000108671	ENST00000966389	ENSP00000636448
MUS81	Q96NY9	ENSG00000172732	ENST00000308110	ENSP00000307853
PSMD11		ENSG00000108671	ENST00000966390	ENSP00000636449
OPA1		ENSG00000198836	ENST00000445863	ENSP00000398358
MUS81		ENSG00000172732	ENST00000525768	ENSP00000431478
PSMD11		ENSG00000108671	ENST00000966391	ENSP00000636450
OPA1		ENSG00000198836	ENST00000429164	ENSP00000411699
PSMD11		ENSG00000108671	ENST00000966392	ENSP00000636451
PSMD11		ENSG00000108671	ENST00000966393	ENSP00000636452
OPA1		ENSG00000198836	ENST00000361715	ENSP00000355311
MUS81		ENSG00000172732	ENST00000524647	ENSP00000433473
OPA1	O60313	ENSG00000198836	ENST00000361150	ENSP00000354781
MUS81		ENSG00000172732	ENST00000529374	ENSP00000434305
OPA1		ENSG00000198836	ENST00000890752	ENSP00000560811
OPA1		ENSG00000198836	ENST00000890753	ENSP00000560812
OPA1		ENSG00000198836	ENST00000890754	ENSP00000560813
MUS81		ENSG00000172732	ENST00000530111	ENSP00000433809
OPA1		ENSG00000198836	ENST00000890755	ENSP00000560814
OPA1		ENSG00000198836	ENST00000890756	ENSP00000560815
OPA1		ENSG00000198836	ENST00000890757	ENSP00000560816
OPA1		ENSG00000198836	ENST00000925500	ENSP00000595559
OPA1		ENSG00000198836	ENST00000968579	ENSP00000638638
MUS81		ENSG00000172732	ENST00000529742	ENSP00000435277
MUS81		ENSG00000172732	ENST00000907324	ENSP00000577383
OPA1		ENSG00000198836	ENST00000968580	ENSP00000638639
MUS81		ENSG00000172732	ENST00000971503	ENSP00000641562
OPA1		ENSG00000198836	ENST00000968581	ENSP00000638640
MUS81		ENSG00000172732	ENST00000971504	ENSP00000641563
OPA1		ENSG00000198836	ENST00000968582	ENSP00000638641
OPA1		ENSG00000198836	ENST00000968583	ENSP00000638642
OPA1		ENSG00000198836	ENST00000968584	ENSP00000638643
BRAT1	Q6PJG6	ENSG00000106009	ENST00000340611	ENSP00000339637
OPA1		ENSG00000198836	ENST00000968585	ENSP00000638644
OPA1		ENSG00000198836	ENST00000968586	ENSP00000638645
BRAT1		ENSG00000106009	ENST00000421712	ENSP00000409209
BRAT1		ENSG00000106009	ENST00000890462	ENSP00000560521
BRAT1		ENSG00000106009	ENST00000890463	ENSP00000560522
BRAT1		ENSG00000106009	ENST00000890464	ENSP00000560523
BRAT1		ENSG00000106009	ENST00000890465	ENSP00000560524
BRAT1		ENSG00000106009	ENST00000890466	ENSP00000560525
BRAT1		ENSG00000106009	ENST00000890467	ENSP00000560526
BRAT1		ENSG00000106009	ENST00000890468	ENSP00000560527
BRAT1		ENSG00000106009	ENST00000890469	ENSP00000560528
BRAT1		ENSG00000106009	ENST00000890470	ENSP00000560529
BRAT1		ENSG00000106009	ENST00000890471	ENSP00000560530
BRAT1		ENSG00000106009	ENST00000890472	ENSP00000560531
BRAT1		ENSG00000106009	ENST00000890473	ENSP00000560532
BRAT1		ENSG00000106009	ENST00000890474	ENSP00000560533
BRAT1		ENSG00000106009	ENST00000890475	ENSP00000560534
BRAT1		ENSG00000106009	ENST00000890476	ENSP00000560535
BRAT1		ENSG00000106009	ENST00000890477	ENSP00000560536
BRAT1		ENSG00000106009	ENST00000890478	ENSP00000560537
INPP5K	Q9BT40	ENSG00000132376	ENST00000421807	ENSP00000413937
BRAT1		ENSG00000106009	ENST00000890479	ENSP00000560538
BRAT1		ENSG00000106009	ENST00000890480	ENSP00000560539
BRAT1		ENSG00000106009	ENST00000890481	ENSP00000560540
BRAT1		ENSG00000106009	ENST00000890482	ENSP00000560541
BRAT1		ENSG00000106009	ENST00000890483	ENSP00000560542
BRAT1		ENSG00000106009	ENST00000890484	ENSP00000560543
BRAT1		ENSG00000106009	ENST00000917319	ENSP00000587378
BRAT1		ENSG00000106009	ENST00000917320	ENSP00000587379
BRAT1		ENSG00000106009	ENST00000917321	ENSP00000587380
BRAT1		ENSG00000106009	ENST00000917322	ENSP00000587381
BRAT1		ENSG00000106009	ENST00000917323	ENSP00000587382
BRAT1		ENSG00000106009	ENST00000917324	ENSP00000587383
INPP5K	Q9BT40	ENSG00000132376	ENST00000406424	ENSP00000385177
BRAT1		ENSG00000106009	ENST00000917325	ENSP00000587384
BRAT1		ENSG00000106009	ENST00000917326	ENSP00000587385
INPP5K	Q9BT40	ENSG00000132376	ENST00000320345	ENSP00000318476
BRAT1		ENSG00000106009	ENST00000917327	ENSP00000587386
BRAT1		ENSG00000106009	ENST00000917328	ENSP00000587387
BRAT1		ENSG00000106009	ENST00000917329	ENSP00000587388
BRAT1		ENSG00000106009	ENST00000917330	ENSP00000587389
INPP5K		ENSG00000132376	ENST00000350761	ENSP00000254712
BRAT1		ENSG00000106009	ENST00000970712	ENSP00000640771
BRAT1		ENSG00000106009	ENST00000970713	ENSP00000640772
INPP5K		ENSG00000132376	ENST00000574561	ENSP00000461105
BRAT1		ENSG00000106009	ENST00000970714	ENSP00000640773
BRAT1		ENSG00000106009	ENST00000970715	ENSP00000640774
INPP5K		ENSG00000132376	ENST00000449479	ENSP00000413259
BRAT1		ENSG00000106009	ENST00000970716	ENSP00000640775
BRAT1		ENSG00000106009	ENST00000970717	ENSP00000640776
INPP5K		ENSG00000132376	ENST00000575172	ENSP00000459758
BRAT1		ENSG00000106009	ENST00000970718	ENSP00000640777
BRAT1		ENSG00000106009	ENST00000970719	ENSP00000640778
INPP5K		ENSG00000132376	ENST00000576646	ENSP00000466632
INPP5K		ENSG00000132376	ENST00000573790	ENSP00000461846
INPP5K		ENSG00000132376	ENST00000571274	ENSP00000458413
INPP5K		ENSG00000132376	ENST00000445774	ENSP00000389334
INPP5K		ENSG00000132376	ENST00000477910	ENSP00000467376
INPP5K		ENSG00000132376	ENST00000498390	ENSP00000466929
INPP5K		ENSG00000132376	ENST00000574955	ENSP00000459029
INPP5K		ENSG00000132376	ENST00000898971	ENSP00000569030
INPP5K		ENSG00000132376	ENST00000898972	ENSP00000569031
INPP5K		ENSG00000132376	ENST00000898973	ENSP00000569032
INPP5K		ENSG00000132376	ENST00000898974	ENSP00000569033
INPP5K		ENSG00000132376	ENST00000923268	ENSP00000593327
INPP5K		ENSG00000132376	ENST00000966406	ENSP00000636465
INPP5K		ENSG00000132376	ENST00000966407	ENSP00000636466
TRIM56	Q9BRZ2	ENSG00000169871	ENST00000306085	ENSP00000305161
TRIM56		ENSG00000169871	ENST00000412507	ENSP00000404186
TRIM56		ENSG00000169871	ENST00000467847	ENSP00000486217
TRIM56		ENSG00000169871	ENST00000877458	ENSP00000547517
TRIM56		ENSG00000169871	ENST00000877459	ENSP00000547518
TRIM56		ENSG00000169871	ENST00000877460	ENSP00000547519
TRIM56		ENSG00000169871	ENST00000877461	ENSP00000547520
TRIM56		ENSG00000169871	ENST00000877462	ENSP00000547521
TRIM56		ENSG00000169871	ENST00000877463	ENSP00000547522
TRIM56		ENSG00000169871	ENST00000877464	ENSP00000547523
TRIM56		ENSG00000169871	ENST00000877465	ENSP00000547524
TRIM56		ENSG00000169871	ENST00000877466	ENSP00000547525
TRIM56		ENSG00000169871	ENST00000877467	ENSP00000547526
TRIM56		ENSG00000169871	ENST00000877468	ENSP00000547527
TRIM56		ENSG00000169871	ENST00000877469	ENSP00000547528
TRIM56		ENSG00000169871	ENST00000971054	ENSP00000641112
TRIM56		ENSG00000169871	ENST00000971055	ENSP00000641113
EIF2AK1	Q9BQI3	ENSG00000086232	ENST00000199389	ENSP00000199389
EIF2AK1		ENSG00000086232	ENST00000422786	ENSP00000392734
EIF2AK1		ENSG00000086232	ENST00000431744	ENSP00000392459
EIF2AK1		ENSG00000086232	ENST00000446699	ENSP00000397590
EIF2AK1		ENSG00000086232	ENST00000858513	ENSP00000528572
EIF2AK1		ENSG00000086232	ENST00000858514	ENSP00000528573
EIF2AK1		ENSG00000086232	ENST00000858515	ENSP00000528574
EIF2AK1		ENSG00000086232	ENST00000858516	ENSP00000528575
EIF2AK1		ENSG00000086232	ENST00000858517	ENSP00000528576
EIF2AK1		ENSG00000086232	ENST00000858518	ENSP00000528577
EIF2AK1		ENSG00000086232	ENST00000858519	ENSP00000528578
EIF2AK1		ENSG00000086232	ENST00000858520	ENSP00000528579
EIF2AK1		ENSG00000086232	ENST00000858521	ENSP00000528580
EIF2AK1		ENSG00000086232	ENST00000858522	ENSP00000528581
EIF2AK1		ENSG00000086232	ENST00000858523	ENSP00000528582
EIF2AK1		ENSG00000086232	ENST00000858524	ENSP00000528583
EIF2AK1		ENSG00000086232	ENST00000858525	ENSP00000528584
EIF2AK1		ENSG00000086232	ENST00000858526	ENSP00000528585
EIF2AK1		ENSG00000086232	ENST00000858527	ENSP00000528586
EIF2AK1		ENSG00000086232	ENST00000858528	ENSP00000528587
EIF2AK1		ENSG00000086232	ENST00000858529	ENSP00000528588
EIF2AK1		ENSG00000086232	ENST00000971157	ENSP00000641216
C11orf58		ENSG00000110696	ENST00000524439	ENSP00000432207
C11orf58	O00193	ENSG00000110696	ENST00000228136	ENSP00000228136
C11orf58		ENSG00000110696	ENST00000528634	ENSP00000431237
C11orf58		ENSG00000110696	ENST00000525684	ENSP00000432534
C11orf58		ENSG00000110696	ENST00000908021	ENSP00000578080
C11orf58		ENSG00000110696	ENST00000908022	ENSP00000578081
C11orf58		ENSG00000110696	ENST00000908023	ENSP00000578082
C11orf58		ENSG00000110696	ENST00000917286	ENSP00000587345
C11orf58		ENSG00000110696	ENST00000917287	ENSP00000587346
C11orf58		ENSG00000110696	ENST00000917288	ENSP00000587347
C11orf58		ENSG00000110696	ENST00000917289	ENSP00000587348
C11orf58		ENSG00000110696	ENST00000917290	ENSP00000587349
C11orf58		ENSG00000110696	ENST00000917291	ENSP00000587350
C11orf58		ENSG00000110696	ENST00000917292	ENSP00000587351
C11orf58		ENSG00000110696	ENST00000917293	ENSP00000587352
C11orf58		ENSG00000110696	ENST00000971722	ENSP00000641781
UBA3	Q8TBC4	ENSG00000144744	ENST00000361055	ENSP00000354340
UBA3		ENSG00000144744	ENST00000415609	ENSP00000400294
UBA3	Q8TBC4	ENSG00000144744	ENST00000349511	ENSP00000340041
UBA3		ENSG00000144744	ENST00000461934	ENSP00000417547
UBA3		ENSG00000144744	ENST00000465627	ENSP00000419077
UBA3		ENSG00000144744	ENST00000630585	ENSP00000486985
UBA3		ENSG00000144744	ENST00000854659	ENSP00000524718
UBA3		ENSG00000144744	ENST00000854660	ENSP00000524719
UBA3		ENSG00000144744	ENST00000854661	ENSP00000524720
UBA3		ENSG00000144744	ENST00000854662	ENSP00000524721
UBA3		ENSG00000144744	ENST00000854663	ENSP00000524722
UBA3		ENSG00000144744	ENST00000854664	ENSP00000524723
UBA3		ENSG00000144744	ENST00000854665	ENSP00000524724
UBA3		ENSG00000144744	ENST00000854666	ENSP00000524725
UBA3		ENSG00000144744	ENST00000854667	ENSP00000524726
UBA3		ENSG00000144744	ENST00000854668	ENSP00000524727
UBA3		ENSG00000144744	ENST00000931269	ENSP00000601328
UBA3		ENSG00000144744	ENST00000968747	ENSP00000638806
UBA3		ENSG00000144744	ENST00000968748	ENSP00000638807
UBA3		ENSG00000144744	ENST00000968749	ENSP00000638808
UBA3		ENSG00000144744	ENST00000968750	ENSP00000638809
UBA3		ENSG00000144744	ENST00000968751	ENSP00000638810
UBA3		ENSG00000144744	ENST00000968752	ENSP00000638811
UBA3		ENSG00000144744	ENST00000968753	ENSP00000638812
HSPA8	P11142	ENSG00000109971	ENST00000532636	ENSP00000437125
HSPA8		ENSG00000109971	ENST00000533540	ENSP00000437189
HSPA8	P11142	ENSG00000109971	ENST00000534624	ENSP00000432083
HSPA8	P11142	ENSG00000109971	ENST00000453788	ENSP00000404372
HSPA8	P11142	ENSG00000109971	ENST00000227378	ENSP00000227378
HSPA8		ENSG00000109971	ENST00000534319	ENSP00000433316
HSPA8		ENSG00000109971	ENST00000526110	ENSP00000433584
HSPA8		ENSG00000109971	ENST00000524552	ENSP00000435908
HSPA8		ENSG00000109971	ENST00000526686	ENSP00000435019
HSPA8		ENSG00000109971	ENST00000528292	ENSP00000432884
HSPA8		ENSG00000109971	ENST00000525463	ENSP00000436762
HSPA8		ENSG00000109971	ENST00000525624	ENSP00000435154
HSPA8		ENSG00000109971	ENST00000534567	ENSP00000431641
HSPA8		ENSG00000109971	ENST00000527387	ENSP00000436183
HSPA8		ENSG00000109971	ENST00000532182	ENSP00000434415
HSPA8		ENSG00000109971	ENST00000524590	ENSP00000434565
HSPA8		ENSG00000109971	ENST00000530391	ENSP00000434851
HSPA8		ENSG00000109971	ENST00000876974	ENSP00000547033
HSPA8		ENSG00000109971	ENST00000876975	ENSP00000547034
HSPA8		ENSG00000109971	ENST00000876976	ENSP00000547035
HSPA8		ENSG00000109971	ENST00000935611	ENSP00000605670
HSPA8		ENSG00000109971	ENST00000935612	ENSP00000605671
HSPA8		ENSG00000109971	ENST00000935613	ENSP00000605672
HSPA8		ENSG00000109971	ENST00000935614	ENSP00000605673
HSPA8		ENSG00000109971	ENST00000935615	ENSP00000605674
HSPA8		ENSG00000109971	ENST00000935616	ENSP00000605675
HSPA8		ENSG00000109971	ENST00000935617	ENSP00000605676
HSPA8		ENSG00000109971	ENST00000971745	ENSP00000641804
HSPA8		ENSG00000109971	ENST00000971746	ENSP00000641805
HSPA8		ENSG00000109971	ENST00000971747	ENSP00000641806
STAMBP	O95630	ENSG00000124356	ENST00000339566	ENSP00000344742
STAMBP		ENSG00000124356	ENST00000683349	ENSP00000507807
STAMBP		ENSG00000124356	ENST00000682157	ENSP00000507848
