HGNC symbol	Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name
LSM2	ENSG00000172850	3053222	3062802	HSCHR6_MHC_QBL_CTG1
LSM2	ENSG00000225998	3139285	3148874	HSCHR6_MHC_MCF_CTG1
LSM2	ENSG00000204392	31797392	31806987	6
LSM3	ENSG00000170860	14178801	14201122	3
LSM4	ENSG00000130520	18306231	18323112	19
LSM5	ENSG00000106355	32485338	32495283	7
LSM6	ENSG00000164167	146175685	146204436	4
LSM7	ENSG00000130332	2321520	2328612	19
LSS	ENSG00000281289	49511	80942	HSCHR21_5_CTG2
LSS	ENSG00000160285	46188141	46228840	21
LTV1	ENSG00000135521	143843326	143863812	6
LUC7L2	ENSG00000146963	139340359	139425496	7
LUC7L3	ENSG00000108848	50719565	50756219	17
LYRM1	ENSG00000102897	20899821	20925011	16
LYRM4	ENSG00000214113	5102595	5260950	6
LYSMD1	ENSG00000163155	151159748	151165948	1
LYSMD3	ENSG00000176018	90515611	90529596	5
LYSMD4	ENSG00000183060	99715697	99733561	15
LZTR1	ENSG00000099949	20982223	20999035	22
M6PR	ENSG00000003056	8940358	8951856	12
MAD2L1BP	ENSG00000124688	43629494	43640955	6
MAD2L2	ENSG00000116670	11657230	11692605	1
MAEA	ENSG00000090316	1289876	1340147	4
MAGED1	ENSG00000179222	51803007	51902357	X
MAGEF1	ENSG00000177383	184710364	184712064	3
MAGOH	ENSG00000162385	53226890	53238621	1
MAGT1	ENSG00000102158	77825747	77899271	X
MAK16	ENSG00000198042	33484696	33501262	8
MALSU1	ENSG00000156928	23298739	23311729	7
MAN1A2	ENSG00000198162	117367449	117528872	1
MAN1B1	ENSG00000177239	137086857	137109189	9
MAN2A2	ENSG00000196547	90902218	90922585	15
MAN2B2	ENSG00000013288	6575174	6623362	4
MAN2C1	ENSG00000140400	75355207	75368656	15
MAP1LC3B2	ENSG00000258102	116548105	116576606	12
MAP2K1	ENSG00000169032	66386825	66491656	15
MAP2K2	ENSG00000126934	4090317	4124216	19
MAP2K5	ENSG00000137764	67542611	67807123	15
MAP3K7	ENSG00000135341	90513573	90587093	6
MAP4K4	ENSG00000071054	101696850	101894690	2
MAPK1	ENSG00000100030	21755537	21867680	22
MAPK1IP1L	ENSG00000168175	55051647	55070194	14
MAPK6	ENSG00000069956	51952106	52067375	15
MAPK8	ENSG00000107643	48306639	48439360	10
MAPK9	ENSG00000050748	180233143	180292099	5
MAPKAP1	ENSG00000119487	125437393	125707266	9
MAPKAPK2	ENSG00000162889	206684886	206734284	1
MAPKAPK5	ENSG00000089022	111842013	111902222	12
MAPRE2	ENSG00000166974	34976928	35143470	18
MARK3	ENSG00000075413	103385361	103503831	14
MARK4	ENSG00000007047	45079288	45305284	19
MARS2	ENSG00000247626	197705369	197708395	2
MAT2B	ENSG00000038274	163503114	163519558	5
MAVS	ENSG00000088888	3842694	3876123	20
MAX	ENSG00000125952	65006174	65102695	14
MAZ	ENSG00000103495	29806106	29811164	16
MBD1	ENSG00000141644	50266746	50281846	18
MBD2	ENSG00000134046	54151606	54224669	18
MBD3	ENSG00000071655	1573596	1592869	19
MBD4	ENSG00000129071	129430947	129440543	3
MBLAC1	ENSG00000214309	100126694	100128498	7
MBNL2	ENSG00000139793	97221434	97394121	13
MBTPS1	ENSG00000140943	84053761	84116942	16
MBTPS2	ENSG00000012174	21839610	21885423	X
MCAT	ENSG00000100294	43132209	43143398	22
MCCC1	ENSG00000078070	183015218	183116075	3
MCEE	ENSG00000124370	71109684	71130279	2
MCFD2	ENSG00000180398	46901870	46941855	2
MCM3AP	ENSG00000160294	46235133	46286297	21
MCM7	ENSG00000166508	100092233	100101940	7
MCMBP	ENSG00000197771	119829060	119892556	10
MCOLN1	ENSG00000090674	7522611	7534009	19
MCPH1	ENSG00000147316	6406592	6648508	8
MCRS1	ENSG00000187778	49556544	49568145	12
MCTS1	ENSG00000232119	120594010	120621159	X
MCU	ENSG00000156026	72692110	72887694	10
MDC1	ENSG00000234012	2029312	2047393	HSCHR6_MHC_APD_CTG1
MDC1	ENSG00000225589	1955659	1973740	HSCHR6_MHC_DBB_CTG1
MDC1	ENSG00000224587	2179547	2197629	HSCHR6_MHC_COX_CTG1
MDC1	ENSG00000231135	2000593	2018675	HSCHR6_MHC_SSTO_CTG1
MDC1	ENSG00000237095	2043883	2061964	HSCHR6_MHC_MCF_CTG1
MDC1	ENSG00000228575	2010059	2028140	HSCHR6_MHC_MANN_CTG1
MDC1	ENSG00000206481	1954920	1973001	HSCHR6_MHC_QBL_CTG1
MDC1	ENSG00000137337	30699807	30717562	6
MDP1	ENSG00000285200	514921	517048	HG1_PATCH
MDP1	ENSG00000213920	24213943	24216070	14
ME2	ENSG00000082212	50878819	50954257	18
MEAF6	ENSG00000163875	37489993	37514806	1
MECP2	ENSG00000169057	154021573	154137103	X
MED10	ENSG00000291745	74048	80745	HG2476_PATCH
MED10	ENSG00000133398	6371874	6378571	5
MED11	ENSG00000161920	4731428	4733608	17
MED13	ENSG00000108510	61942605	62065278	17
MED14	ENSG00000180182	40648305	40735877	X
MED16	ENSG00000282092	46856	60469	HSCHR19_5_CTG2
MED16	ENSG00000175221	867630	893218	19
MED19	ENSG00000156603	57703710	57712259	11
MED20	ENSG00000124641	41905354	41921139	6
MED21	ENSG00000152944	27022546	27066343	12
MED24	ENSG00000008838	40019097	40061215	17
MED29	ENSG00000063322	39391303	39400641	19
MED31	ENSG00000108590	6643311	6651634	17
MED4	ENSG00000136146	48053323	48095131	13
MED6	ENSG00000133997	70581257	70600690	14
MED7	ENSG00000155868	157137424	157159019	5
MED8	ENSG00000159479	43383917	43389808	1
MEF2A	ENSG00000068305	99565404	99716488	15
MEMO1	ENSG00000162959	31865060	32011230	2
MEN1	ENSG00000133895	64803510	64811294	11
MEPCE	ENSG00000146834	100428322	100434126	7
METAP1	ENSG00000164024	98995359	99063443	4
METAP2	ENSG00000111142	95473520	95515839	12
METRN	ENSG00000103260	715118	719655	16
METTL13	ENSG00000010165	171781660	171814023	1
METTL14	ENSG00000145388	118685387	118715433	4
METTL16	ENSG00000127804	2405562	2511891	17
METTL17	ENSG00000165792	20989973	20997035	14
METTL18	ENSG00000171806	169792529	169794991	1
METTL21A	ENSG00000144401	207580631	207626256	2
METTL23	ENSG00000181038	76725981	76733936	17
METTL2A	ENSG00000087995	62423875	62453385	17
METTL2B	ENSG00000165055	128476729	128506602	7
METTL3	ENSG00000165819	21498128	21511362	14
METTL5	ENSG00000138382	169810081	169824931	2
MFAP1	ENSG00000140259	43804492	43824733	15
MFAP3	ENSG00000037749	154038959	154220478	5
MFF	ENSG00000168958	227325151	227361188	2
MFN1	ENSG00000171109	179346952	179394940	3
MFSD11	ENSG00000092931	76735865	76781449	17
MFSD12	ENSG00000161091	3538261	3574290	19
MFSD3	ENSG00000167700	144509070	144511213	8
MFSD5	ENSG00000182544	53251251	53254406	12
MGAT2	ENSG00000168282	49620799	49623481	14
MGAT4B	ENSG00000284501	563170	572521	HG30_PATCH
MGAT4B	ENSG00000161013	179797597	179806979	5
MGME1	ENSG00000125871	17968213	17991136	20
MGMT	ENSG00000170430	129466679	129770983	10
MGRN1	ENSG00000102858	4616493	4690977	16
MGST3	ENSG00000143198	165630874	165661796	1
MIA3	ENSG00000154305	222618090	222668007	1
MIB1	ENSG00000101752	21704957	21870953	18
MICALL1	ENSG00000100139	37905657	37942822	22
MICU1	ENSG00000107745	72367328	72626134	10
MID1IP1	ENSG00000165175	38801417	38806537	X
MIDN	ENSG00000167470	1248331	1259145	19
MIEN1	ENSG00000141741	39728496	39730555	17
MIER1	ENSG00000198160	66924895	66988619	1
MIF	ENSG00000276701	130366	131589	HSCHR22_1_CTG7
MIF	ENSG00000240972	23894372	23895227	22
MIF4GD	ENSG00000125457	75266228	75271237	17
MIIP	ENSG00000116691	12019466	12032046	1
MIS12	ENSG00000167842	5486285	5490816	17
MITD1	ENSG00000158411	99161427	99181058	2
MKKS	ENSG00000125863	10401009	10434222	20
MKLN1	ENSG00000128585	131110096	131496632	7
MKNK1	ENSG00000079277	46557407	46616843	1
MKRN2	ENSG00000075975	12557020	12586208	3
MLEC	ENSG00000110917	120687125	120704282	12
MLF2	ENSG00000089693	6747986	6768932	12
MLH1	ENSG00000076242	36993226	37050896	3
MLLT1	ENSG00000130382	6210377	6279975	19
MLLT10	ENSG00000078403	21524617	21743630	10
MLST8	ENSG00000167965	2204248	2209453	16
MLX	ENSG00000108788	42567072	42573239	17
MMAA	ENSG00000151611	145599042	145660033	4
MMADHC	ENSG00000168288	149569634	149587812	2
MMS19	ENSG00000155229	97458083	97499500	10
MNAT1	ENSG00000020426	60734742	60969965	14
MOB4	ENSG00000115540	197515571	197553699	2
MOGS	ENSG00000115275	74461057	74465410	2
MON1A	ENSG00000164077	49907160	49930173	3
MON2	ENSG00000061987	62466799	62600476	12
MORC2	ENSG00000133422	30925130	30969082	22
MORF4L2	ENSG00000123562	103675360	103688158	X
MOSPD1	ENSG00000101928	134887613	134915470	X
MPC2	ENSG00000143158	167916675	167937502	1
MPDU1	ENSG00000129255	7583529	7592789	17
MPG	ENSG00000103152	77007	85851	16
MPHOSPH10	ENSG00000124383	71130310	71150101	2
MPI	ENSG00000178802	74890005	74902219	15
MPLKIP	ENSG00000168303	40126027	40134622	7
MPND	ENSG00000008382	4343527	4360086	19
MPPE1	ENSG00000154889	11882622	11909180	18
MPV17L2	ENSG00000254858	18193218	18196948	19
MRFAP1	ENSG00000179010	6640091	6642729	4
MRFAP1L1	ENSG00000178988	6707693	6709923	4
MRI1	ENSG00000037757	13764522	13774282	19
MRM1	ENSG00000274853	837066	844472	HSCHR17_7_CTG4
MRM1	ENSG00000278619	36601583	36608971	17
MRPL1	ENSG00000169288	77862826	77952791	4
MRPL10	ENSG00000159111	47823272	47831541	17
MRPL11	ENSG00000174547	66435075	66466738	11
MRPL12	ENSG00000262814	81703367	81707517	17
MRPL13	ENSG00000172172	120380761	120445402	8
MRPL14	ENSG00000180992	44112290	44128724	6
MRPL15	ENSG00000137547	54135183	54149588	8
MRPL16	ENSG00000166902	59806140	59810779	11
MRPL17	ENSG00000158042	6680385	6683401	11
MRPL18	ENSG00000112110	159789812	159799027	6
MRPL19	ENSG00000115364	75646783	75690851	2
MRPL2	ENSG00000112651	43054029	43059449	6
MRPL20	ENSG00000242485	1401908	1407306	1
MRPL21	ENSG00000197345	68891276	68903835	11
MRPL22	ENSG00000082515	154941073	154969411	5
MRPL23	ENSG00000288141	139800	177044	HG28_PATCH
MRPL23	ENSG00000214026	1947278	1986375	11
MRPL24	ENSG00000143314	156737294	156741590	1
MRPL27	ENSG00000108826	50367857	50373207	17
MRPL28	ENSG00000086504	365916	371289	16
MRPL3	ENSG00000114686	131462202	131502983	3
MRPL30	ENSG00000185414	99181111	99199561	2
MRPL32	ENSG00000106591	42932346	42948958	7
MRPL33	ENSG00000243147	27771717	27988087	2
MRPL35	ENSG00000132313	86199355	86213790	2
MRPL36	ENSG00000171421	1798381	1802001	5
MRPL37	ENSG00000116221	54184041	54225464	1
MRPL38	ENSG00000204316	75898643	75905093	17
MRPL4	ENSG00000105364	10251901	10260060	19
MRPL40	ENSG00000185608	19432467	19436077	22
MRPL41	ENSG00000182154	137551879	137552555	9
MRPL42	ENSG00000198015	93467490	93516214	12
MRPL43	ENSG00000055950	100969458	100990450	10
MRPL44	ENSG00000135900	223957403	223969078	2
MRPL45	ENSG00000277936	2332054	2358166	HSCHR17_7_CTG4
MRPL45	ENSG00000278845	38297023	38323218	17
MRPL46	ENSG00000259494	88459468	88467420	15
MRPL47	ENSG00000136522	179582420	179604659	3
MRPL48	ENSG00000175581	73787872	73865133	11
MRPL49	ENSG00000149792	65122183	65127371	11
MRPL50	ENSG00000136897	101387633	101398618	9
MRPL51	ENSG00000111639	6491886	6493846	12
MRPL52	ENSG00000172590	22829875	22835037	14
MRPL53	ENSG00000204822	74471982	74472687	2
MRPL54	ENSG00000183617	3762672	3768575	19
MRPL55	ENSG00000162910	228105949	228109358	1
MRPL9	ENSG00000143436	151759647	151763496	1
MRPS10	ENSG00000048544	42206694	42217881	6
MRPS11	ENSG00000181991	88467421	88480776	15
MRPS12	ENSG00000283018	340220	342834	HG26_PATCH
MRPS12	ENSG00000128626	38930923	38933183	19
MRPS14	ENSG00000120333	175010789	175023432	1
MRPS15	ENSG00000116898	36455718	36464418	1
MRPS16	ENSG00000182180	73248843	73252693	10
MRPS17	ENSG00000239789	55950705	55956500	7
MRPS18A	ENSG00000096080	43671202	43687800	6
MRPS18B	ENSG00000233813	1873539	1882225	HSCHR6_MHC_DBB_CTG1
MRPS18B	ENSG00000227420	2097433	2106119	HSCHR6_MHC_COX_CTG1
MRPS18B	ENSG00000223775	1918467	1927153	HSCHR6_MHC_SSTO_CTG1
MRPS18B	ENSG00000229861	1961757	1970443	HSCHR6_MHC_MCF_CTG1
MRPS18B	ENSG00000203624	1872797	1881483	HSCHR6_MHC_QBL_CTG1
MRPS18B	ENSG00000226111	1927938	1936624	HSCHR6_MHC_MANN_CTG1
MRPS18B	ENSG00000204568	30617823	30626398	6
MRPS18C	ENSG00000163319	83455932	83470428	4
MRPS2	ENSG00000122140	135499984	135504673	9
MRPS21	ENSG00000266472	150293854	150308981	1
MRPS22	ENSG00000175110	139005806	139360497	3
MRPS23	ENSG00000181610	57834781	57850076	17
MRPS24	ENSG00000062582	43866557	43869893	7
MRPS25	ENSG00000131368	15009611	15065339	3
MRPS26	ENSG00000125901	3046041	3048254	20
MRPS27	ENSG00000113048	72214953	72321717	5
MRPS28	ENSG00000147586	79918401	80030304	8
MRPS30	ENSG00000112996	44808947	44820428	5
MRPS31	ENSG00000102738	40729128	40771351	13
MRPS33	ENSG00000090263	141002610	141015228	7
MRPS34	ENSG00000074071	1771890	1773158	16
MRPS35	ENSG00000061794	27710801	27756301	12
MRPS5	ENSG00000144029	95085369	95122006	2
MRPS6	ENSG00000243927	34073224	34362252	21
MRPS7	ENSG00000125445	75261670	75270708	17
MRPS9	ENSG00000135972	105038025	105099960	2
MRRF	ENSG00000148187	122264603	122331337	9
MRS2	ENSG00000124532	24402908	24426194	6
MRTO4	ENSG00000053372	19251796	19260128	1
MSANTD3	ENSG00000066697	100426693	100451734	9
MSH3	ENSG00000113318	80654650	80877147	5
MSH6	ENSG00000116062	47695530	47810109	2
MSL3	ENSG00000005302	11758159	11775772	X
MSMP	ENSG00000215183	35752990	35756613	9
MSRA	ENSG00000285250	2918137	3294116	HG76_PATCH
MSRA	ENSG00000175806	10054278	10428897	8
MSRB2	ENSG00000148450	23095579	23122013	10
MTA2	ENSG00000149480	62593214	62601865	11
MTCH1	ENSG00000137409	36965807	36986298	6
MTCH2	ENSG00000285121	45141	74973	HG2114_PATCH
MTCH2	ENSG00000109919	47616697	47642698	11
MTDH	ENSG00000147649	97644013	97730260	8
MTFMT	ENSG00000103707	65001512	65029643	15
MTFR1	ENSG00000066855	65644684	65771261	8
MTFR1L	ENSG00000117640	25818640	25832947	1
MTIF3	ENSG00000122033	27435634	27450613	13
MTM1	ENSG00000171100	150568417	150673143	X
MTMR1	ENSG00000063601	150692971	150765165	X
MTMR3	ENSG00000100330	29883141	30030868	22
MTMR6	ENSG00000139505	25245495	25287521	13
MTO1	ENSG00000135297	73461578	73509236	6
MTPAP	ENSG00000107951	30309801	30374448	10
MTRR	ENSG00000124275	7851186	7906025	5
MTSS1	ENSG00000170873	124550776	124728775	8
MTX2	ENSG00000128654	176269395	176338025	2
MUL1	ENSG00000090432	20499445	20508151	1
MUS81	ENSG00000172732	65857126	65867653	11
MVD	ENSG00000167508	88651934	88663161	16
MXD4	ENSG00000123933	2247432	2262115	4
MXI1	ENSG00000119950	110207605	110287365	10
MYBBP1A	ENSG00000132382	4538897	4555400	17
MYL12B	ENSG00000118680	3261479	3278461	18
MYNN	ENSG00000085274	169773377	169789716	3
MYO1E	ENSG00000157483	59132434	59372871	15
MYPOP	ENSG00000176182	45890020	45902808	19
MZF1	ENSG00000099326	58561915	58573597	19
MZT2A	ENSG00000173272	131464900	131492743	2
MZT2B	ENSG00000292119	358289	367280	HSCHR2_12_CTG7_2
MZT2B	ENSG00000152082	130181737	130190729	2
N4BP1	ENSG00000102921	48538726	48620148	16
N4BP2L2	ENSG00000244754	32432417	32538885	13
NAA10	ENSG00000102030	153929225	153935080	X
NAA15	ENSG00000164134	139301446	139420033	4
NAA20	ENSG00000173418	20017310	20033655	20
NAA38	ENSG00000183011	7856685	7885238	17
NAA50	ENSG00000121579	113716458	113746786	3
NAA60	ENSG00000122390	3443649	3486954	16
NABP2	ENSG00000139579	56222000	56229859	12
NACA	ENSG00000196531	56712305	56731628	12
NACA2	ENSG00000253506	61590421	61591219	17
NACC1	ENSG00000160877	13116468	13141147	19
NACC2	ENSG00000148411	136006537	136095289	9
NAE1	ENSG00000159593	66802874	66873256	16
NAMPT	ENSG00000105835	106248298	106291225	7
NANS	ENSG00000095380	98056674	98083087	9
NAP1L4	ENSG00000273562	175479	223447	HSCHR11_1_CTG7
NAP1L4	ENSG00000205531	2944429	2992386	11
NAPA	ENSG00000105402	47487637	47515091	19
NARF	ENSG00000141562	82458180	82490537	17
NARS2	ENSG00000137513	78435620	78575194	11
NAT10	ENSG00000135372	34105608	34147670	11
NBN	ENSG00000104320	89924515	90003228	8
NBR1	ENSG00000188554	43170317	43211689	17
NCAPH2	ENSG00000025770	50508213	50524780	22
NCBP2	ENSG00000114503	196935402	196942594	3
NCK1	ENSG00000158092	136862177	136951606	3
NCKIPSD	ENSG00000213672	48673841	48686364	3
NCL	ENSG00000115053	231453531	231483641	2
NCLN	ENSG00000125912	3185563	3209575	19
NCOA1	ENSG00000084676	24490992	24770702	2
NCOA6	ENSG00000198646	34689097	34825739	20
NCOR1	ENSG00000141027	16029065	16218185	17
NCSTN	ENSG00000162736	160343294	160358957	1
NDEL1	ENSG00000166579	8408528	8490411	17
NDFIP1	ENSG00000131507	142108762	142154440	5
NDST1	ENSG00000070614	150485648	150558211	5
NDUFA10	ENSG00000130414	239892450	240025743	2
NDUFA11	ENSG00000292058	64845	77575	HSCHR19_6_CTG2
NDUFA11	ENSG00000174886	5891207	5904006	19
NDUFA12	ENSG00000184752	94895297	95003748	12
NDUFA13	ENSG00000186010	19515736	19529054	19
NDUFA2	ENSG00000131495	140638740	140647771	5
NDUFA3	ENSG00000276220	77273	81393	HSCHR19LRC_COX2_CTG3_1
NDUFA3	ENSG00000278365	77273	81393	HSCHR19LRC_LRC_S_CTG3_1
NDUFA3	ENSG00000274359	77273	81393	HSCHR19LRC_COX1_CTG3_1
NDUFA3	ENSG00000276766	77273	81393	HSCHR19LRC_LRC_I_CTG3_1
NDUFA3	ENSG00000275724	77273	81393	HSCHR19LRC_LRC_T_CTG3_1
NDUFA3	ENSG00000273642	77273	81393	HSCHR19LRC_LRC_J_CTG3_1
NDUFA3	ENSG00000276061	77149	83146	HSCHR19_4_CTG3_1
NDUFA3	ENSG00000275605	77273	81393	HSCHR19LRC_PGF1_CTG3_1
NDUFA3	ENSG00000277722	77273	81393	HSCHR19LRC_PGF2_CTG3_1
NDUFA3	ENSG00000170906	54102728	54109257	19
NDUFA4	ENSG00000189043	10931943	10940531	7
NDUFA5	ENSG00000128609	123536997	123557904	7
NDUFA6	ENSG00000272765	7870	13300	HSCHR22_1_CTG1
NDUFA6	ENSG00000277365	7870	13300	HSCHR22_3_CTG1
NDUFA6	ENSG00000184983	42085526	42090884	22
NDUFA6	ENSG00000273397	7870	13300	HSCHR22_2_CTG1
NDUFA6	ENSG00000281013	477	5733	HSCHR22_4_CTG1
NDUFA7	ENSG00000267855	8308768	8321382	19
NDUFA8	ENSG00000119421	122144058	122159779	9
NDUFA9	ENSG00000139180	4649095	4694317	12
NDUFAF2	ENSG00000164182	60945177	61154531	5
NDUFAF3	ENSG00000178057	49020459	49023495	3
NDUFAF4	ENSG00000123545	96889313	96897894	6
NDUFB10	ENSG00000291930	25686	28123	HG401_PATCH
NDUFB10	ENSG00000140990	1959508	1962021	16
NDUFB11	ENSG00000147123	47142071	47145466	X
NDUFB2	ENSG00000090266	140690777	140723923	7
NDUFB3	ENSG00000119013	201071433	201085754	2
NDUFB4	ENSG00000065518	120596303	120602507	3
NDUFB5	ENSG00000136521	179604690	179627647	3
NDUFB6	ENSG00000165264	32553001	32573184	9
NDUFB7	ENSG00000099795	14566078	14572066	19
NDUFB8	ENSG00000166136	100523668	100530000	10
NDUFB9	ENSG00000147684	124539101	124580648	8
NDUFC1	ENSG00000109390	139266880	139302564	4
NDUFC2	ENSG00000151366	78068297	78081871	11
NDUFC2-KCTD14	ENSG00000259112	78016971	78079865	11
NDUFS2	ENSG00000158864	161197104	161214723	1
NDUFS3	ENSG00000213619	47565336	47584565	11
NDUFS4	ENSG00000164258	53560633	53683338	5
NDUFS5	ENSG00000168653	39026318	39034636	1
NDUFS6	ENSG00000145494	1801363	1816051	5
NDUFS7	ENSG00000115286	1383527	1395590	19
NDUFS8	ENSG00000110717	68030617	68036647	11
NDUFV1	ENSG00000167792	67605653	67612554	11
NDUFV2	ENSG00000178127	9102433	9134346	18
NECAP1	ENSG00000089818	8076939	8097881	12
NEDD8	ENSG00000285246	517835	533345	HG1_PATCH
NEDD8	ENSG00000129559	24216802	24232385	14
NEDD8-MDP1	ENSG00000285425	514933	533330	HG1_PATCH
NEDD8-MDP1	ENSG00000255526	24213955	24232352	14
NEIL2	ENSG00000292286	1560751	1578461	HG76_PATCH
NEIL2	ENSG00000154328	11769639	11787345	8
NEK4	ENSG00000114904	52708444	52770973	3
NEK9	ENSG00000119638	75079353	75127344	14
NELFB	ENSG00000188986	137255327	137273542	9
NELFCD	ENSG00000101158	58981208	58995133	20
NELFE	ENSG00000206268	3199867	3206867	HSCHR6_MHC_DBB_CTG1
NELFE	ENSG00000231044	3429514	3436519	HSCHR6_MHC_COX_CTG1
NELFE	ENSG00000233801	3253276	3260281	HSCHR6_MHC_SSTO_CTG1
NELFE	ENSG00000229363	3294123	3301128	HSCHR6_MHC_MCF_CTG1
NELFE	ENSG00000206357	3208062	3215062	HSCHR6_MHC_QBL_CTG1
NELFE	ENSG00000204356	31952087	31959038	6
NENF	ENSG00000117691	212432853	212446379	1
NEU1	ENSG00000228691	3190275	3195522	HSCHR6_MHC_APD_CTG1
NEU1	ENSG00000234343	3105437	3110684	HSCHR6_MHC_DBB_CTG1
NEU1	ENSG00000227315	3335076	3340324	HSCHR6_MHC_COX_CTG1
NEU1	ENSG00000234846	3158886	3164159	HSCHR6_MHC_SSTO_CTG1
NEU1	ENSG00000184494	3113631	3118878	HSCHR6_MHC_QBL_CTG1
NEU1	ENSG00000227129	3199729	3204976	HSCHR6_MHC_MCF_CTG1
NEU1	ENSG00000223957	3162875	3168122	HSCHR6_MHC_MANN_CTG1
NEU1	ENSG00000204386	31857063	31862905	6
NF2	ENSG00000186575	29603546	29698598	22
NFATC2IP	ENSG00000176953	28950807	28967092	16
NFE2L2	ENSG00000116044	177218667	177392756	2
NFIL3	ENSG00000165030	91408748	91425066	9
NFKBIB	ENSG00000282905	309372	318565	HG26_PATCH
NFKBIB	ENSG00000104825	38899700	38908893	19
NFKBIL1	ENSG00000204498	31546870	31558829	6
NFKBIL1	ENSG00000236346	2846154	2858110	HSCHR6_MHC_SSTO_CTG1
NFKBIL1	ENSG00000236196	2794636	2806586	HSCHR6_MHC_DBB_CTG1
NFKBIL1	ENSG00000234530	3024196	3036142	HSCHR6_MHC_COX_CTG1
NFKBIL1	ENSG00000235125	2888805	2900754	HSCHR6_MHC_MCF_CTG1
NFKBIL1	ENSG00000206440	2802722	2814673	HSCHR6_MHC_QBL_CTG1
NFKBIL1	ENSG00000227565	2851919	2863876	HSCHR6_MHC_MANN_CTG1
NFU1	ENSG00000169599	69396113	69437657	2
NFX1	ENSG00000086102	33290428	33371872	9
NFYB	ENSG00000120837	104117080	104138241	12
NFYC	ENSG00000066136	40691570	40771606	1
NGDN	ENSG00000129460	23469679	23509862	14
NGLY1	ENSG00000151092	25718717	25790039	3
NGRN	ENSG00000182768	90265659	90275778	15
NHP2	ENSG00000145912	178149459	178153961	5
NIF3L1	ENSG00000196290	200888992	200905578	2
NINJ1	ENSG00000131669	93121496	93134310	9
NIP7	ENSG00000132603	69337996	69343106	16
NIPA2	ENSG00000140157	22838625	22869362	15
NIPBL	ENSG00000164190	36876769	37066413	5
NISCH	ENSG00000010322	52455118	52493068	3
NIT1	ENSG00000158793	161118082	161125445	1
NIT2	ENSG00000114021	100334625	100361635	3
NKAP	ENSG00000101882	119920672	119943751	X
NKIRAS2	ENSG00000168256	42011382	42025644	17
NMD3	ENSG00000169251	161104681	161253532	3
NME1-NME2	ENSG00000011052	51153590	51171744	17
NME2	ENSG00000243678	51163013	51171749	17
NME3	ENSG00000103024	1770317	1771732	16
NME6	ENSG00000172113	48290288	48301685	3
NMRK1	ENSG00000106733	75060573	75088306	9
NMT1	ENSG00000136448	44957992	45109016	17
NOA1	ENSG00000084092	56962876	56977623	4
NOB1	ENSG00000141101	69741871	69754942	16
NOC2L	ENSG00000188976	943527	960714	1
NOL10	ENSG00000115761	10562295	10690415	2
NOL11	ENSG00000130935	67717812	67744531	17
NOL12	ENSG00000273899	37681673	37693476	22
NOL6	ENSG00000165271	33461353	33473930	9
NOL7	ENSG00000225921	13615335	13633912	6
NOL8	ENSG00000291347	132087	160365	HG1012_PATCH
NOL8	ENSG00000198000	92297358	92325636	9
NOLC1	ENSG00000166197	102152175	102163875	10
NOM1	ENSG00000146909	156949712	156973176	7
NONO	ENSG00000147140	71254270	71301522	X
NOP10	ENSG00000291996	77900	81921	HSCHR15_9_CTG8
NOP10	ENSG00000182117	34339159	34343180	15
NOP14	ENSG00000087269	2937933	2963406	4
NOP16	ENSG00000048162	176383933	176388927	5
NOP2	ENSG00000111641	6556863	6568691	12
NOP56	ENSG00000101361	2652592	2658393	20
NOP58	ENSG00000055044	202265725	202303666	2
NOP9	ENSG00000285326	600828	610102	HG1_PATCH
NOP9	ENSG00000196943	24299850	24309124	14
NPC1	ENSG00000141458	23506184	23586969	18
NPC2	ENSG00000119655	74476192	74494177	14
NPLOC4	ENSG00000182446	81556887	81648465	17
NPRL2	ENSG00000114388	50347330	50350826	3
NPRL3	ENSG00000103148	83205	138716	16
NQO2	ENSG00000124588	2987987	3022109	6
NR1H2	ENSG00000131408	50329640	50383404	19
NR2C1	ENSG00000120798	95020229	95073628	12
NR2C2AP	ENSG00000184162	19201409	19203729	19
NR3C2	ENSG00000151623	148078762	148445549	4
NRBP1	ENSG00000115216	27427790	27442260	2
NRDE2	ENSG00000119720	90267860	90331981	14
NRIP1	ENSG00000180530	14961235	15065936	21
NSA2	ENSG00000164346	74766991	74780113	5
NSD1	ENSG00000165671	177131787	177300213	5
NSDHL	ENSG00000292192	446157	484919	HSCHRX_1_CTG14
NSDHL	ENSG00000147383	152830967	152869729	X
NSFL1C	ENSG00000088833	1442162	1473842	20
NSMCE1	ENSG00000169189	27224993	27268788	16
NSMCE2	ENSG00000156831	125091673	125367729	8
NSMCE4A	ENSG00000107672	121953334	121975257	10
NSRP1	ENSG00000126653	30115521	30186475	17
NSUN2	ENSG00000037474	6599237	6633304	5
NSUN5	ENSG00000130305	73302516	73308867	7
NSUN6	ENSG00000241058	18545561	18659285	10
NT5C	ENSG00000125458	75130225	75131776	17
NT5DC1	ENSG00000178425	116100837	116249497	6
NTAN1	ENSG00000275779	613600	631834	HSCHR16_1_CTG1
NTAN1	ENSG00000157045	15037854	15056079	16
NTMT1	ENSG00000148335	129606704	129636744	9
NTPCR	ENSG00000135778	232950564	232983882	1
NUB1	ENSG00000013374	151341708	151378461	7
NUBP1	ENSG00000103274	10743786	10769353	16
