From	To
Q9H1K0	ENSG00000131381.14
Q9H1K1	ENSG00000136003.17
Q9H1K4	ENSG00000182902.15
Q9H1K6	ENSG00000140406.4
Q9H1M0	ENSG00000198088.11
Q9H1M3	ENSG00000125903.4
Q9H1M4	ENSG00000088782.5
Q9H1N7	ENSG00000124786.14
Q9H1P3	ENSG00000130703.18
Q9H1P6	ENSG00000124237.6
Q9H1Q7	ENSG00000132635.18
Q9H1R2	ENSG00000149599.17
Q9H1R3	ENSG00000101306.12
Q9H1U4	ENSG00000106780.10
Q9H1U9	ENSG00000122696.15
Q9H1V8	ENSG00000197106.8
Q9H1X1	ENSG00000172426.17
Q9H1X3	ENSG00000059769.21
Q9H1X3	ENSG00000244115.1
Q9H1Y0	ENSG00000057663.17
Q9H1Y3	ENSG00000054277.14
Q9H1Z4	ENSG00000101940.19
Q9H1Z8	ENSG00000119147.10
Q9H1Z9	ENSG00000182612.12
Q9H201	ENSG00000049283.20
Q9H204	ENSG00000118579.13
Q9H205	ENSG00000279486.6
Q9H207	ENSG00000166363.6
Q9H208	ENSG00000170790.6
Q9H209	ENSG00000170782.3
Q9H210	ENSG00000166368.3
Q9H211	ENSG00000167513.10
Q9H213	ENSG00000187601.5
Q9H221	ENSG00000143921.10
Q9H222	ENSG00000138075.15
Q9H223	ENSG00000103966.12
Q9H227	ENSG00000291927.2
Q9H228	ENSG00000180739.15
Q9H237	ENSG00000102312.25
Q9H239	ENSG00000271447.7
Q9H239	ENSG00000278843.4
Q9H244	ENSG00000169313.11
Q9H246	ENSG00000116667.16
Q9H251	ENSG00000107736.23
Q9H252	ENSG00000173826.16
Q9H254	ENSG00000160460.17
Q9H255	ENSG00000167332.9
Q9H257	ENSG00000187796.17
Q9H257	ENSG00000289701.1
Q9H267	ENSG00000184056.16
Q9H269	ENSG00000215305.11
Q9H270	ENSG00000160695.17
Q9H270	ENSG00000280616.4
Q9H293	ENSG00000166090.8
Q9H295	ENSG00000164935.6
Q9H299	ENSG00000142669.16
Q9H2A2	ENSG00000118514.15
Q9H2A3	ENSG00000178403.4
Q9H2A7	ENSG00000161921.18
Q9H2A9	ENSG00000124302.14
Q9H2B2	ENSG00000132872.13
Q9H2B4	ENSG00000145217.15
Q9H2C0	ENSG00000261609.10
Q9H2C1	ENSG00000089116.4
Q9H2C2	ENSG00000173409.15
Q9H2C5	ENSG00000171944.2
Q9H2D1	ENSG00000164933.13
Q9H2D6	ENSG00000100106.22
Q9H2E6	ENSG00000092421.18
Q9H2F3	ENSG00000099377.15
Q9H2F5	ENSG00000120616.16
Q9H2F9	ENSG00000166510.15
Q9H2G2	ENSG00000065613.16
Q9H2G4	ENSG00000184205.15
Q9H2G9	ENSG00000117475.15
Q9H2H8	ENSG00000240344.11
Q9H2H9	ENSG00000111371.17
Q9H2I8	ENSG00000148655.16
Q9H2J4	ENSG00000115539.16
Q9H2J7	ENSG00000072041.19
Q9H2K0	ENSG00000122033.16
Q9H2K2	ENSG00000107854.7
Q9H2K8	ENSG00000135090.15
Q9H2L4	ENSG00000135211.7
Q9H2L5	ENSG00000107551.22
Q9H2M3	ENSG00000132840.11
Q9H2M9	ENSG00000118873.18
Q9H2P0	ENSG00000101126.19
Q9H2P9	ENSG00000117543.23
Q9H2R5	ENSG00000174562.15
Q9H2S1	ENSG00000080709.17
Q9H2S5	ENSG00000204618.10
Q9H2S5	ENSG00000206500.9
Q9H2S5	ENSG00000237733.8
Q9H2S5	ENSG00000227171.8
Q9H2S5	ENSG00000230332.8
Q9H2S5	ENSG00000236967.8
Q9H2S5	ENSG00000235022.8
Q9H2S5	ENSG00000230467.8
Q9H2S6	ENSG00000000005.6
Q9H2S9	ENSG00000123411.16
Q9H2T7	ENSG00000204764.15
Q9H2U1	ENSG00000174953.15
Q9H2U2	ENSG00000138777.21
Q9H2U9	ENSG00000069206.15
Q9H2V7	ENSG00000169682.18
Q9H2W1	ENSG00000110077.17
Q9H2W2	ENSG00000185155.12
Q9H2W6	ENSG00000259494.3
Q9H2X0	ENSG00000090539.17
Q9H2X3	ENSG00000104938.19
Q9H2X6	ENSG00000064393.17
Q9H2X8	ENSG00000119632.5
Q9H2X8	ENSG00000276879.2
Q9H2X9	ENSG00000124140.15
Q9H2Y7	ENSG00000103994.18
Q9H2Y9	ENSG00000137571.12
Q9H2Z4	ENSG00000125816.5
Q9H300	ENSG00000175193.15
Q9H305	ENSG00000089486.18
Q9H305	ENSG00000274336.2
Q9H306	ENSG00000137675.5
Q9H307	ENSG00000100941.10
Q9H310	ENSG00000132677.14
Q9H313	ENSG00000167614.15
Q9H313	ENSG00000276887.4
Q9H313	ENSG00000275650.4
Q9H313	ENSG00000276537.4
Q9H320	ENSG00000182583.13
Q9H321	ENSG00000205642.11
Q9H322	ENSG00000177504.10
Q9H324	ENSG00000142303.15
Q9H329	ENSG00000095203.16
Q9H330	ENSG00000106771.14
Q9H334	ENSG00000114861.25
Q9H334	ENSG00000285708.1
Q9H336	ENSG00000121005.10
Q9H339	ENSG00000167355.8
Q9H340	ENSG00000176239.7
Q9H341	ENSG00000184698.5
Q9H343	ENSG00000167359.8
Q9H344	ENSG00000187918.6
Q9H346	ENSG00000181609.5
Q9H347	ENSG00000175520.9
Q9H361	ENSG00000151846.9
Q9H3C7	ENSG00000278311.6
Q9H3C7	ENSG00000275099.2
Q9H3D4	ENSG00000073282.14
Q9H3E2	ENSG00000109762.18
Q9H3F6	ENSG00000110906.14
Q9H3G5	ENSG00000106066.16
Q9H3H1	ENSG00000043514.17
Q9H3H3	ENSG00000175573.7
Q9H3H5	ENSG00000172269.21
Q9H3H9	ENSG00000184905.10
Q9H3H9	ENSG00000291823.1
Q9H3J6	ENSG00000130921.10
Q9H3K2	ENSG00000165678.23
Q9H3K6	ENSG00000183336.10
Q9H3K6	ENSG00000261740.7
Q9H3K6	ENSG00000169627.10
Q9H3L0	ENSG00000168288.14
Q9H3M0	ENSG00000162975.6
Q9H3M7	ENSG00000265972.7
Q9H3M9	ENSG00000123594.7
Q9H3N1	ENSG00000139921.14
Q9H3N8	ENSG00000134489.7
Q9H3P2	ENSG00000185049.17
Q9H3P7	ENSG00000182827.10
Q9H3Q1	ENSG00000179604.11
Q9H3Q3	ENSG00000154252.12
Q9H3R0	ENSG00000107077.22
Q9H3R1	ENSG00000138653.10
Q9H3R2	ENSG00000173702.8
Q9H3R5	ENSG00000153044.11
Q9H3S1	ENSG00000196189.15
Q9H3S3	ENSG00000166682.14
Q9H3S4	ENSG00000196511.16
Q9H3S5	ENSG00000143315.8
Q9H3S7	ENSG00000076201.17
Q9H3T2	ENSG00000143434.18
Q9H3T3	ENSG00000167680.19
Q9H3U1	ENSG00000140553.19
Q9H3U5	ENSG00000118855.22
Q9H3U7	ENSG00000112562.21
Q9H3V2	ENSG00000166930.7
Q9H3W5	ENSG00000173114.14
Q9H3Y0	ENSG00000101074.5
Q9H3Y6	ENSG00000125508.4
Q9H3Y8	ENSG00000125534.12
Q9H3Z4	ENSG00000101152.13
Q9H3Z7	ENSG00000183260.7
Q9H400	ENSG00000203896.11
Q9H410	ENSG00000149636.17
Q9H422	ENSG00000110422.13
Q9H425	ENSG00000119280.18
Q9H426	ENSG00000101098.13
Q9H427	ENSG00000124249.7
Q9H444	ENSG00000101421.5
Q9H446	ENSG00000111832.13
Q9H461	ENSG00000177283.8
Q9H467	ENSG00000107874.12
Q9H469	ENSG00000107872.15
Q9H477	ENSG00000171174.16
Q9H479	ENSG00000167363.15
Q9H488	ENSG00000101346.16
Q9H489	ENSG00000293164.1
Q9H490	ENSG00000101464.12
Q9H492	ENSG00000101460.14
Q9H497	ENSG00000186283.15
Q9H4A3	ENSG00000060237.20
Q9H4A4	ENSG00000176393.12
Q9H4A5	ENSG00000143457.12
Q9H4A6	ENSG00000113384.15
Q9H4A9	ENSG00000167261.15
Q9H4B0	ENSG00000128694.13
Q9H4B4	ENSG00000173846.15
Q9H4B6	ENSG00000151748.16
Q9H4B7	ENSG00000101162.4
Q9H4B8	ENSG00000141096.7
Q9H4D0	ENSG00000158258.16
Q9H4D5	ENSG00000147206.17
Q9H4E5	ENSG00000126785.14
Q9H4E7	ENSG00000023892.13
Q9H4F1	ENSG00000136840.20
Q9H4F8	ENSG00000198732.12
Q9H4G0	ENSG00000088367.24
Q9H4G1	ENSG00000101435.5
Q9H4G4	ENSG00000122694.17
Q9H4H8	ENSG00000101447.15
Q9H4I0	ENSG00000244588.7
Q9H4I2	ENSG00000174306.23
Q9H4I3	ENSG00000170638.11
Q9H4I8	ENSG00000183569.19
Q9H4I9	ENSG00000183172.10
Q9H4I9	ENSG00000272901.5
Q9H4I9	ENSG00000272835.3
Q9H4I9	ENSG00000274112.2
Q9H4K1	ENSG00000128408.9
Q9H4K7	ENSG00000101181.19
Q9H4L4	ENSG00000161956.15
Q9H4L5	ENSG00000070882.14
Q9H4L7	ENSG00000163104.19
Q9H4M3	ENSG00000132879.15
Q9H4M7	ENSG00000105559.14
Q9H4M9	ENSG00000110047.19
Q9H4P4	ENSG00000181852.19
Q9H4Q3	ENSG00000112238.12
Q9H4Q4	ENSG00000130711.5
Q9H4S2	ENSG00000169840.5
Q9H4T2	ENSG00000196812.7
Q9H4W6	ENSG00000108001.17
Q9H4X1	ENSG00000102760.14
Q9H4Y5	ENSG00000065621.16
Q9H4Z2	ENSG00000198026.9
Q9H4Z3	ENSG00000100982.13
Q9H501	ENSG00000089048.16
Q9H503	ENSG00000125888.15
Q9H511	ENSG00000124743.6
Q9H553	ENSG00000119523.11
Q9H568	ENSG00000117148.9
Q9H582	ENSG00000122482.23
Q9H583	ENSG00000119285.12
Q9H596	ENSG00000189037.8
Q9H598	ENSG00000101438.4
Q9H5F2	ENSG00000137720.8
Q9H5H4	ENSG00000169957.10
Q9H5I1	ENSG00000152455.17
Q9H5I5	ENSG00000154864.14
Q9H5J0	ENSG00000185670.10
Q9H5J4	ENSG00000170522.11
Q9H5J8	ENSG00000166012.18
Q9H5K3	ENSG00000185900.12
Q9H5L6	ENSG00000168152.13
Q9H5N1	ENSG00000177548.14
Q9H5P4	ENSG00000186862.21
Q9H5Q4	ENSG00000162851.9
Q9H5U6	ENSG00000168228.17
Q9H5V7	ENSG00000095574.13
Q9H5V8	ENSG00000163814.9
Q9H5V9	ENSG00000018610.16
Q9H5X1	ENSG00000166797.13
Q9H5Y7	ENSG00000184564.11
Q9H5Z1	ENSG00000101452.16
Q9H5Z6	ENSG00000124019.11
Q9H607	ENSG00000099330.10
Q9H609	ENSG00000124444.17
Q9H611	ENSG00000140451.14
Q9H628	ENSG00000111404.7
Q9H633	ENSG00000239927.6
Q9H633	ENSG00000241863.6
Q9H633	ENSG00000243009.6
Q9H633	ENSG00000241779.6
Q9H633	ENSG00000241370.7
Q9H633	ENSG00000242726.6
Q9H633	ENSG00000239865.6
Q9H649	ENSG00000178694.10
Q9H665	ENSG00000126246.11
Q9H668	ENSG00000107960.13
Q9H672	ENSG00000183475.14
Q9H693	ENSG00000260456.8
Q9H694	ENSG00000122870.12
Q9H6A0	ENSG00000162777.18
Q9H6A9	ENSG00000197136.6
Q9H6B1	ENSG00000151789.14
Q9H6B4	ENSG00000166250.14
Q9H6B9	ENSG00000105131.9
Q9H6D3	ENSG00000158156.9
Q9H6D7	ENSG00000092036.20
Q9H6D8	ENSG00000115226.11
Q9H6E4	ENSG00000100147.16
Q9H6E5	ENSG00000149016.17
Q9H6F2	ENSG00000072954.8
Q9H6F5	ENSG00000110104.13
Q9H6H4	ENSG00000168476.13
Q9H6I2	ENSG00000164736.6
Q9H6J7	ENSG00000149179.15
Q9H6K1	ENSG00000196821.11
Q9H6K4	ENSG00000125741.6
Q9H6K5	ENSG00000183248.12
Q9H6L2	ENSG00000205084.13
Q9H6L4	ENSG00000125449.8
Q9H6L5	ENSG00000154153.15
Q9H6P5	ENSG00000089123.17
Q9H6Q3	ENSG00000101082.15
Q9H6Q4	ENSG00000103245.15
Q9H6R0	ENSG00000005100.13
Q9H6R3	ENSG00000111058.9
Q9H6R4	ENSG00000165271.18
Q9H6R6	ENSG00000023041.13
Q9H6R7	ENSG00000163026.12
Q9H6S0	ENSG00000047188.17
Q9H6S1	ENSG00000163512.15
Q9H6S3	ENSG00000177106.18
Q9H6T0	ENSG00000103067.15
Q9H6T3	ENSG00000005175.11
Q9H6U6	ENSG00000141376.24
Q9H6U8	ENSG00000086848.16
Q9H6V9	ENSG00000118961.16
Q9H6W3	ENSG00000170468.8
Q9H6X2	ENSG00000169604.22
Q9H6X4	ENSG00000172663.10
Q9H6X5	ENSG00000105072.10
Q9H6Y2	ENSG00000120314.19
Q9H6Y5	ENSG00000269313.7
Q9H6Y5	ENSG00000292218.1
Q9H6Y7	ENSG00000108523.17
Q9H6Z4	ENSG00000031823.15
Q9H6Z9	ENSG00000129521.16
Q9H706	ENSG00000141441.17
Q9H707	ENSG00000178935.5
Q9H714	ENSG00000102445.21
Q9H720	ENSG00000109182.13
Q9H741	ENSG00000111412.6
Q9H756	ENSG00000184434.9
Q9H765	ENSG00000177981.12
Q9H772	ENSG00000180875.6
Q9H773	ENSG00000179958.10
Q9H777	ENSG00000141642.10
Q9H788	ENSG00000104611.13
Q9H790	ENSG00000164002.13
Q9H792	ENSG00000173517.12
Q9H799	ENSG00000197603.17
Q9H7B2	ENSG00000197498.14
Q9H7B4	ENSG00000185420.19
Q9H7C4	ENSG00000162520.16
Q9H7C9	ENSG00000087884.17
Q9H7D0	ENSG00000147459.18
Q9H7D7	ENSG00000162923.18
Q9H7E2	ENSG00000083544.17
Q9H7E9	ENSG00000182307.15
Q9H7E9	ENSG00000291362.1
Q9H7F0	ENSG00000133657.18
Q9H7F4	ENSG00000226479.4
Q9H7H0	ENSG00000165792.19
Q9H7J1	ENSG00000235194.10
Q9H7L2	ENSG00000276848.4
Q9H7L2	ENSG00000275918.4
Q9H7L2	ENSG00000276033.4
Q9H7L9	ENSG00000111707.13
Q9H7M6	ENSG00000132003.11
Q9H7M6	ENSG00000288360.1
Q9H7M9	ENSG00000107738.21
Q9H7N4	ENSG00000126461.16
Q9H7P6	ENSG00000196814.16
Q9H7P9	ENSG00000090924.16
Q9H7R0	ENSG00000198342.10
Q9H7R5	ENSG00000197497.12
Q9H7S9	ENSG00000183779.7
Q9H7T0	ENSG00000133962.8
Q9H7T0	ENSG00000274338.2
Q9H7T9	ENSG00000127423.11
Q9H7U1	ENSG00000107771.18
Q9H7V2	ENSG00000101463.7
Q9H7X0	ENSG00000122390.20
Q9H7X2	ENSG00000162817.7
Q9H7X3	ENSG00000185730.9
Q9H7X7	ENSG00000128581.17
Q9H7Y0	ENSG00000147113.18
Q9H7Z3	ENSG00000119720.19
Q9H7Z6	ENSG00000103510.20
Q9H7Z7	ENSG00000148334.17
Q9H808	ENSG00000104953.21
Q9H813	ENSG00000065600.14
Q9H814	ENSG00000164902.15
Q9H816	ENSG00000118655.9
Q9H819	ENSG00000170464.11
Q9H825	ENSG00000123600.22
Q9H832	ENSG00000159202.19
Q9H840	ENSG00000142252.12
Q9H841	ENSG00000104361.11
Q9H845	ENSG00000177646.21
Q9H853	ENSG00000243910.9
Q9H857	ENSG00000168268.12
Q9H867	ENSG00000100483.15
Q9H869	ENSG00000163374.22
Q9H871	ENSG00000153561.14
Q9H875	ENSG00000128563.14
Q9H892	ENSG00000149292.18
Q9H898	ENSG00000165061.16
Q9H8E8	ENSG00000149474.15
Q9H8G1	ENSG00000118620.14
Q9H8G2	ENSG00000120159.14
Q9H8H0	ENSG00000130935.11
Q9H8H2	ENSG00000125485.19
Q9H8H3	ENSG00000185432.13
Q9H8J5	ENSG00000111261.15
Q9H8J5	ENSG00000281818.3
Q9H8K7	ENSG00000119965.13
Q9H8L6	ENSG00000173269.15
Q9H8M1	ENSG00000115520.10
Q9H8M2	ENSG00000028310.19
Q9H8M5	ENSG00000148842.19
Q9H8M7	ENSG00000148481.15
Q9H8M9	ENSG00000115363.15
Q9H8N7	ENSG00000186918.15
Q9H8P0	ENSG00000128039.14
Q9H8S5	ENSG00000105219.11
Q9H8S9	ENSG00000114978.19
Q9H8T0	ENSG00000166971.18
Q9H8U3	ENSG00000156639.13
Q9H8V3	ENSG00000114346.15
Q9H8W3	ENSG00000165669.15
Q9H8W4	ENSG00000175895.6
Q9H8W5	ENSG00000134253.10
Q9H8X2	ENSG00000127080.11
Q9H8X9	ENSG00000188818.13
Q9H8Y1	ENSG00000133980.6
Q9H8Y5	ENSG00000163516.15
Q9H8Y8	ENSG00000115806.14
Q9H900	ENSG00000174442.13
Q9H902	ENSG00000068615.21
Q9H903	ENSG00000163738.20
Q9H910	ENSG00000206053.14
Q9H920	ENSG00000137522.19
Q9H930	ENSG00000185404.18
Q9H936	ENSG00000177542.12
Q9H939	ENSG00000152229.19
Q9H944	ENSG00000124641.17
Q9H944	ENSG00000288721.1
Q9H967	ENSG00000092470.13
Q9H972	ENSG00000100802.16
Q9H974	ENSG00000151576.11
Q9H977	ENSG00000005448.18
Q9H981	ENSG00000113812.15
Q9H987	ENSG00000166317.12
Q9H992	ENSG00000136536.16
Q9H993	ENSG00000146476.12
Q9H999	ENSG00000120137.8
Q9H9A5	ENSG00000182973.21
Q9H9A5	ENSG00000291502.1
Q9H9A6	ENSG00000066557.7
Q9H9A7	ENSG00000178966.18
Q9H9B1	ENSG00000181090.22
Q9H9B4	ENSG00000164466.14
Q9H9C1	ENSG00000151445.17
Q9H9D4	ENSG00000175213.4
Q9H9E1	ENSG00000164331.11
Q9H9E3	ENSG00000103051.22
Q9H9F9	ENSG00000101442.11
Q9H9G7	ENSG00000126070.21
Q9H9H4	ENSG00000139722.8
Q9H9H5	ENSG00000180834.9
Q9H9J2	ENSG00000135900.5
Q9H9J4	ENSG00000106346.13
Q9H9K5	ENSG00000226887.9
Q9H9L3	ENSG00000143319.19
Q9H9L4	ENSG00000139620.14
Q9H9L7	ENSG00000174574.17
Q9H9P2	ENSG00000154645.14
Q9H9P5	ENSG00000059145.20
Q9H9P8	ENSG00000087299.13
Q9H9Q2	ENSG00000144524.19
Q9H9Q4	ENSG00000187736.15
Q9H9R9	ENSG00000003249.16
Q9H9S0	ENSG00000111704.12
Q9H9S3	ENSG00000065665.22
Q9H9S4	ENSG00000102547.20
Q9H9S5	ENSG00000181027.12
Q9H9T3	ENSG00000134014.19
Q9H9V4	ENSG00000133874.3
Q9H9V9	ENSG00000081692.14
Q9H9Y2	ENSG00000117133.12
Q9H9Y4	ENSG00000142751.16
Q9H9Y6	ENSG00000125630.16
Q9H9Z2	ENSG00000131914.11
Q9HA38	ENSG00000172667.12
Q9HA47	ENSG00000130717.14
Q9HA64	ENSG00000141560.16
Q9HA65	ENSG00000104946.15
Q9HA72	ENSG00000138172.12
Q9HA77	ENSG00000134905.18
Q9HA82	ENSG00000090661.14
Q9HA90	ENSG00000114654.9
Q9HA92	ENSG00000136444.11
Q9HAB3	ENSG00000185803.13
Q9HAB3	ENSG00000285112.5
Q9HAB8	ENSG00000127125.10
Q9HAC7	ENSG00000175600.17
Q9HAC8	ENSG00000165886.6
Q9HAD4	ENSG00000164253.15
Q9HAE3	ENSG00000034239.12
Q9HAF1	ENSG00000163875.17
Q9HAH1	ENSG00000172000.7
Q9HAH7	ENSG00000156860.16
Q9HAI6	ENSG00000120280.7
Q9HAJ7	ENSG00000164576.13
Q9HAK2	ENSG00000221818.10
Q9HAN9	ENSG00000173614.15
Q9HAP2	ENSG00000175727.16
Q9HAP2	ENSG00000281178.4
Q9HAP6	ENSG00000104863.13
Q9HAQ2	ENSG00000088727.15
Q9HAR2	ENSG00000150471.18
Q9HAS0	ENSG00000108666.12
Q9HAS3	ENSG00000197506.8
Q9HAT0	ENSG00000065371.18
Q9HAT1	ENSG00000140506.18
Q9HAT2	ENSG00000110013.14
Q9HAT8	ENSG00000139946.11
Q9HAU0	ENSG00000052126.18
Q9HAU4	ENSG00000108854.17
Q9HAU5	ENSG00000151461.21
Q9HAU8	ENSG00000142327.14
Q9HAV0	ENSG00000114450.12
Q9HAV4	ENSG00000124571.19
Q9HAV5	ENSG00000131080.16
Q9HAV7	ENSG00000109519.15
Q9HAW0	ENSG00000104221.14
Q9HAW4	ENSG00000092853.15
Q9HAW7	ENSG00000244122.3
Q9HAW8	ENSG00000242515.6
Q9HAW9	ENSG00000242366.4
Q9HAY2	ENSG00000177383.5
Q9HAY6	ENSG00000135697.11
Q9HAZ1	ENSG00000113240.15
Q9HAZ2	ENSG00000142611.17
Q9HB03	ENSG00000119915.5
Q9HB07	ENSG00000139637.15
Q9HB07	ENSG00000291835.1
Q9HB09	ENSG00000126453.12
Q9HB14	ENSG00000152315.6
Q9HB15	ENSG00000184261.5
Q9HB19	ENSG00000169499.16
Q9HB20	ENSG00000116095.12
Q9HB21	ENSG00000107679.16
Q9HB29	ENSG00000115598.11
Q9HB31	ENSG00000274529.6
Q9HB40	ENSG00000121064.14
Q9HB55	ENSG00000021461.19
Q9HB58	ENSG00000135899.21
Q9HB63	ENSG00000074527.14
Q9HB65	ENSG00000128886.12
Q9HB71	ENSG00000116161.19
Q9HB75	ENSG00000177595.19
Q9HB89	ENSG00000171596.7
Q9HB90	ENSG00000116954.9
Q9HB96	ENSG00000112039.7
Q9HBA0	ENSG00000111199.13
Q9HBB8	ENSG00000099834.20
Q9HBD1	ENSG00000056586.17
Q9HBE1	ENSG00000100105.19
Q9HBE4	ENSG00000138684.9
Q9HBE5	ENSG00000103522.18
Q9HBF4	ENSG00000165861.15
Q9HBG4	ENSG00000105929.17
Q9HBG6	ENSG00000163913.15
Q9HBG7	ENSG00000122224.20
Q9HBH0	ENSG00000139725.8
Q9HBH1	ENSG00000258429.2
Q9HBH5	ENSG00000240857.3
Q9HBH7	ENSG00000133169.7
Q9HBH9	ENSG00000099875.17
Q9HBI0	ENSG00000138964.19
Q9HBI1	ENSG00000188677.15
Q9HBI5	ENSG00000114405.12
Q9HBI6	ENSG00000171903.18
Q9HBJ0	ENSG00000170965.11
Q9HBJ7	ENSG00000131864.11
Q9HBJ8	ENSG00000147003.8
Q9HBK9	ENSG00000214435.10
Q9HBL0	ENSG00000079308.21
Q9HBL6	ENSG00000144771.8
Q9HBL7	ENSG00000107020.11
Q9HBL8	ENSG00000153406.15
Q9HBL8	ENSG00000274684.4
Q9HBM0	ENSG00000028203.20
Q9HBM1	ENSG00000152253.10
Q9HBM1	ENSG00000277909.4
Q9HBM6	ENSG00000187325.6
Q9HBR0	ENSG00000157637.14
Q9HBT6	ENSG00000101542.10
Q9HBT7	ENSG00000141040.16
Q9HBT8	ENSG00000255104.9
Q9HBT8	ENSG00000187607.17
Q9HBU1	ENSG00000131668.14
Q9HBU6	ENSG00000139163.17
Q9HBU9	ENSG00000121577.15
Q9HBV1	ENSG00000132429.11
Q9HBV2	ENSG00000118434.9
Q9HBW0	ENSG00000064547.15
Q9HBW1	ENSG00000128594.9
Q9HBW9	ENSG00000162618.16
Q9HBX8	ENSG00000133067.19
Q9HBX9	ENSG00000171509.17
Q9HBY0	ENSG00000074771.4
Q9HBY8	ENSG00000101049.19
Q9HBZ2	ENSG00000172379.23
Q9HC07	ENSG00000134851.14
Q9HC10	ENSG00000115155.19
Q9HC16	ENSG00000239713.10
Q9HC21	ENSG00000125454.13
Q9HC23	ENSG00000163421.9
Q9HC24	ENSG00000155957.19
Q9HC29	ENSG00000167207.16
Q9HC35	ENSG00000143924.20
Q9HC36	ENSG00000171861.12
Q9HC38	ENSG00000167699.15
Q9HC44	ENSG00000159592.12
Q9HC52	ENSG00000141570.11
Q9HC56	ENSG00000184226.15
Q9HC57	ENSG00000103175.12
Q9HC58	ENSG00000185052.14
Q9HC62	ENSG00000163904.14
Q9HC73	ENSG00000205755.13
Q9HC73	ENSG00000292363.1
Q9HC77	ENSG00000151849.17
Q9HC78	ENSG00000181722.19
Q9HC84	ENSG00000117983.17
Q9HC96	ENSG00000142330.21
Q9HC97	ENSG00000178623.14
Q9HC98	ENSG00000119408.18
Q9HCB6	ENSG00000262655.5
Q9HCC0	ENSG00000131844.18
Q9HCC6	ENSG00000188290.12
Q9HCC8	ENSG00000130055.15
Q9HCC9	ENSG00000159733.14
Q9HCD5	ENSG00000124160.13
Q9HCD6	ENSG00000170921.16
Q9HCE0	ENSG00000152223.17
Q9HCE1	ENSG00000155363.20
Q9HCE3	ENSG00000074657.15
Q9HCE5	ENSG00000145388.16
Q9HCE6	ENSG00000074964.18
Q9HCE7	ENSG00000198742.11
Q9HCE9	ENSG00000074855.11
Q9HCF6	ENSG00000083067.27
Q9HCG1	ENSG00000170949.19
Q9HCG7	ENSG00000070610.15
Q9HCG8	ENSG00000163510.15
Q9HCH0	ENSG00000167566.18
Q9HCH3	ENSG00000124772.12
Q9HCH5	ENSG00000137501.19
Q9HCI5	ENSG00000198934.5
Q9HCI6	ENSG00000168116.16
Q9HCI7	ENSG00000174579.5
Q9HCJ0	ENSG00000078687.19
Q9HCJ1	ENSG00000154122.15
Q9HCJ2	ENSG00000148948.9
Q9HCJ3	ENSG00000162437.16
Q9HCJ5	ENSG00000130449.6
Q9HCJ6	ENSG00000171724.3
Q9HCK0	ENSG00000171448.10
Q9HCK1	ENSG00000204186.12
Q9HCK1	ENSG00000283649.5
Q9HCK4	ENSG00000185008.19
Q9HCK5	ENSG00000134698.12
Q9HCK8	ENSG00000100888.16
Q9HCL0	ENSG00000189184.12
Q9HCL2	ENSG00000119927.15
Q9HCL3	ENSG00000142065.15
Q9HCM1	ENSG00000174718.13
Q9HCM2	ENSG00000221866.11
Q9HCM3	ENSG00000122778.11
Q9HCM4	ENSG00000115109.15
Q9HCM7	ENSG00000112787.15
Q9HCM9	ENSG00000204599.17
Q9HCM9	ENSG00000206495.12
Q9HCM9	ENSG00000224994.10
Q9HCM9	ENSG00000229929.10
Q9HCM9	ENSG00000230308.10
Q9HCM9	ENSG00000232839.10
Q9HCM9	ENSG00000226437.10
Q9HCN2	ENSG00000120471.16
Q9HCN3	ENSG00000129925.12
Q9HCN4	ENSG00000198522.15
Q9HCN6	ENSG00000088053.12
Q9HCN6	ENSG00000275633.4
Q9HCN6	ENSG00000276211.4
Q9HCN6	ENSG00000275931.4
Q9HCN6	ENSG00000276065.4
Q9HCN6	ENSG00000277439.4
Q9HCN6	ENSG00000274050.4
Q9HCN6	ENSG00000274566.4
Q9HCN6	ENSG00000278670.4
Q9HCN6	ENSG00000278316.4
Q9HCN8	ENSG00000128228.6
Q9HCP0	ENSG00000169118.19
Q9HCP6	ENSG00000010282.16
Q9HCQ5	ENSG00000182870.14
Q9HCQ5	ENSG00000288490.1
Q9HCQ7	ENSG00000105954.2
Q9HCR9	ENSG00000128655.19
Q9HCS2	ENSG00000186204.16
Q9HCS4	ENSG00000152284.6
Q9HCS4	ENSG00000292149.1
Q9HCS5	ENSG00000129595.14
Q9HCS7	ENSG00000076924.13
Q9HCT0	ENSG00000070388.12
Q9HCU0	ENSG00000174807.4
Q9HCU4	ENSG00000143126.8
Q9HCU5	ENSG00000138073.15
Q9HCU8	ENSG00000175482.10
Q9HCU9	ENSG00000174744.15
Q9HCX3	ENSG00000131845.15
Q9HCX4	ENSG00000069018.19
Q9HCY8	ENSG00000189334.10
Q9HCZ1	ENSG00000198185.13
Q9HD15	ENSG00000213523.13
Q9HD20	ENSG00000105726.18
Q9HD23	ENSG00000124532.16
Q9HD26	ENSG00000047932.15
Q9HD33	ENSG00000136522.15
Q9HD34	ENSG00000214113.12
Q9HD36	ENSG00000137875.4
Q9HD40	ENSG00000109618.14
Q9HD42	ENSG00000131165.17
Q9HD43	ENSG00000080031.11
Q9HD45	ENSG00000077147.17
Q9HD47	ENSG00000108961.15
Q9HD64	ENSG00000204379.11
Q9HD64	ENSG00000204382.13
Q9HD67	ENSG00000145555.15
