From	Entry	Entry Name	Protein names	Gene Names	Organism	Length	Reviewed
ENSG00000168066	Q15637	SF01_HUMAN	Splicing factor 1 (Mammalian branch point-binding protein) (BBP) (mBBP) (Transcription factor ZFM1) (Zinc finger gene in MEN1 locus) (Zinc finger protein 162)	SF1 ZFM1 ZNF162	Homo sapiens (Human)	639	reviewed
ENSG00000168090	Q7L5N1	CSN6_HUMAN	COP9 signalosome complex subunit 6 (SGN6) (Signalosome subunit 6) (JAB1-containing signalosome subunit 6) (MOV34 homolog) (Vpr-interacting protein) (hVIP)	COPS6 CSN6 HVIP	Homo sapiens (Human)	327	reviewed
ENSG00000168092	P68402	PA1B2_HUMAN	Platelet-activating factor acetylhydrolase IB subunit alpha2 (EC 3.1.1.47) (PAF acetylhydrolase 30 kDa subunit) (PAF-AH 30 kDa subunit) (PAF-AH subunit beta) (PAFAH subunit beta)	PAFAH1B2 PAFAHB	Homo sapiens (Human)	229	reviewed
ENSG00000168101	Q9BRJ7	TIRR_HUMAN	Tudor-interacting repair regulator protein (NUDT16-like protein 1) (Protein syndesmos)	NUDT16L1 SDOS TIRR	Homo sapiens (Human)	211	reviewed
ENSG00000168118	P20338	RAB4A_HUMAN	Ras-related protein Rab-4A (EC 3.6.5.2)	RAB4A RAB4	Homo sapiens (Human)	218	reviewed
ENSG00000168137	Q9C0A6	SETD5_HUMAN	Histone-lysine N-methyltransferase SETD5 (EC 2.1.1.359) (EC 2.1.1.367) (SET domain-containing protein 5)	SETD5 KIAA1757	Homo sapiens (Human)	1442	reviewed
ENSG00000168159	Q5TA31	RN187_HUMAN	E3 ubiquitin-protein ligase RNF187 (EC 2.3.2.27) (RING domain AP1 coactivator 1) (RACO-1) (RING finger protein 187) (RING-type E3 ubiquitin transferase RNF187)	RNF187	Homo sapiens (Human)	235	reviewed
ENSG00000168175	Q8NDC0	MISSL_HUMAN	MAPK-interacting and spindle-stabilizing protein-like (Mitogen-activated protein kinase 1-interacting protein 1-like)	MAPK1IP1L C14orf32	Homo sapiens (Human)	245	reviewed
ENSG00000168214	Q06330	SUH_HUMAN	Recombining binding protein suppressor of hairless (CBF-1) (J kappa-recombination signal-binding protein) (RBP-J kappa) (RBP-J) (RBP-JK) (Renal carcinoma antigen NY-REN-30)	RBPJ IGKJRB IGKJRB1 RBPJK RBPSUH	Homo sapiens (Human)	500	reviewed
ENSG00000168259	Q99615	DNJC7_HUMAN	DnaJ homolog subfamily C member 7 (Tetratricopeptide repeat protein 2) (TPR repeat protein 2)	DNAJC7 TPR2 TTC2	Homo sapiens (Human)	494	reviewed
ENSG00000168264	Q7Z5L9	I2BP2_HUMAN	Interferon regulatory factor 2-binding protein 2 (IRF-2-binding protein 2) (IRF-2BP2)	IRF2BP2	Homo sapiens (Human)	587	reviewed
ENSG00000168275	Q5JTJ3	COA6_HUMAN	Cytochrome c oxidase assembly factor 6 homolog	COA6 C1orf31	Homo sapiens (Human)	125	reviewed
ENSG00000168283	P35226	BMI1_HUMAN	Polycomb complex protein BMI-1 (Polycomb group RING finger protein 4) (RING finger protein 51)	BMI1 PCGF4 RNF51	Homo sapiens (Human)	326	reviewed
ENSG00000168286	Q96EK4	THA11_HUMAN	THAP domain-containing protein 11	THAP11 HRIHFB2206	Homo sapiens (Human)	314	reviewed
ENSG00000168288	Q9H3L0	MMAD_HUMAN	Cobalamin trafficking protein CblD (CblD) (Methylmalonic aciduria and homocystinuria type D protein, mitochondrial)	MMADHC C2orf25 CL25022 HSPC161 My011	Homo sapiens (Human)	296	reviewed
ENSG00000168310	P14316	IRF2_HUMAN	Interferon regulatory factor 2 (IRF-2)	IRF2	Homo sapiens (Human)	349	reviewed
ENSG00000168374	P18085	ARF4_HUMAN	ADP-ribosylation factor 4	ARF4 ARF2	Homo sapiens (Human)	180	reviewed
ENSG00000168434	P83436	COG7_HUMAN	Conserved oligomeric Golgi complex subunit 7 (COG complex subunit 7) (Component of oligomeric Golgi complex 7)	COG7 UNQ3082/PRO10013	Homo sapiens (Human)	770	reviewed
ENSG00000168439	P31948	STIP1_HUMAN	Stress-induced-phosphoprotein 1 (STI1) (Hsc70/Hsp90-organizing protein) (Hop) (Renal carcinoma antigen NY-REN-11) (Transformation-sensitive protein IEF SSP 3521)	STIP1	Homo sapiens (Human)	543	reviewed
ENSG00000168610	P40763	STAT3_HUMAN	Signal transducer and activator of transcription 3 (Acute-phase response factor)	STAT3 APRF	Homo sapiens (Human)	770	reviewed
ENSG00000168701	Q9BTX3	TM208_HUMAN	Transmembrane protein 208	TMEM208 HSPC171	Homo sapiens (Human)	173	reviewed
ENSG00000168710	O43865	SAHH2_HUMAN	S-adenosylhomocysteine hydrolase-like protein 1 (DC-expressed AHCY-like molecule) (IP(3)Rs binding protein released with IP(3)) (IRBIT) (Putative adenosylhomocysteinase 2) (S-adenosyl-L-homocysteine hydrolase 2) (AdoHcyase 2)	AHCYL1 DCAL IRBIT XPVKONA	Homo sapiens (Human)	530	reviewed
ENSG00000168802	P0CG13	CTF8_HUMAN	Chromosome transmission fidelity protein 8 homolog (hCTF8)	CHTF8 CTF8	Homo sapiens (Human)	121	reviewed
ENSG00000168872	Q9NUU7	DD19A_HUMAN	ATP-dependent RNA helicase DDX19A (EC 3.6.4.13) (DDX19-like protein) (DEAD box protein 19A)	DDX19A DDX19L	Homo sapiens (Human)	478	reviewed
ENSG00000168883	Q53GS9	UBP39_HUMAN	Ubiquitin carboxyl-terminal hydrolase 39 (EC 3.4.19.12) (SAD1 homolog) (U4/U6.U5 tri-snRNP-associated 65 kDa protein)	USP39 CGI-21 HSPC332 PRO2855	Homo sapiens (Human)	565	reviewed
ENSG00000168894	Q9P0P0	RN181_HUMAN	E3 ubiquitin-protein ligase RNF181 (EC 2.3.2.27) (RING finger protein 181)	RNF181 HSPC238	Homo sapiens (Human)	153	reviewed
ENSG00000168899	O95183	VAMP5_HUMAN	Vesicle-associated membrane protein 5 (VAMP-5) (Myobrevin)	VAMP5 HSPC191	Homo sapiens (Human)	116	reviewed
ENSG00000168924	O95202	LETM1_HUMAN	Mitochondrial proton/calcium exchanger protein (Electroneutral mitochondrial K(+)/H(+)exchanger) (KHE) (Leucine zipper-EF-hand-containing transmembrane protein 1)	LETM1	Homo sapiens (Human)	739	reviewed
ENSG00000169018	Q9UK73	FEM1B_HUMAN	Protein fem-1 homolog B (FEM1b) (FEM1-beta) (Fem-1-like death receptor-binding protein alpha) (Fem-1-like in apoptotic pathway protein alpha) (F1A-alpha)	FEM1B F1AA KIAA0396	Homo sapiens (Human)	627	reviewed
ENSG00000169020	P56385	ATP5I_HUMAN	ATP synthase F(0) complex subunit e, mitochondrial (ATPase subunit e) (ATP synthase membrane subunit e) [Cleaved into: ATP synthase F(0) complex subunit e, mitochondrial, N-terminally processed]	ATP5ME ATP5I ATP5K	Homo sapiens (Human)	69	reviewed
ENSG00000169032	Q02750	MP2K1_HUMAN	Dual specificity mitogen-activated protein kinase kinase 1 (MAP kinase kinase 1) (MAPKK 1) (MKK1) (EC 2.7.12.2) (ERK activator kinase 1) (MAPK/ERK kinase 1) (MEK 1)	MAP2K1 MEK1 PRKMK1	Homo sapiens (Human)	393	reviewed
ENSG00000169057	P51608	MECP2_HUMAN	Methyl-CpG-binding protein 2 (MeCp-2 protein) (MeCp2)	MECP2	Homo sapiens (Human)	486	reviewed
ENSG00000169100	P12236	ADT3_HUMAN	ADP/ATP translocase 3 (ADP,ATP carrier protein 3) (ADP,ATP carrier protein, isoform T2) (ANT 2) (Adenine nucleotide translocator 3) (ANT 3) (Solute carrier family 25 member 6) [Cleaved into: ADP/ATP translocase 3, N-terminally processed]	SLC25A6 AAC3 ANT3 CDABP0051	Homo sapiens (Human)	298	reviewed
ENSG00000169189	Q8WV22	NSE1_HUMAN	Non-structural maintenance of chromosomes element 1 homolog (Non-SMC element 1 homolog) (EC 2.3.2.27)	NSMCE1 HSPC333 HSPC337	Homo sapiens (Human)	266	reviewed
ENSG00000169217	O95400	CD2B2_HUMAN	CD2 antigen cytoplasmic tail-binding protein 2 (CD2 cytoplasmic domain-binding protein 2) (CD2 tail-binding protein 2) (U5 snRNP 52K protein) (U5-52K)	CD2BP2 KIAA1178	Homo sapiens (Human)	341	reviewed
ENSG00000169221	Q4KMP7	TB10B_HUMAN	TBC1 domain family member 10B (Rab27A-GAP-beta)	TBC1D10B FP2461	Homo sapiens (Human)	808	reviewed
ENSG00000169223	Q12907	LMAN2_HUMAN	Vesicular integral-membrane protein VIP36 (Glycoprotein GP36b) (Lectin mannose-binding 2) (Vesicular integral-membrane protein 36) (VIP36)	LMAN2 C5orf8	Homo sapiens (Human)	356	reviewed
ENSG00000169246	Q92617	NPIB3_HUMAN	Nuclear pore complex-interacting protein family member B3 (Nuclear pore complex-interacting protein-like 3) (Protein pps22-1)	NPIPB3 KIAA0220 NPIPL3	Homo sapiens (Human)	1050	reviewed
ENSG00000169249	Q15696	U2AFM_HUMAN	U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 2 (CCCH type zinc finger, RNA-binding motif and serine/arginine rich protein 2) (Renal carcinoma antigen NY-REN-20) (U2(RNU2) small nuclear RNA auxiliary factor 1-like 2) (U2AF35-related protein) (URP)	ZRSR2 U2AF1-RS2 U2AF1L2 U2AF1RS2 URP	Homo sapiens (Human)	482	reviewed
ENSG00000169251	Q96D46	NMD3_HUMAN	60S ribosomal export protein NMD3 (hNMD3)	NMD3 CGI-07	Homo sapiens (Human)	503	reviewed
ENSG00000169372	P78560	CRADD_HUMAN	Death domain-containing protein CRADD (Caspase and RIP adapter with death domain) (RIP-associated protein with a death domain)	CRADD RAIDD	Homo sapiens (Human)	199	reviewed
ENSG00000169564	Q15365	PCBP1_HUMAN	Poly(rC)-binding protein 1 (Alpha-CP1) (Heterogeneous nuclear ribonucleoprotein E1) (hnRNP E1) (Nucleic acid-binding protein SUB2.3)	PCBP1	Homo sapiens (Human)	356	reviewed
ENSG00000169567	P49773	HINT1_HUMAN	Adenosine 5'-monophosphoramidase HINT1 (EC 3.9.1.-) (Desumoylating isopeptidase HINT1) (EC 3.4.22.-) (Histidine triad nucleotide-binding protein 1) (Protein kinase C inhibitor 1) (Protein kinase C-interacting protein 1) (PKCI-1)	HINT1 HINT PKCI1 PRKCNH1	Homo sapiens (Human)	126	reviewed
ENSG00000169612	Q9BTL3	RAMAC_HUMAN	RNA guanine-N7 methyltransferase activating subunit (Protein FAM103A1) (RNA guanine-7 methyltransferase activating subunit) (RNMT-activating mRNA cap methyltransferase subunit) (RNMT-activating mini protein) (RAM)	RAMAC C15orf18 FAM103A1 RAMMET	Homo sapiens (Human)	118	reviewed
ENSG00000169696	Q9BZE9	ASPC1_HUMAN	Tether containing UBX domain for GLUT4 (Alveolar soft part sarcoma chromosomal region candidate gene 1 protein) (Alveolar soft part sarcoma locus) (Renal papillary cell carcinoma protein 17) (UBX domain-containing protein 9)	ASPSCR1 ASPL RCC17 TUG UBXD9 UBXN9	Homo sapiens (Human)	553	reviewed
ENSG00000169714	P62633	CNBP_HUMAN	CCHC-type zinc finger nucleic acid binding protein (Cellular nucleic acid-binding protein) (CNBP) (Zinc finger protein 9)	CNBP RNF163 ZNF9	Homo sapiens (Human)	177	reviewed
ENSG00000169718	Q6P1R4	DUS1L_HUMAN	tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)]-like (EC 1.3.1.88) (tRNA-dihydrouridine synthase 1-like)	DUS1L DUS1	Homo sapiens (Human)	473	reviewed
ENSG00000169740	P17041	ZNF32_HUMAN	Zinc finger protein 32 (C2H2-546) (Zinc finger protein KOX30)	ZNF32 KOX30	Homo sapiens (Human)	273	reviewed
ENSG00000169762	Q6NXT6	TAPT1_HUMAN	Transmembrane anterior posterior transformation protein 1 homolog (Cytomegalovirus partial fusion receptor)	TAPT1 CMVFR	Homo sapiens (Human)	567	reviewed
ENSG00000169764	Q16851	UGPA_HUMAN	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (UDP-glucose pyrophosphorylase) (UDPGP) (UGPase)	UGP2 UGP1	Homo sapiens (Human)	508	reviewed
ENSG00000169826	Q8N6G5	CGAT2_HUMAN	Chondroitin sulfate N-acetylgalactosaminyltransferase 2 (EC 2.4.1.174) (Chondroitin beta-1,4-N-acetylgalactosaminyltransferase 2) (Beta4GalNAcT-2) (GalNAcT-2)	CSGALNACT2 CHGN2 GALNACT2 PRO0082	Homo sapiens (Human)	542	reviewed
ENSG00000169895	Q96A49	SYAP1_HUMAN	Synapse-associated protein 1 (BSD domain-containing signal transducer and Akt interactor protein) (BSTA)	SYAP1 PRO3113	Homo sapiens (Human)	352	reviewed
ENSG00000169925	Q15059	BRD3_HUMAN	Bromodomain-containing protein 3 (RING3-like protein)	BRD3 KIAA0043 RING3L	Homo sapiens (Human)	726	reviewed
ENSG00000169957	Q9H5H4	ZN768_HUMAN	Zinc finger protein 768	ZNF768	Homo sapiens (Human)	540	reviewed
ENSG00000169964	Q69YG0	TMM42_HUMAN	Transmembrane protein 42	TMEM42	Homo sapiens (Human)	159	reviewed
ENSG00000169976	Q9BWJ5	SF3B5_HUMAN	Splicing factor 3B subunit 5 (SF3b5) (Pre-mRNA-splicing factor SF3b 10 kDa subunit)	SF3B5 SF3B10	Homo sapiens (Human)	86	reviewed
ENSG00000170027	P61981	1433G_HUMAN	14-3-3 protein gamma (Protein kinase C inhibitor protein 1) (KCIP-1) [Cleaved into: 14-3-3 protein gamma, N-terminally processed]	YWHAG	Homo sapiens (Human)	247	reviewed
ENSG00000170043	Q9Y5R8	TPPC1_HUMAN	Trafficking protein particle complex subunit 1 (BET5 homolog) (Multiple myeloma protein 2) (MUM-2)	TRAPPC1 BET5 MUM2	Homo sapiens (Human)	145	reviewed
ENSG00000170144	P51991	ROA3_HUMAN	Heterogeneous nuclear ribonucleoprotein A3 (hnRNP A3)	HNRNPA3 HNRPA3	Homo sapiens (Human)	378	reviewed
ENSG00000170275	O75718	CRTAP_HUMAN	Cartilage-associated protein	CRTAP CASP	Homo sapiens (Human)	401	reviewed
ENSG00000170296	O95166	GBRAP_HUMAN	Gamma-aminobutyric acid receptor-associated protein (GABA(A) receptor-associated protein) (MM46)	GABARAP FLC3B HT004	Homo sapiens (Human)	117	reviewed
ENSG00000170310	Q9UNK0	STX8_HUMAN	Syntaxin-8	STX8	Homo sapiens (Human)	236	reviewed
ENSG00000170315	P0CG47	UBB_HUMAN	Polyubiquitin-B [Cleaved into: Ubiquitin]	UBB	Homo sapiens (Human)	229	reviewed
ENSG00000170348	P49755	TMEDA_HUMAN	Transmembrane emp24 domain-containing protein 10 (Protein TMED10) (21 kDa transmembrane-trafficking protein) (S31I125) (S31III125) (Tmp-21-I) (Transmembrane protein Tmp21) (p23) (p24 family protein delta-1) (p24delta1) (p24delta)	TMED10 TMP21	Homo sapiens (Human)	219	reviewed
ENSG00000170502	Q9BW91	NUDT9_HUMAN	ADP-ribose pyrophosphatase (EC 3.6.1.13) (ADP-ribose diphosphatase) (ADP-ribose phosphohydrolase) (Adenosine diphosphoribose pyrophosphatase) (ADPR-PPase) (Nucleoside diphosphate-linked moiety X motif 9) (Nudix motif 9)	NUDT9 NUDT10 PSEC0099 UNQ3012/PRO9771	Homo sapiens (Human)	350	reviewed
ENSG00000170515	Q9UQ80	PA2G4_HUMAN	Proliferation-associated protein 2G4 (Cell cycle protein p38-2G4 homolog) (hG4-1) (ErbB3-binding protein 1)	PA2G4 EBP1	Homo sapiens (Human)	394	reviewed
ENSG00000170540	Q15041	AR6P1_HUMAN	ADP-ribosylation factor-like protein 6-interacting protein 1 (ARL-6-interacting protein 1) (Aip-1) (Apoptotic regulator in the membrane of the endoplasmic reticulum)	ARL6IP1 ARL6IP ARMER KIAA0069	Homo sapiens (Human)	203	reviewed
ENSG00000170604	Q8IU81	I2BP1_HUMAN	Interferon regulatory factor 2-binding protein 1 (IRF-2-binding protein 1) (IRF-2BP1) (Probable E3 ubiquitin-protein ligase IRF2BP1) (EC 2.3.2.27) (Probable RING-type E3 ubiquitin transferase IRF2BP1)	IRF2BP1	Homo sapiens (Human)	584	reviewed
ENSG00000170606	P34932	HSP74_HUMAN	Heat shock 70 kDa protein 4 (HSP70RY) (Heat shock 70-related protein APG-2) (Heat shock protein family H member 2)	HSPA4 APG2 HSPH2	Homo sapiens (Human)	840	reviewed
ENSG00000170759	P33176	KINH_HUMAN	Kinesin-1 heavy chain (Conventional kinesin heavy chain) (Ubiquitous kinesin heavy chain) (UKHC)	KIF5B KNS KNS1	Homo sapiens (Human)	963	reviewed
ENSG00000170852	Q8IY47	KBTB2_HUMAN	Kelch repeat and BTB domain-containing protein 2 (BTB and kelch domain-containing protein 1)	KBTBD2 BKLHD1 KIAA1489 CGI-73	Homo sapiens (Human)	623	reviewed
ENSG00000170855	O43715	TRIA1_HUMAN	TP53-regulated inhibitor of apoptosis 1 (Protein 15E1.1) (WF-1) (p53-inducible cell-survival factor) (p53CSV)	TRIAP1 15E1.1 HSPC132	Homo sapiens (Human)	76	reviewed
ENSG00000170860	P62310	LSM3_HUMAN	U6 snRNA-associated Sm-like protein LSm3	LSM3 MDS017	Homo sapiens (Human)	102	reviewed
ENSG00000170876	Q9BTV4	TMM43_HUMAN	Transmembrane protein 43 (Protein LUMA)	TMEM43 UNQ2564/PRO6244	Homo sapiens (Human)	400	reviewed
ENSG00000170881	Q8WU17	RN139_HUMAN	E3 ubiquitin-protein ligase RNF139 (EC 2.3.2.27) (RING finger protein 139) (RING-type E3 ubiquitin transferase RNF139) (Translocation in renal carcinoma on chromosome 8 protein)	RNF139 TRC8	Homo sapiens (Human)	664	reviewed
ENSG00000170889	P46781	RS9_HUMAN	Small ribosomal subunit protein uS4 (40S ribosomal protein S9)	RPS9	Homo sapiens (Human)	194	reviewed
ENSG00000171135	Q8N5M9	JAGN1_HUMAN	Protein jagunal homolog 1	JAGN1	Homo sapiens (Human)	183	reviewed
ENSG00000171148	O75528	TADA3_HUMAN	Transcriptional adapter 3 (ADA3 homolog) (hADA3) (STAF54) (Transcriptional adapter 3-like) (ADA3-like protein)	TADA3 ADA3 TADA3L	Homo sapiens (Human)	432	reviewed
ENSG00000171159	Q9BUW7	BBLN_HUMAN	Bublin coiled-coil protein (UPF0184 protein C9orf16)	BBLN C9orf16 EST00098	Homo sapiens (Human)	83	reviewed
ENSG00000171161	Q499Z4	ZN672_HUMAN	Zinc finger protein 672	ZNF672	Homo sapiens (Human)	452	reviewed
ENSG00000171206	Q9BZR9	TRIM8_HUMAN	E3 ubiquitin-protein ligase TRIM8 (EC 2.3.2.27) (Glioblastoma-expressed RING finger protein) (RING finger protein 27) (RING-type E3 ubiquitin transferase TRIM8) (Tripartite motif-containing protein 8)	TRIM8 GERP RNF27	Homo sapiens (Human)	551	reviewed
ENSG00000171222	P57086	SCND1_HUMAN	SCAN domain-containing protein 1	SCAND1 SDP1	Homo sapiens (Human)	179	reviewed
ENSG00000171298	P10253	LYAG_HUMAN	Lysosomal alpha-glucosidase (EC 3.2.1.20) (Acid maltase) (Aglucosidase alfa) [Cleaved into: 76 kDa lysosomal alpha-glucosidase; 70 kDa lysosomal alpha-glucosidase]	GAA	Homo sapiens (Human)	952	reviewed
ENSG00000171314	P18669	PGAM1_HUMAN	Phosphoglycerate mutase 1 (EC 5.4.2.11) (EC 5.4.2.4) (BPG-dependent PGAM 1) (Phosphoglycerate mutase isozyme B) (PGAM-B)	PGAM1 PGAMA CDABP0006	Homo sapiens (Human)	254	reviewed
ENSG00000171421	Q9P0J6	RM36_HUMAN	Large ribosomal subunit protein bL36m (39S ribosomal protein L36, mitochondrial) (L36mt) (MRP-L36) (BRCA1-interacting protein 1)	MRPL36 BRIP1	Homo sapiens (Human)	103	reviewed
ENSG00000171456	Q8IXJ9	ASXL1_HUMAN	Polycomb group protein ASXL1 (Additional sex combs-like protein 1)	ASXL1 KIAA0978	Homo sapiens (Human)	1541	reviewed
ENSG00000171497	Q08752	PPID_HUMAN	Peptidyl-prolyl cis-trans isomerase D (PPIase D) (EC 5.2.1.8) (40 kDa peptidyl-prolyl cis-trans isomerase) (Cyclophilin-40) (CYP-40) (Cyclophilin-related protein) (Rotamase D)	PPID CYP40 CYPD	Homo sapiens (Human)	370	reviewed
ENSG00000171530	O75347	TBCA_HUMAN	Tubulin-specific chaperone A (TCP1-chaperonin cofactor A) (Tubulin-folding cofactor A) (CFA)	TBCA	Homo sapiens (Human)	108	reviewed
ENSG00000171735	Q9Y6Y1	CMTA1_HUMAN	Calmodulin-binding transcription activator 1	CAMTA1 KIAA0833 MSTP023	Homo sapiens (Human)	1673	reviewed
ENSG00000171824	Q01780	EXOSX_HUMAN	Exosome complex component 10 (EC 3.1.13.-) (Autoantigen PM/Scl 2) (P100 polymyositis-scleroderma overlap syndrome-associated autoantigen) (Polymyositis/scleroderma autoantigen 100 kDa) (PM/Scl-100) (Polymyositis/scleroderma autoantigen 2)	EXOSC10 PMSCL PMSCL2 RRP6	Homo sapiens (Human)	885	reviewed
ENSG00000171858	P63220	RS21_HUMAN	Small ribosomal subunit protein eS21 (40S ribosomal protein S21)	RPS21	Homo sapiens (Human)	83	reviewed
ENSG00000171861	Q9HC36	MRM3_HUMAN	rRNA methyltransferase 3, mitochondrial (EC 2.1.1.-) (16S rRNA (guanosine(1370)-2'-O)-methyltransferase) (16S rRNA [Gm1370] 2'-O-methyltransferase) (RNA methyltransferase-like protein 1)	MRM3 RNMTL1 HC90	Homo sapiens (Human)	420	reviewed
ENSG00000171862	P60484	PTEN_HUMAN	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN (EC 3.1.3.16) (EC 3.1.3.48) (EC 3.1.3.67) (Inositol polyphosphate 3-phosphatase) (EC 3.1.3.-) (Mutated in multiple advanced cancers 1) (Phosphatase and tensin homolog)	PTEN MMAC1 TEP1	Homo sapiens (Human)	403	reviewed
ENSG00000171863	P62081	RS7_HUMAN	Small ribosomal subunit protein eS7 (40S ribosomal protein S7)	RPS7	Homo sapiens (Human)	194	reviewed
ENSG00000171960	O43447	PPIH_HUMAN	Peptidyl-prolyl cis-trans isomerase H (PPIase H) (EC 5.2.1.8) (Rotamase H) (Small nuclear ribonucleoprotein particle-specific cyclophilin H) (CypH) (U-snRNP-associated cyclophilin SnuCyp-20) (USA-CYP)	PPIH CYP20 CYPH	Homo sapiens (Human)	177	reviewed
ENSG00000172081	Q96BX8	MOB3A_HUMAN	MOB kinase activator 3A (MOB-LAK) (Mob1 homolog 2A) (Mps one binder kinase activator-like 2A)	MOB3A MOBKL2A	Homo sapiens (Human)	217	reviewed
ENSG00000172086	Q9NPI7	KRCC1_HUMAN	Lysine-rich coiled-coil protein 1 (Cryptogenic hepatitis-binding protein 2) (HLY)	KRCC1 CHBP2 BM-003 BM-044	Homo sapiens (Human)	259	reviewed
ENSG00000172115	P99999	CYC_HUMAN	Cytochrome c	CYCS CYC	Homo sapiens (Human)	105	reviewed
ENSG00000172239	Q9H074	PAIP1_HUMAN	Polyadenylate-binding protein-interacting protein 1 (PABP-interacting protein 1) (PAIP-1) (Poly(A)-binding protein-interacting protein 1)	PAIP1	Homo sapiens (Human)	479	reviewed
ENSG00000172270	P35613	BASI_HUMAN	Basigin (5F7) (Collagenase stimulatory factor) (Extracellular matrix metalloproteinase inducer) (EMMPRIN) (Hepatoma-associated antigen) (HAb18G) (Leukocyte activation antigen M6) (OK blood group antigen) (Tumor cell-derived collagenase stimulatory factor) (TCSF) (CD antigen CD147)	BSG UNQ6505/PRO21383	Homo sapiens (Human)	385	reviewed
ENSG00000172301	Q9NQ92	COPRS_HUMAN	Coordinator of PRMT5 and differentiation stimulator (Cooperator of PRMT5) (Protein TTP1)	COPRS C17orf79 COPR5	Homo sapiens (Human)	184	reviewed
ENSG00000172331	P07738	PMGE_HUMAN	Bisphosphoglycerate mutase (BPGM) (EC 5.4.2.4) (2,3-bisphosphoglycerate mutase, erythrocyte) (2,3-bisphosphoglycerate synthase) (EC 5.4.2.11) (2,3-diphosphoglycerate mutase) (DPGM) (BPG-dependent PGAM)	BPGM	Homo sapiens (Human)	259	reviewed
ENSG00000172336	O75817	POP7_HUMAN	Ribonuclease P protein subunit p20 (RNaseP protein p20) (Ribonucleases P/MRP protein subunit POP7 homolog) (hPOP7)	POP7 RPP20	Homo sapiens (Human)	140	reviewed
ENSG00000172354	P62879	GBB2_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 (G protein subunit beta-2) (Transducin beta chain 2)	GNB2	Homo sapiens (Human)	340	reviewed
ENSG00000172500	O43427	FIBP_HUMAN	Acidic fibroblast growth factor intracellular-binding protein (aFGF intracellular-binding protein) (FGF-1 intracellular-binding protein)	FIBP	Homo sapiens (Human)	364	reviewed
ENSG00000172531	P62136	PP1A_HUMAN	Serine/threonine-protein phosphatase PP1-alpha catalytic subunit (PP-1A) (EC 3.1.3.16)	PPP1CA PPP1A	Homo sapiens (Human)	330	reviewed
ENSG00000172534	P51610	HCFC1_HUMAN	Host cell factor 1 (HCF) (HCF-1) (C1 factor) (CFF) (VCAF) (VP16 accessory protein) [Cleaved into: HCF N-terminal chain 1; HCF N-terminal chain 2; HCF N-terminal chain 3; HCF N-terminal chain 4; HCF N-terminal chain 5; HCF N-terminal chain 6; HCF C-terminal chain 1; HCF C-terminal chain 2; HCF C-terminal chain 3; HCF C-terminal chain 4; HCF C-terminal chain 5; HCF C-terminal chain 6]	HCFC1 HCF1 HFC1	Homo sapiens (Human)	2035	reviewed
ENSG00000172586	Q96BP2	CHCH1_HUMAN	Small ribosomal subunit protein mS37 (28S ribosomal protein S37, mitochondrial) (MRP-S37) (Coiled-coil-helix-coiled-coil-helix domain-containing protein 1) (Nuclear protein C2360)	CHCHD1 C10orf34 MRPS37	Homo sapiens (Human)	118	reviewed
ENSG00000172732	Q96NY9	MUS81_HUMAN	Structure-specific endonuclease subunit MUS81 (EC 3.1.22.-) (Crossover junction endonuclease MUS81) (MUS81 endonuclease homolog)	MUS81	Homo sapiens (Human)	551	reviewed
ENSG00000172757	P23528	COF1_HUMAN	Cofilin-1 (18 kDa phosphoprotein) (p18) (Cofilin, non-muscle isoform)	CFL1 CFL	Homo sapiens (Human)	166	reviewed
ENSG00000172775	Q9GZU8	PIP30_HUMAN	PSME3-interacting protein (NEFA-interacting nuclear protein NIP30) (PA28G-interacting protein)	PSME3IP1 C16orf94 FAM192A NIP30 PIP30 CDA018 CDA10	Homo sapiens (Human)	254	reviewed
ENSG00000172809	P63173	RL38_HUMAN	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	RPL38	Homo sapiens (Human)	70	reviewed
ENSG00000172939	O95747	OXSR1_HUMAN	Serine/threonine-protein kinase OSR1 (EC 2.7.11.1) (Oxidative stress-responsive 1 protein)	OXSR1 KIAA1101 OSR1	Homo sapiens (Human)	527	reviewed
ENSG00000173011	Q86TJ2	TAD2B_HUMAN	Transcriptional adapter 2-beta (ADA2-like protein beta) (ADA2-beta)	TADA2B ADA2B	Homo sapiens (Human)	420	reviewed
ENSG00000173020	P25098	ARBK1_HUMAN	Beta-adrenergic receptor kinase 1 (Beta-ARK-1) (EC 2.7.11.15) (G-protein coupled receptor kinase 2)	GRK2 ADRBK1 BARK BARK1	Homo sapiens (Human)	689	reviewed
ENSG00000173039	Q04206	TF65_HUMAN	Transcription factor p65 (Nuclear factor NF-kappa-B p65 subunit) (Nuclear factor of kappa light polypeptide gene enhancer in B-cells 3)	RELA NFKB3	Homo sapiens (Human)	551	reviewed
ENSG00000173113	Q9UI30	TR112_HUMAN	Multifunctional methyltransferase subunit TRM112-like protein (tRNA methyltransferase 112 homolog)	TRMT112 AD-001 HSPC152 HSPC170	Homo sapiens (Human)	125	reviewed
